locus_tag	ftype	length_bp	gene	EC_number	COG	product
NHKJIMIN_01947	CDS	327	clpB1_2		COG0542	Chaperone protein ClpB 1
NHKJIMIN_01948	gene	306	clpB_2			
NHKJIMIN_01948	CDS	306	clpB_2			Chaperone protein ClpB
NHKJIMIN_01949	gene	90				
NHKJIMIN_01949	CDS	90				hypothetical protein
NHKJIMIN_01950	gene	132				
NHKJIMIN_01950	CDS	132				hypothetical protein
NHKJIMIN_01951	gene	348				
NHKJIMIN_01951	CDS	348				hypothetical protein
NHKJIMIN_01952	gene	348				
NHKJIMIN_01952	CDS	348				hypothetical protein
NHKJIMIN_01953	gene	357	coaE_1			
NHKJIMIN_01953	CDS	357	coaE_1	2.7.1.24		Dephospho-CoA kinase
NHKJIMIN_01954	gene	324	coaE_2			
NHKJIMIN_01954	CDS	324	coaE_2	2.7.1.24		Dephospho-CoA kinase
NHKJIMIN_01955	gene	192				
NHKJIMIN_01955	CDS	192				hypothetical protein
NHKJIMIN_01956	gene	309				
NHKJIMIN_01956	CDS	309				hypothetical protein
NHKJIMIN_01957	gene	147				
NHKJIMIN_01957	CDS	147				hypothetical protein
NHKJIMIN_01958	gene	309				
NHKJIMIN_01958	CDS	309				hypothetical protein
NHKJIMIN_01959	gene	237	nusB			
NHKJIMIN_01959	CDS	237	nusB			Transcription antitermination protein NusB
NHKJIMIN_01960	gene	693				
NHKJIMIN_01960	CDS	693				hypothetical protein
NHKJIMIN_01961	gene	129				
NHKJIMIN_01961	CDS	129				hypothetical protein
NHKJIMIN_01962	gene	228	rplY_1			
NHKJIMIN_01962	CDS	228	rplY_1			Large ribosomal subunit protein bL25
NHKJIMIN_01963	gene	372	rplY_2			
NHKJIMIN_01963	CDS	372	rplY_2			Large ribosomal subunit protein bL25
NHKJIMIN_01964	gene	273	pth			
NHKJIMIN_01964	CDS	273	pth	3.1.1.29		Peptidyl-tRNA hydrolase
NHKJIMIN_01965	gene	468				
NHKJIMIN_01965	CDS	468				hypothetical protein
NHKJIMIN_01966	gene	255				
NHKJIMIN_01966	CDS	255				hypothetical protein
NHKJIMIN_01967	gene	351				
NHKJIMIN_01967	CDS	351				hypothetical protein
NHKJIMIN_01968	gene	225				
NHKJIMIN_01968	CDS	225				hypothetical protein
NHKJIMIN_01969	gene	486				
NHKJIMIN_01969	CDS	486				hypothetical protein
NHKJIMIN_01970	gene	870				
NHKJIMIN_01970	CDS	870				hypothetical protein
NHKJIMIN_01971	gene	258				
NHKJIMIN_01971	CDS	258				hypothetical protein
NHKJIMIN_01972	gene	327				
NHKJIMIN_01972	CDS	327				hypothetical protein
NHKJIMIN_01973	gene	198				
NHKJIMIN_01973	CDS	198				hypothetical protein
NHKJIMIN_01974	gene	135				
NHKJIMIN_01974	CDS	135				hypothetical protein
NHKJIMIN_01975	gene	447	susB_4			
NHKJIMIN_01975	CDS	447	susB_4	3.2.1.3	COG1082	Glucan 1,4-alpha-glucosidase SusB
NHKJIMIN_01976	gene	177	susB_5			
NHKJIMIN_01976	CDS	177	susB_5	3.2.1.3	COG1082	Glucan 1,4-alpha-glucosidase SusB
NHKJIMIN_01977	gene	759	susB_6			
NHKJIMIN_01977	CDS	759	susB_6	3.2.1.3	COG1082	Glucan 1,4-alpha-glucosidase SusB
NHKJIMIN_01978	gene	285	susB_7			
NHKJIMIN_01978	CDS	285	susB_7	3.2.1.3	COG1082	Glucan 1,4-alpha-glucosidase SusB
NHKJIMIN_01979	gene	228	susB_8			
NHKJIMIN_01979	CDS	228	susB_8	3.2.1.3	COG1082	Glucan 1,4-alpha-glucosidase SusB
NHKJIMIN_01980	gene	90				
NHKJIMIN_01980	CDS	90				hypothetical protein
NHKJIMIN_01981	gene	243	fluC			
NHKJIMIN_01981	CDS	243	fluC			Fluoride-specific ion channel FluC
NHKJIMIN_01982	gene	699				
NHKJIMIN_01982	CDS	699				hypothetical protein
NHKJIMIN_01983	gene	435	eno_1			
NHKJIMIN_01983	CDS	435	eno_1	4.2.1.11		Enolase
NHKJIMIN_01984	gene	177	eno_2			
NHKJIMIN_01984	CDS	177	eno_2	4.2.1.11		Enolase
NHKJIMIN_01985	gene	285	eno_3			
NHKJIMIN_01985	CDS	285	eno_3	4.2.1.11		Enolase
NHKJIMIN_01986	gene	150	eno_4			
NHKJIMIN_01986	CDS	150	eno_4	4.2.1.11	COG0148	Enolase
NHKJIMIN_01987	gene	330	eno_5			
NHKJIMIN_01987	CDS	330	eno_5	4.2.1.11		Enolase
NHKJIMIN_01988	gene	468				
NHKJIMIN_01988	CDS	468				hypothetical protein
NHKJIMIN_01989	gene	258				
NHKJIMIN_01989	CDS	258				hypothetical protein
NHKJIMIN_01990	gene	183				
NHKJIMIN_01990	CDS	183				hypothetical protein
NHKJIMIN_01991	gene	231				
NHKJIMIN_01991	CDS	231				hypothetical protein
NHKJIMIN_01992	gene	228				
NHKJIMIN_01992	CDS	228				hypothetical protein
NHKJIMIN_01993	gene	171				
NHKJIMIN_01993	CDS	171				hypothetical protein
NHKJIMIN_01994	gene	222				
NHKJIMIN_01994	CDS	222				hypothetical protein
NHKJIMIN_01995	gene	183	htdZ_1			
NHKJIMIN_01995	CDS	183	htdZ_1	4.2.1.-	COG2030	3-hydroxyacyl-thioester dehydratase Z
NHKJIMIN_01996	gene	327	htdZ_2			
NHKJIMIN_01996	CDS	327	htdZ_2	4.2.1.-	COG2030	3-hydroxyacyl-thioester dehydratase Z
NHKJIMIN_01997	gene	249				
NHKJIMIN_01997	CDS	249				hypothetical protein
NHKJIMIN_01998	gene	303				
NHKJIMIN_01998	CDS	303				hypothetical protein
NHKJIMIN_01999	gene	249	ytfE			
NHKJIMIN_01999	CDS	249	ytfE			Iron-sulfur cluster repair protein YtfE
NHKJIMIN_02000	gene	171				
NHKJIMIN_02000	CDS	171				hypothetical protein
NHKJIMIN_02001	gene	279				
NHKJIMIN_02001	CDS	279				hypothetical protein
NHKJIMIN_02002	gene	189				
NHKJIMIN_02002	CDS	189				hypothetical protein
NHKJIMIN_02003	gene	228				
NHKJIMIN_02003	CDS	228				hypothetical protein
NHKJIMIN_02004	gene	1062				
NHKJIMIN_02004	CDS	1062				hypothetical protein
NHKJIMIN_02005	gene	210				
NHKJIMIN_02005	CDS	210				hypothetical protein
NHKJIMIN_02006	gene	1338				
NHKJIMIN_02006	CDS	1338				hypothetical protein
NHKJIMIN_02007	gene	546				
NHKJIMIN_02007	CDS	546				hypothetical protein
NHKJIMIN_02008	gene	816				
NHKJIMIN_02008	CDS	816				hypothetical protein
NHKJIMIN_02009	gene	321				
NHKJIMIN_02009	CDS	321				hypothetical protein
NHKJIMIN_02010	gene	501				
NHKJIMIN_02010	CDS	501				hypothetical protein
NHKJIMIN_02011	gene	393				
NHKJIMIN_02011	CDS	393				hypothetical protein
NHKJIMIN_02012	gene	294				
NHKJIMIN_02012	CDS	294				hypothetical protein
NHKJIMIN_02013	gene	219				
NHKJIMIN_02013	CDS	219				hypothetical protein
NHKJIMIN_02014	gene	117				
NHKJIMIN_02014	CDS	117				hypothetical protein
NHKJIMIN_02015	gene	177				
NHKJIMIN_02015	CDS	177				hypothetical protein
NHKJIMIN_02016	gene	369				
NHKJIMIN_02016	CDS	369				hypothetical protein
NHKJIMIN_02017	gene	702				
NHKJIMIN_02017	CDS	702				hypothetical protein
NHKJIMIN_02018	gene	153				
NHKJIMIN_02018	CDS	153				hypothetical protein
NHKJIMIN_02019	gene	558				
NHKJIMIN_02019	CDS	558				hypothetical protein
NHKJIMIN_02020	gene	138				
NHKJIMIN_02020	CDS	138				hypothetical protein
NHKJIMIN_02021	gene	354				
NHKJIMIN_02021	CDS	354				hypothetical protein
NHKJIMIN_02022	gene	357				
NHKJIMIN_02022	CDS	357				hypothetical protein
NHKJIMIN_02023	gene	327				
NHKJIMIN_02023	CDS	327				hypothetical protein
NHKJIMIN_02024	gene	501				
NHKJIMIN_02024	CDS	501				hypothetical protein
NHKJIMIN_02025	gene	189				
NHKJIMIN_02025	CDS	189				hypothetical protein
NHKJIMIN_02026	gene	549				
NHKJIMIN_02026	CDS	549				hypothetical protein
NHKJIMIN_02027	gene	285				
NHKJIMIN_02027	CDS	285				hypothetical protein
NHKJIMIN_02028	gene	858				
NHKJIMIN_02028	CDS	858				hypothetical protein
NHKJIMIN_02029	gene	936				
NHKJIMIN_02029	CDS	936				hypothetical protein
NHKJIMIN_02030	gene	288				
NHKJIMIN_02030	CDS	288				hypothetical protein
NHKJIMIN_02031	gene	234				
NHKJIMIN_02031	CDS	234				hypothetical protein
NHKJIMIN_02032	gene	411				
NHKJIMIN_02032	CDS	411				hypothetical protein
NHKJIMIN_02033	gene	312				
NHKJIMIN_02033	CDS	312				hypothetical protein
NHKJIMIN_02034	gene	309				
NHKJIMIN_02034	CDS	309				hypothetical protein
NHKJIMIN_02035	gene	183				
NHKJIMIN_02035	CDS	183				hypothetical protein
NHKJIMIN_02036	gene	195				
NHKJIMIN_02036	CDS	195				hypothetical protein
NHKJIMIN_02037	gene	363				
NHKJIMIN_02037	CDS	363				hypothetical protein
NHKJIMIN_02038	gene	189				
NHKJIMIN_02038	CDS	189				hypothetical protein
NHKJIMIN_02039	gene	294				
NHKJIMIN_02039	CDS	294				hypothetical protein
NHKJIMIN_02040	gene	174	madB_1			
NHKJIMIN_02040	CDS	174	madB_1	7.2.4.1		Carboxybiotin decarboxylase
NHKJIMIN_02041	gene	294				
NHKJIMIN_02041	CDS	294				hypothetical protein
NHKJIMIN_02042	gene	174				
NHKJIMIN_02042	CDS	174				hypothetical protein
NHKJIMIN_02043	gene	390	madB_2			
NHKJIMIN_02043	CDS	390	madB_2	7.2.4.1		Carboxybiotin decarboxylase
NHKJIMIN_02044	gene	666				
NHKJIMIN_02044	CDS	666				hypothetical protein
NHKJIMIN_02045	gene	132				
NHKJIMIN_02045	CDS	132				hypothetical protein
NHKJIMIN_02046	gene	357				
NHKJIMIN_02046	CDS	357				hypothetical protein
NHKJIMIN_02047	gene	111				
NHKJIMIN_02047	CDS	111				hypothetical protein
NHKJIMIN_02048	gene	534				
NHKJIMIN_02048	CDS	534				hypothetical protein
NHKJIMIN_02049	gene	393				
NHKJIMIN_02049	CDS	393				hypothetical protein
NHKJIMIN_02050	gene	189				
NHKJIMIN_02050	CDS	189				hypothetical protein
NHKJIMIN_02051	gene	195				
NHKJIMIN_02051	CDS	195				hypothetical protein
NHKJIMIN_02052	gene	1263				
NHKJIMIN_02052	CDS	1263				hypothetical protein
NHKJIMIN_02053	gene	1026				
NHKJIMIN_02053	CDS	1026				hypothetical protein
NHKJIMIN_02054	gene	507				
NHKJIMIN_02054	CDS	507				hypothetical protein
NHKJIMIN_02055	gene	234				
NHKJIMIN_02055	CDS	234				hypothetical protein
NHKJIMIN_02056	gene	225	dinB_1			
NHKJIMIN_02056	CDS	225	dinB_1	2.7.7.7		DNA polymerase IV
NHKJIMIN_02057	gene	249	dinB_2			
NHKJIMIN_02057	CDS	249	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
NHKJIMIN_02058	gene	330	dinB_3			
NHKJIMIN_02058	CDS	330	dinB_3	2.7.7.7	COG0389	DNA polymerase IV
NHKJIMIN_02059	gene	300	btr			
NHKJIMIN_02059	CDS	300	btr		COG0614	HTH-type transcriptional activator Btr
NHKJIMIN_02060	gene	249				
NHKJIMIN_02060	CDS	249				hypothetical protein
NHKJIMIN_02061	gene	207				
NHKJIMIN_02061	CDS	207				hypothetical protein
NHKJIMIN_02062	gene	252				
NHKJIMIN_02062	CDS	252				hypothetical protein
NHKJIMIN_02063	gene	156				
NHKJIMIN_02063	CDS	156				hypothetical protein
NHKJIMIN_02064	gene	942				
NHKJIMIN_02064	CDS	942				hypothetical protein
NHKJIMIN_02065	gene	711				
NHKJIMIN_02065	CDS	711				hypothetical protein
NHKJIMIN_02066	gene	222				
NHKJIMIN_02066	CDS	222				hypothetical protein
NHKJIMIN_02067	gene	429				
NHKJIMIN_02067	CDS	429				hypothetical protein
NHKJIMIN_02068	gene	394	ssrA			
NHKJIMIN_02068	tmRNA	394	ssrA			transfer-messenger RNA, SsrA
NHKJIMIN_02069	gene	1032	pgl_2			
NHKJIMIN_02069	CDS	1032	pgl_2	3.1.1.31	COG2706	6-phosphogluconolactonase
NHKJIMIN_02070	gene	342				
NHKJIMIN_02070	CDS	342				hypothetical protein
NHKJIMIN_02071	gene	438				
NHKJIMIN_02071	CDS	438				hypothetical protein
NHKJIMIN_02072	gene	480				
NHKJIMIN_02072	CDS	480				hypothetical protein
NHKJIMIN_02073	gene	351				
NHKJIMIN_02073	CDS	351				hypothetical protein
NHKJIMIN_02074	gene	189				
NHKJIMIN_02074	CDS	189				hypothetical protein
NHKJIMIN_02075	gene	246				
NHKJIMIN_02075	CDS	246				hypothetical protein
NHKJIMIN_02076	gene	237				
NHKJIMIN_02076	CDS	237				hypothetical protein
NHKJIMIN_02077	gene	102				
NHKJIMIN_02077	CDS	102				hypothetical protein
NHKJIMIN_02078	gene	372				
NHKJIMIN_02078	CDS	372		2.4.2.1	COG1496	Purine nucleoside phosphorylase
NHKJIMIN_02079	gene	135				
NHKJIMIN_02079	CDS	135				hypothetical protein
NHKJIMIN_02080	gene	264				
NHKJIMIN_02080	CDS	264				hypothetical protein
NHKJIMIN_02081	gene	486	cgtA			
NHKJIMIN_02081	CDS	486	cgtA	3.6.5.-		GTPase Obg/CgtA
NHKJIMIN_02082	gene	534	obg			
NHKJIMIN_02082	CDS	534	obg	3.6.5.-		GTPase Obg
NHKJIMIN_02083	gene	570	adk1			
NHKJIMIN_02083	CDS	570	adk1	2.7.4.3	COG0563	Adenylate kinase 1
NHKJIMIN_02084	gene	468	hpt			
NHKJIMIN_02084	CDS	468	hpt	2.4.2.8		Hypoxanthine phosphoribosyltransferase
NHKJIMIN_02085	gene	192				
NHKJIMIN_02085	CDS	192				hypothetical protein
NHKJIMIN_02086	gene	366	btuB_4			
NHKJIMIN_02086	CDS	366	btuB_4			Vitamin B12 transporter BtuB
NHKJIMIN_02087	gene	231				
NHKJIMIN_02087	CDS	231				hypothetical protein
NHKJIMIN_02088	gene	357				
NHKJIMIN_02088	CDS	357				hypothetical protein
NHKJIMIN_02089	gene	519				
NHKJIMIN_02089	CDS	519				hypothetical protein
NHKJIMIN_02090	gene	198				
NHKJIMIN_02090	CDS	198				hypothetical protein
NHKJIMIN_02091	gene	414				
NHKJIMIN_02091	CDS	414				hypothetical protein
NHKJIMIN_02092	gene	318				
NHKJIMIN_02092	CDS	318				hypothetical protein
NHKJIMIN_02093	gene	633				
NHKJIMIN_02093	CDS	633				hypothetical protein
NHKJIMIN_02094	gene	210				
NHKJIMIN_02094	CDS	210				hypothetical protein
NHKJIMIN_02095	gene	219				
NHKJIMIN_02095	CDS	219				hypothetical protein
NHKJIMIN_02096	gene	261				
NHKJIMIN_02096	CDS	261				hypothetical protein
NHKJIMIN_02097	gene	204				
NHKJIMIN_02097	CDS	204				hypothetical protein
NHKJIMIN_02098	gene	393				
NHKJIMIN_02098	CDS	393				hypothetical protein
NHKJIMIN_02099	gene	453				
NHKJIMIN_02099	CDS	453				hypothetical protein
NHKJIMIN_02100	gene	288				
NHKJIMIN_02100	CDS	288				hypothetical protein
NHKJIMIN_02101	gene	222	mshA_1			
NHKJIMIN_02101	CDS	222	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NHKJIMIN_02102	gene	189				
NHKJIMIN_02102	CDS	189				hypothetical protein
NHKJIMIN_02103	gene	102				
NHKJIMIN_02103	CDS	102				hypothetical protein
NHKJIMIN_02104	gene	426				
NHKJIMIN_02104	CDS	426				hypothetical protein
NHKJIMIN_02105	gene	345				
NHKJIMIN_02105	CDS	345				hypothetical protein
NHKJIMIN_02106	gene	330				
NHKJIMIN_02106	CDS	330				hypothetical protein
NHKJIMIN_02107	gene	294				
NHKJIMIN_02107	CDS	294				hypothetical protein
NHKJIMIN_02108	gene	342				
NHKJIMIN_02108	CDS	342				hypothetical protein
NHKJIMIN_02109	gene	276	wcdA			
NHKJIMIN_02109	CDS	276	wcdA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
NHKJIMIN_02110	gene	564	wbpO			
NHKJIMIN_02110	CDS	564	wbpO	1.1.1.136		UDP-N-acetyl-D-glucosamine 6-dehydrogenase
NHKJIMIN_02111	gene	414				
NHKJIMIN_02111	CDS	414				hypothetical protein
NHKJIMIN_02112	gene	144				
NHKJIMIN_02112	CDS	144				hypothetical protein
NHKJIMIN_02113	gene	399				
NHKJIMIN_02113	CDS	399				hypothetical protein
NHKJIMIN_02114	gene	363				
NHKJIMIN_02114	CDS	363				hypothetical protein
NHKJIMIN_02115	gene	474				
NHKJIMIN_02115	CDS	474				hypothetical protein
NHKJIMIN_02116	gene	345				
NHKJIMIN_02116	CDS	345				hypothetical protein
NHKJIMIN_02117	gene	141				
NHKJIMIN_02117	CDS	141				hypothetical protein
NHKJIMIN_02118	gene	372	citE_1			
NHKJIMIN_02118	CDS	372	citE_1	4.1.3.6		Citrate lyase subunit beta
NHKJIMIN_02119	gene	543	citE_2			
NHKJIMIN_02119	CDS	543	citE_2	4.1.3.6		Citrate lyase subunit beta
NHKJIMIN_02120	gene	360				
NHKJIMIN_02120	CDS	360				hypothetical protein
NHKJIMIN_02121	gene	213				
NHKJIMIN_02121	CDS	213				hypothetical protein
NHKJIMIN_02122	gene	219				
NHKJIMIN_02122	CDS	219				hypothetical protein
NHKJIMIN_02123	gene	402				
NHKJIMIN_02123	CDS	402				hypothetical protein
NHKJIMIN_02124	gene	282				
NHKJIMIN_02124	CDS	282				hypothetical protein
NHKJIMIN_02125	gene	276				
NHKJIMIN_02125	CDS	276				hypothetical protein
NHKJIMIN_02126	gene	342				
NHKJIMIN_02126	CDS	342				hypothetical protein
NHKJIMIN_02127	gene	231				
NHKJIMIN_02127	CDS	231				hypothetical protein
NHKJIMIN_02128	gene	282				
NHKJIMIN_02128	CDS	282				hypothetical protein
NHKJIMIN_02129	gene	309				
NHKJIMIN_02129	CDS	309				hypothetical protein
NHKJIMIN_02130	gene	297				
NHKJIMIN_02130	CDS	297				hypothetical protein
NHKJIMIN_02131	gene	147				
NHKJIMIN_02131	CDS	147				hypothetical protein
NHKJIMIN_02132	gene	531				
NHKJIMIN_02132	CDS	531				hypothetical protein
NHKJIMIN_02133	gene	459				
NHKJIMIN_02133	CDS	459				hypothetical protein
NHKJIMIN_02134	gene	279	nnrE			
NHKJIMIN_02134	CDS	279	nnrE	5.1.99.6		NAD(P)H-hydrate epimerase
NHKJIMIN_02135	gene	267	nnrD			
NHKJIMIN_02135	CDS	267	nnrD	4.2.1.136		ADP-dependent (S)-NAD(P)H-hydrate dehydratase
NHKJIMIN_02136	gene	522	nnr			
NHKJIMIN_02136	CDS	522	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
NHKJIMIN_02137	gene	339				
NHKJIMIN_02137	CDS	339				hypothetical protein
NHKJIMIN_02138	gene	144				
NHKJIMIN_02138	CDS	144				hypothetical protein
NHKJIMIN_02139	gene	141				
NHKJIMIN_02139	CDS	141				hypothetical protein
NHKJIMIN_02140	gene	195				
NHKJIMIN_02140	CDS	195				hypothetical protein
NHKJIMIN_02141	gene	201	pqqD			
NHKJIMIN_02141	CDS	201	pqqD			PqqA binding protein
NHKJIMIN_02142	gene	213				
NHKJIMIN_02142	CDS	213				hypothetical protein
NHKJIMIN_02143	gene	618				
NHKJIMIN_02143	CDS	618				hypothetical protein
NHKJIMIN_02144	gene	264				
NHKJIMIN_02144	CDS	264				hypothetical protein
NHKJIMIN_02145	gene	204				
NHKJIMIN_02145	CDS	204				hypothetical protein
NHKJIMIN_02146	gene	213				
NHKJIMIN_02146	CDS	213				hypothetical protein
NHKJIMIN_02147	gene	381				
NHKJIMIN_02147	CDS	381				hypothetical protein
NHKJIMIN_02148	gene	294				
NHKJIMIN_02148	CDS	294				hypothetical protein
NHKJIMIN_02149	gene	162				
NHKJIMIN_02149	CDS	162				hypothetical protein
NHKJIMIN_02150	gene	219				
NHKJIMIN_02150	CDS	219				hypothetical protein
NHKJIMIN_02151	gene	501				
NHKJIMIN_02151	CDS	501				hypothetical protein
NHKJIMIN_02152	gene	606	norR_1			
NHKJIMIN_02152	CDS	606	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
NHKJIMIN_02153	gene	237	norR2			
NHKJIMIN_02153	CDS	237	norR2		COG3604	Nitric oxide reductase transcription regulator NorR2
NHKJIMIN_02154	gene	294	dctD			
NHKJIMIN_02154	CDS	294	dctD		COG2204	C4-dicarboxylate transport transcriptional regulatory protein DctD
NHKJIMIN_02155	gene	744	pdxA			
NHKJIMIN_02155	CDS	744	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
NHKJIMIN_02156	gene	300				
NHKJIMIN_02156	CDS	300				hypothetical protein
NHKJIMIN_02157	gene	528				
NHKJIMIN_02157	CDS	528				hypothetical protein
NHKJIMIN_02158	gene	468				
NHKJIMIN_02158	CDS	468				hypothetical protein
NHKJIMIN_02159	gene	312	rlmN_1			
NHKJIMIN_02159	CDS	312	rlmN_1	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
NHKJIMIN_02160	gene	657	rlmN_2			
NHKJIMIN_02160	CDS	657	rlmN_2	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
NHKJIMIN_02161	gene	132				
NHKJIMIN_02161	CDS	132				hypothetical protein
NHKJIMIN_02162	gene	978				
NHKJIMIN_02162	CDS	978				hypothetical protein
NHKJIMIN_02163	gene	636				
NHKJIMIN_02163	CDS	636				hypothetical protein
NHKJIMIN_02164	gene	240				
NHKJIMIN_02164	CDS	240				hypothetical protein
NHKJIMIN_02165	gene	321				
NHKJIMIN_02165	CDS	321				hypothetical protein
NHKJIMIN_02166	gene	138				
NHKJIMIN_02166	CDS	138				hypothetical protein
NHKJIMIN_02167	gene	510				
NHKJIMIN_02167	CDS	510				hypothetical protein
NHKJIMIN_02168	gene	306				
NHKJIMIN_02168	CDS	306				hypothetical protein
NHKJIMIN_02169	gene	219				
NHKJIMIN_02169	CDS	219				hypothetical protein
NHKJIMIN_02170	gene	330				
NHKJIMIN_02170	CDS	330				hypothetical protein
NHKJIMIN_02171	gene	414				
NHKJIMIN_02171	CDS	414				hypothetical protein
NHKJIMIN_02172	gene	567				
NHKJIMIN_02172	CDS	567				hypothetical protein
NHKJIMIN_02173	gene	384				
NHKJIMIN_02173	CDS	384				hypothetical protein
NHKJIMIN_02174	gene	174				
NHKJIMIN_02174	CDS	174				hypothetical protein
NHKJIMIN_02175	gene	372				
NHKJIMIN_02175	CDS	372				hypothetical protein
NHKJIMIN_02176	gene	225				
NHKJIMIN_02176	CDS	225				hypothetical protein
NHKJIMIN_02177	gene	201				
NHKJIMIN_02177	CDS	201				hypothetical protein
NHKJIMIN_02178	gene	402				
NHKJIMIN_02178	CDS	402				hypothetical protein
NHKJIMIN_02179	gene	252	coaX_1			
NHKJIMIN_02179	CDS	252	coaX_1	2.7.1.33		Type III pantothenate kinase
NHKJIMIN_02180	gene	330	coaX_2			
NHKJIMIN_02180	CDS	330	coaX_2	2.7.1.33		Type III pantothenate kinase
NHKJIMIN_02181	gene	294				
NHKJIMIN_02181	CDS	294				hypothetical protein
NHKJIMIN_02182	gene	423				
NHKJIMIN_02182	CDS	423				hypothetical protein
NHKJIMIN_02183	gene	204				
NHKJIMIN_02183	CDS	204				hypothetical protein
NHKJIMIN_02184	gene	438				
NHKJIMIN_02184	CDS	438				hypothetical protein
NHKJIMIN_02185	gene	657	pafA_1			
NHKJIMIN_02185	CDS	657	pafA_1	3.1.3.1	COG1524	Alkaline phosphatase PafA
NHKJIMIN_02186	gene	273	pafA_2			
NHKJIMIN_02186	CDS	273	pafA_2	3.1.3.1	COG1524	Alkaline phosphatase PafA
NHKJIMIN_02187	gene	294				
NHKJIMIN_02187	CDS	294				hypothetical protein
NHKJIMIN_02188	gene	492	secA_1			
NHKJIMIN_02188	CDS	492	secA_1	7.4.2.8		Protein translocase subunit SecA
NHKJIMIN_02189	gene	375	secA_2			
NHKJIMIN_02189	CDS	375	secA_2	7.4.2.8		Protein translocase subunit SecA
NHKJIMIN_02190	gene	375				
NHKJIMIN_02190	CDS	375				hypothetical protein
NHKJIMIN_02191	gene	525	secA_3			
NHKJIMIN_02191	CDS	525	secA_3	7.4.2.8		Protein translocase subunit SecA
NHKJIMIN_02192	gene	687	secA_4			
NHKJIMIN_02192	CDS	687	secA_4	7.4.2.8		Protein translocase subunit SecA
NHKJIMIN_02193	gene	615	secA_5			
NHKJIMIN_02193	CDS	615	secA_5	7.4.2.8		Protein translocase subunit SecA
NHKJIMIN_02194	gene	210				
NHKJIMIN_02194	CDS	210				hypothetical protein
NHKJIMIN_02195	gene	402				
NHKJIMIN_02195	CDS	402				hypothetical protein
NHKJIMIN_02196	gene	195				
NHKJIMIN_02196	CDS	195				hypothetical protein
NHKJIMIN_02197	gene	210				
NHKJIMIN_02197	CDS	210				hypothetical protein
NHKJIMIN_02198	gene	174				
NHKJIMIN_02198	CDS	174				hypothetical protein
NHKJIMIN_02199	gene	204				
NHKJIMIN_02199	CDS	204				hypothetical protein
NHKJIMIN_02200	gene	93				
NHKJIMIN_02200	CDS	93				hypothetical protein
NHKJIMIN_02201	gene	753				
NHKJIMIN_02201	CDS	753		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
NHKJIMIN_02202	gene	303				
NHKJIMIN_02202	CDS	303		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
NHKJIMIN_02203	gene	231				
NHKJIMIN_02203	CDS	231		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
NHKJIMIN_02204	gene	390				
NHKJIMIN_02204	CDS	390		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
NHKJIMIN_02205	gene	291				
NHKJIMIN_02205	CDS	291		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
NHKJIMIN_02206	gene	177				
NHKJIMIN_02206	CDS	177		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
NHKJIMIN_02207	gene	411				
NHKJIMIN_02207	CDS	411		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
NHKJIMIN_02208	gene	381				
NHKJIMIN_02208	CDS	381		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
NHKJIMIN_02209	gene	345				
NHKJIMIN_02209	CDS	345				hypothetical protein
NHKJIMIN_02210	gene	261				
NHKJIMIN_02210	CDS	261				hypothetical protein
NHKJIMIN_02211	gene	489				
NHKJIMIN_02211	CDS	489				hypothetical protein
NHKJIMIN_02212	gene	138				
NHKJIMIN_02212	CDS	138				hypothetical protein
NHKJIMIN_02213	gene	549				
NHKJIMIN_02213	CDS	549			COG4771	TonB-dependent receptor P3
NHKJIMIN_02214	gene	291				
NHKJIMIN_02214	CDS	291				hypothetical protein
NHKJIMIN_02215	gene	396				
NHKJIMIN_02215	CDS	396				hypothetical protein
NHKJIMIN_02216	gene	426				
NHKJIMIN_02216	CDS	426			COG4771	TonB-dependent receptor P3
NHKJIMIN_02217	gene	339				
NHKJIMIN_02217	CDS	339				hypothetical protein
NHKJIMIN_02218	gene	609	susC_12			
NHKJIMIN_02218	CDS	609	susC_12		COG1629	TonB-dependent receptor SusC
NHKJIMIN_02219	gene	258				
NHKJIMIN_02219	CDS	258			COG4771	TonB-dependent receptor P39
NHKJIMIN_02220	gene	303				
NHKJIMIN_02220	CDS	303				hypothetical protein
NHKJIMIN_02221	gene	285				
NHKJIMIN_02221	CDS	285				hypothetical protein
NHKJIMIN_02222	gene	234				
NHKJIMIN_02222	CDS	234				hypothetical protein
