#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_5	157341	157520	+	LGJFBO_01871	6.8	8.9		
contig_5	219155	219322	-	LGJFBO_01921	6.7	9.6		
contig_5	224890	225555	-	LGJFBO_01927	24.9	6.1	PF00805.28|Pentapeptide, PF13576.12|Pentapeptide_3, PF13599.12|Pentapeptide_4, PF23894.2|LD_SV2	PFAM:PF00805.28, PFAM:PF13576.12, PFAM:PF13599.12, PFAM:PF23894.2
contig_5	245693	245917	+	LGJFBO_01949	8.6	4.6		
contig_5	253665	253778	+	LGJFBO_01957	4.3	9.6		SO:0001217, UniRef:UniRef50_I9VY59
contig_5	264167	265066	+	LGJFBO_01967	34.0	9.6	PF03432.20|Relaxase	PFAM:PF03432.20
contig_5	268110	268757	+	LGJFBO_01971	25.4	7.7		
contig_5	286207	286386	-	LGJFBO_01982	7.0	5.6		
contig_5	291262	292227	+	LGJFBO_01986	36.8	8.6	PF16344.10|FecR_C	PFAM:PF16344.10
contig_5	298398	298496	+	LGJFBO_01990	3.7	10.0		
contig_5	310854	311003	+	LGJFBO_02002	6.0	7.8		
contig_6	3	254	+	LGJFBO_02003	10.1	6.1		
contig_6	3619	4365	+	LGJFBO_02011	29.3	6.3		
contig_6	21807	21959	+	LGJFBO_02020	5.3	7.7		
contig_6	107939	108307	-	LGJFBO_02081	14.1	9.9		SO:0001217, UniRef:UniRef50_A0AAN4MUN4
contig_6	115928	117073	+	LGJFBO_02090	41.9	5.8	PF02775.26|TPP_enzyme_C, PF02776.23|TPP_enzyme_N	PFAM:PF02775.26, PFAM:PF02776.23
contig_6	117060	118199	+	LGJFBO_02091	42.5	5.5	PF00465.25|Fe-ADH, PF25137.1|ADH_Fe_C	PFAM:PF00465.25, PFAM:PF25137.1
contig_6	118214	119086	+	LGJFBO_02092	34.1	8.5	PF04991.19|LicD	PFAM:PF04991.19
contig_6	132094	132540	+	LGJFBO_02105	15.8	8.8	PF00216.26|Bac_DNA_binding, PF18291.6|HU-HIG	PFAM:PF00216.26, PFAM:PF18291.6
contig_6	144247	146028	+	LGJFBO_02112	68.5	6.5		SO:0001217, UniRef:UniRef50_B3C6L6
contig_6	146031	147404	+	LGJFBO_02113	52.1	5.9	PF03648.19|Glyco_hydro_67N	PFAM:PF03648.19
contig_6	147401	149248	+	LGJFBO_02114	68.6	7.1	PF18099.7|CBM_35_2	PFAM:PF18099.7
contig_6	167468	167602	+	LGJFBO_02129	4.8	8.7		
contig_6	186648	187025	-	LGJFBO_02144	14.6	7.0		SO:0001217, UniRef:UniRef50_I9VZ95
contig_6	221875	222102	-	LGJFBO_02165	8.3	6.3		
contig_6	228120	228233	+	LGJFBO_02170	4.5	4.5		
contig_6	241647	241832	+	LGJFBO_02183	6.9	9.9		
contig_6	241807	241935	+	LGJFBO_02184	4.8	9.4		
contig_6	242799	243722	-	LGJFBO_02186	32.9	8.9	PF04536.20|TPM_phosphatase	PFAM:PF04536.20
contig_6	248442	249122	+	LGJFBO_02192	25.7	9.2		
contig_6	253329	254483	+	LGJFBO_02196	43.1	8.4	PF01613.24|Flavin_Reduct, PF14730.11|DUF4468	PFAM:PF01613.24, PFAM:PF14730.11
contig_6	256273	256926	+	LGJFBO_02199	24.4	4.9		
contig_6	267156	267452	+	LGJFBO_02205	11.2	5.5		
contig_7	2	157	+	LGJFBO_02215	5.5	8.1		
contig_7	3092	3934	+	LGJFBO_02220	29.5	5.9	PF03544.19|TonB_C	PFAM:PF03544.19
contig_7	19786	21312	+	LGJFBO_02235	56.9	6.7		SO:0001217, UniRef:UniRef50_R5I5J3
contig_7	39463	40425	-	LGJFBO_02248	36.3	4.7	PF00515.34|TPR_1, PF07719.23|TPR_2, PF12895.13|ANAPC3, PF13174.12|TPR_6, PF13181.12|TPR_8, PF13371.12|TPR_9, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19, PF23914.1|TPR_CcmH_CycH, PF25062.1|ARM_TT21_N	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13174.12, PFAM:PF13181.12, PFAM:PF13371.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, PFAM:PF23914.1, PFAM:PF25062.1
contig_7	47720	48151	+	LGJFBO_02254	16.3	9.5		
contig_7	48794	49414	+	LGJFBO_02256	24.3	5.3		
contig_7	51845	53377	+	LGJFBO_02261	58.7	9.5		SO:0001217, UniRef:UniRef50_A0A0I9SBF9
contig_7	53374	54225	+	LGJFBO_02262	33.6	9.0		
contig_7	55416	55916	+	LGJFBO_02264	18.4	7.7	PF00132.30|Hexapep, PF14602.12|Hexapep_2	PFAM:PF00132.30, PFAM:PF14602.12
contig_7	56789	57775	+	LGJFBO_02266	38.7	9.2	PF00535.33|Glycos_transf_2, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13641.12
contig_7	62482	62607	+	LGJFBO_02272	4.4	4.4		
contig_7	62658	62909	+	LGJFBO_02273	9.8	9.1		
contig_7	63232	63711	+	LGJFBO_02274	16.9	9.3	PF00216.26|Bac_DNA_binding, PF18291.6|HU-HIG	PFAM:PF00216.26, PFAM:PF18291.6
contig_7	74354	74998	+	LGJFBO_02284	24.5	5.8		
contig_7	102027	102251	+	LGJFBO_02302	9.0	5.5		SO:0001217, UniRef:UniRef50_A0A396BLU1
contig_7	102603	103241	+	LGJFBO_02303	24.7	9.0		
contig_7	113774	114058	-	LGJFBO_02315	11.1	10.2		SO:0001217, UniRef:UniRef50_A0A9Q4P7S0
contig_7	114323	114493	-	LGJFBO_02316	6.8	9.6		
contig_7	114524	114835	+	LGJFBO_02317	11.0	8.4		
contig_7	123701	123916	-	LGJFBO_02328	7.0	4.4		
contig_7	136041	136193	+	LGJFBO_02338	6.0	6.5		
contig_7	173280	173468	+	LGJFBO_02366	7.4	9.2		SO:0001217, UniRef:UniRef50_A0A015W6D5
contig_7	177720	177815	+	LGJFBO_02369	3.7	4.1		
contig_7	182402	182500	+	LGJFBO_02373	4.0	10.0		
contig_7	199061	199174	-	LGJFBO_02383	4.5	9.5		
contig_7	199256	199402	-	LGJFBO_02384	5.7	5.7		
contig_7	205243	205755	-	LGJFBO_02387	20.0	9.6	PF16288.11|DUF4934, PF17170.10|DUF5128	PFAM:PF16288.11, PFAM:PF17170.10
contig_7	205855	207030	+	LGJFBO_02388	44.9	6.2		
contig_7	210494	211837	-	LGJFBO_02391	52.6	5.6		
contig_7	212589	212888	-	LGJFBO_02392	10.3	7.5		
contig_7	212961	213155	-	LGJFBO_02393	7.6	9.7		
contig_7	213427	213654	-	LGJFBO_02394	8.8	9.8		
contig_7	213910	214965	+	LGJFBO_02395	41.3	9.9	PF13358.12|DDE_3	PFAM:PF13358.12
contig_7	215000	215731	+	LGJFBO_02396	28.0	6.1	PF05147.19|LANC_like	PFAM:PF05147.19
contig_7	218030	218176	+	LGJFBO_02398	5.7	7.7		
contig_7	218399	218536	+	LGJFBO_02399	5.0	6.5		
contig_7	234311	234448	+	LGJFBO_02410	5.3	4.2		
contig_7	255374	256117	+	LGJFBO_02426	28.6	5.4	PF01643.23|Acyl-ACP_TE, PF20791.3|Acyl-ACP_TE_C	PFAM:PF01643.23, PFAM:PF20791.3
contig_7	256134	256718	+	LGJFBO_02427	21.2	9.2	PF13505.12|OMP_b-brl, PF13568.12|OMP_b-brl_2	PFAM:PF13505.12, PFAM:PF13568.12
contig_7	279140	279265	+	LGJFBO_02449	4.6	4.6		
contig_8	8054	9628	+	LGJFBO_02461	58.2	7.1	PF07715.20|Plug	PFAM:PF07715.20
contig_8	9582	10625	+	LGJFBO_02462	38.4	9.7		
contig_8	25775	27424	+	LGJFBO_02471	63.2	6.2	PF00072.30|Response_reg, PF00165.29|HTH_AraC, PF00512.31|HisKA, PF02518.31|HATPase_c, PF12833.13|HTH_18	PFAM:PF00072.30, PFAM:PF00165.29, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF12833.13
contig_8	39483	39581	+	LGJFBO_02478	3.8	4.1		
contig_8	42106	45828	-	LGJFBO_02482	142.2	6.1	PF01420.25|Methylase_S, PF07669.17|Eco57I, PF13588.12|HSDR_N_2	PFAM:PF01420.25, PFAM:PF07669.17, PFAM:PF13588.12
contig_8	47439	47627	+	LGJFBO_02485	7.3	10.3		
contig_8	49956	50174	-	LGJFBO_02488	8.4	8.1		
contig_8	50174	50767	-	LGJFBO_02489	22.8	9.2		
contig_8	51420	51869	-	LGJFBO_02491	16.6	8.6	PF13342.12|Toprim_Crpt	PFAM:PF13342.12
contig_8	65665	67362	-	LGJFBO_02502	66.2	8.5	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13176.12|TPR_7, PF13181.12|TPR_8, PF13424.12|TPR_12, PF17874.7|TPR_MalT	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13424.12, PFAM:PF17874.7, SO:0001217, UniRef:UniRef50_I9BNK2
contig_8	67447	67950	+	LGJFBO_02503	19.3	6.3		
contig_8	121434	121661	+	LGJFBO_02541	8.5	5.2		SO:0001217, UniRef:UniRef50_F7LJ52
contig_8	124579	125016	-	LGJFBO_02545	17.4	10.1	PF13586.12|DDE_Tnp_1_2	PFAM:PF13586.12, SO:0001217, UniRef:UniRef50_F7LJ57
contig_8	125707	126105	+	LGJFBO_02547	15.4	8.4		
contig_8	127524	128003	+	LGJFBO_02550	18.7	6.1		
contig_8	128013	128315	+	LGJFBO_02551	11.1	5.2		
contig_8	130222	130494	+	LGJFBO_02553	9.9	5.1		
contig_8	143490	143630	+	LGJFBO_02566	5.8	9.8		SO:0001217, UniRef:UniRef50_I9BP20
contig_9	21983	22438	+	LGJFBO_02605	17.7	8.6		SO:0001217, UniRef:UniRef50_F3PTF3
contig_9	43677	44087	-	LGJFBO_02619	15.0	5.6		
contig_9	63331	63624	-	LGJFBO_02631	11.3	9.5		
contig_9	63599	63739	-	LGJFBO_02632	5.5	5.1		
contig_9	63815	63973	-	LGJFBO_02633	6.1	8.4		
contig_9	90422	90541	-	LGJFBO_02659	4.8	9.3		
contig_9	99692	100102	-	LGJFBO_02666	15.6	9.5		
contig_9	101336	101680	-	LGJFBO_02668	13.1	6.7		SO:0001217, UniRef:UniRef50_I9SZW5
contig_9	101827	102093	-	LGJFBO_02669	10.0	6.4		
contig_9	114226	114414	+	LGJFBO_02678	6.9	9.9		
contig_9	117693	117845	+	LGJFBO_02683	6.0	9.4		
contig_9	128719	128952	+	LGJFBO_02692	8.8	9.4	PF00165.29|HTH_AraC	PFAM:PF00165.29
contig_9	135186	135731	+	LGJFBO_02698	19.6	8.6		
contig_10	959	1351	+	LGJFBO_02718	14.5	9.4	PF01035.26|DNA_binding_1	PFAM:PF01035.26
contig_10	8661	10166	-	LGJFBO_02726	54.9	9.1	PF00037.32|Fer4, PF12797.12|Fer4_2, PF12801.12|Fer4_5, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13484.11|Fer4_16, PF14697.11|Fer4_21	PFAM:PF00037.32, PFAM:PF12797.12, PFAM:PF12801.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13484.11, PFAM:PF14697.11
contig_10	12075	12167	-	LGJFBO_02729	3.6	8.8		
contig_10	15387	15548	-	LGJFBO_02732	6.3	9.4		
contig_10	22762	22881	+	LGJFBO_02738	4.4	10.7		
contig_10	22878	22997	+	LGJFBO_02739	4.5	6.0		
contig_10	75479	75655	+	LGJFBO_02801	6.4	10.4	PF00327.25|Ribosomal_L30	PFAM:PF00327.25
contig_10	79396	79548	-	LGJFBO_02809	6.0	5.2		
contig_10	101014	101910	+	LGJFBO_02828	33.4	9.6	PF13472.12|Lipase_GDSL_2	PFAM:PF13472.12
contig_10	116677	116949	+	LGJFBO_02840	10.4	4.6		
contig_10	129333	129437	+	LGJFBO_02847	3.9	8.3		
contig_10	149900	150676	-	LGJFBO_02863	30.3	9.9	PF13102.12|Phage_int_SAM_5	PFAM:PF13102.12
contig_11	1801	2130	-	LGJFBO_02865	12.3	9.7		
contig_11	2659	3285	-	LGJFBO_02867	23.4	5.4	PF19762.4|DUF6249	PFAM:PF19762.4
contig_11	12196	12600	-	LGJFBO_02874	15.4	8.6		
contig_11	12725	13000	-	LGJFBO_02875	9.9	9.4		SO:0001217, UniRef:UniRef50_A0A0E2AZL0
contig_11	26934	27137	+	LGJFBO_02888	7.3	5.4		
contig_11	49313	49858	-	LGJFBO_02910	21.1	5.8	PF13302.13|Acetyltransf_3, PF13420.13|Acetyltransf_4, PF13508.13|Acetyltransf_7	PFAM:PF13302.13, PFAM:PF13420.13, PFAM:PF13508.13
contig_11	50904	51044	+	LGJFBO_02912	4.9	12.0		SO:0001217, UniRef:UniRef50_U6R7Q4
contig_11	53287	55446	-	LGJFBO_02916	83.0	7.9	PF05272.17|VapE-like_dom, PF08800.15|BT4734-like_N	PFAM:PF05272.17, PFAM:PF08800.15, SO:0001217, UniRef:UniRef50_Q5L9R8
contig_11	55518	55910	-	LGJFBO_02917	15.4	9.0		SO:0001217, UniRef:UniRef50_I9K7X7
contig_11	64040	65404	+	LGJFBO_02926	51.6	9.4		
contig_11	65391	66326	+	LGJFBO_02927	36.1	9.0	PF00535.33|Glycos_transf_2	PFAM:PF00535.33
contig_11	66334	67530	+	LGJFBO_02928	46.7	9.4	PF13439.12|Glyco_transf_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13692.12
contig_11	68477	69586	+	LGJFBO_02930	42.9	8.9		
contig_11	101639	101812	+	LGJFBO_02954	6.5	9.3		SO:0001217, UniRef:UniRef50_I9B851
contig_11	105364	105684	+	LGJFBO_02958	12.2	4.5		SO:0001217, UniRef:UniRef50_A0A015VYG3
contig_11	108103	109143	-	LGJFBO_02961	39.7	5.6	PF23916.1|TIM-barrel_EndoS	PFAM:PF23916.1
contig_11	136871	137578	+	LGJFBO_02990	27.1	9.2		
contig_12	445	597	+	LGJFBO_02993	5.9	10.4		
contig_12	5961	6710	+	LGJFBO_02997	29.1	4.9	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_12	6786	7580	+	LGJFBO_02998	30.2	5.1	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_12	30469	32370	+	LGJFBO_03015	71.6	6.7	PF00085.26|Thioredoxin, PF08534.16|Redoxin, PF13098.12|Thioredoxin_2, PF13905.12|Thioredoxin_8	PFAM:PF00085.26, PFAM:PF08534.16, PFAM:PF13098.12, PFAM:PF13905.12
contig_12	36227	36439	-	LGJFBO_03020	8.2	5.1		
contig_12	40270	40512	+	LGJFBO_03024	9.1	9.3		
contig_12	41010	41231	+	LGJFBO_03025	8.5	9.9		
contig_12	48496	48732	+	LGJFBO_03036	9.3	5.7		
contig_12	50972	52372	-	LGJFBO_03039	53.9	9.6	PF01479.30|S4, PF13275.11|S4_2	PFAM:PF01479.30, PFAM:PF13275.11
contig_12	60947	61330	-	LGJFBO_03048	15.1	5.8		SO:0001217, UniRef:UniRef50_E6SSH0
contig_12	89602	90273	-	LGJFBO_03067	25.2	5.0		
contig_12	94186	94338	-	LGJFBO_03071	6.0	9.7		
contig_12	94835	96067	-	LGJFBO_03073	48.4	8.2	PF13439.12|Glyco_transf_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13692.12
contig_12	98487	98594	-	LGJFBO_03078	4.2	9.4		
contig_12	103286	103399	-	LGJFBO_03082	4.1	6.5		
contig_12	103487	103669	-	LGJFBO_03083	7.3	7.9		
contig_12	105533	105754	-	LGJFBO_03085	8.6	4.5		
contig_12	110104	111249	-	LGJFBO_03089	42.2	8.1	PF16288.11|DUF4934, PF17170.10|DUF5128	PFAM:PF16288.11, PFAM:PF17170.10
contig_12	138745	138930	-	LGJFBO_03112	6.8	9.8		
contig_13	83	355	+	LGJFBO_03114	9.3	7.4		
contig_13	21146	22132	+	LGJFBO_03130	37.6	5.8	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13174.12|TPR_6, PF13181.12|TPR_8, PF13371.12|TPR_9, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19, PF25062.1|ARM_TT21_N	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13174.12, PFAM:PF13181.12, PFAM:PF13371.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, PFAM:PF25062.1
contig_13	22211	22417	-	LGJFBO_03131	7.8	11.0		
contig_13	46496	46801	-	LGJFBO_03149	12.0	9.7		
contig_13	48442	48603	+	LGJFBO_03152	6.1	6.5		
contig_13	49617	50159	-	LGJFBO_03154	20.9	9.7		
contig_13	57992	58093	-	LGJFBO_03161	4.1	7.9		
contig_13	66081	66506	-	LGJFBO_03169	15.7	8.3	PF19762.4|DUF6249	PFAM:PF19762.4
contig_13	71288	71695	-	LGJFBO_03174	14.7	10.3		
contig_13	74580	74714	+	LGJFBO_03176	5.1	9.2		
contig_13	104633	107857	-	LGJFBO_03193	124.1	5.3	PF07980.17|SusD_RagB, PF14322.12|SusD-like_3	PFAM:PF07980.17, PFAM:PF14322.12
contig_13	116326	116625	+	LGJFBO_03202	11.0	5.8		
contig_13	120021	120140	+	LGJFBO_03205	4.4	10.0		
contig_13	121740	124052	-	LGJFBO_03208	87.6	8.3	PF02687.27|FtsX, PF12704.14|MacB_PCD	PFAM:PF02687.27, PFAM:PF12704.14, SO:0001217, UniRef:UniRef50_U6RM15
contig_13	125762	125899	+	LGJFBO_03210	5.3	10.0	PF01381.28|HTH_3, PF13560.12|HTH_31, PF13744.12|HTH_37	PFAM:PF01381.28, PFAM:PF13560.12, PFAM:PF13744.12
contig_13	126060	126308	+	LGJFBO_03211	9.4	4.6		
contig_13	126544	126867	-	LGJFBO_03212	12.3	9.2		
contig_13	127552	129273	+	LGJFBO_03213	67.4	8.4	PF00293.34|NUDIX, PF04055.27|Radical_SAM, PF13353.11|Fer4_12	PFAM:PF00293.34, PFAM:PF04055.27, PFAM:PF13353.11
contig_13	129611	130024	-	LGJFBO_03214	15.8	8.6	PF06250.17|YhcG_C	PFAM:PF06250.17
contig_13	130070	130399	-	LGJFBO_03215	12.5	9.1		
contig_13	130438	131199	-	LGJFBO_03216	29.5	5.4	PF00149.33|Metallophos	PFAM:PF00149.33
contig_13	134386	134811	+	LGJFBO_03218	15.4	6.2		
contig_14	17019	17744	+	LGJFBO_03238	27.9	9.0		SO:0001217, UniRef:UniRef50_K5Y9L1
contig_14	19568	19903	+	LGJFBO_03243	13.1	9.2	PF01638.23|HxlR	PFAM:PF01638.23
contig_14	21357	21710	+	LGJFBO_03245	13.4	7.7		SO:0001217, UniRef:UniRef50_A0A385BR11
contig_14	21720	22352	+	LGJFBO_03246	24.7	8.5		SO:0001217, UniRef:UniRef50_A0A098RYE3
contig_14	26354	26563	-	LGJFBO_03250	7.8	9.4		
contig_14	43305	43400	-	LGJFBO_03270	3.9	9.2		
contig_14	47716	48432	+	LGJFBO_03274	27.3	5.4		
contig_14	50428	50727	+	LGJFBO_03277	11.3	8.6		
contig_14	50724	51932	+	LGJFBO_03278	46.2	9.3		
contig_14	53284	53850	-	LGJFBO_03280	21.6	8.0		
contig_14	56511	60608	-	LGJFBO_03282	158.0	6.3	PF00271.37|Helicase_C	PFAM:PF00271.37
contig_14	60595	63021	-	LGJFBO_03283	96.2	6.2		SO:0001217, UniRef:UniRef50_A0A9D5WY25
contig_14	66197	67756	-	LGJFBO_03286	59.3	5.8	PF04326.19|SLFN_AlbA_2, PF13749.12|HATPase_c_4	PFAM:PF04326.19, PFAM:PF13749.12
contig_14	67767	67979	-	LGJFBO_03287	8.1	9.7	PF01381.28|HTH_3, PF13443.12|HTH_26	PFAM:PF01381.28, PFAM:PF13443.12
contig_14	68084	68332	-	LGJFBO_03288	9.7	8.5		
contig_14	68468	68764	-	LGJFBO_03289	10.8	9.3		
contig_14	69127	69354	-	LGJFBO_03290	8.1	10.4	PF01661.27|Macro	PFAM:PF01661.27
contig_14	77843	78817	-	LGJFBO_03295	37.5	4.9		SO:0001217, UniRef:UniRef50_A0A4V1L936
contig_14	84090	84197	+	LGJFBO_03301	3.9	7.8		
contig_14	88430	90688	-	LGJFBO_03305	84.0	7.7	PF00999.27|Na_H_Exchanger, PF02080.26|TrkA_C	PFAM:PF00999.27, PFAM:PF02080.26
contig_14	104685	104918	+	LGJFBO_03316	8.7	7.9		SO:0001217, UniRef:UniRef50_Q64QF0
contig_14	112828	115038	-	LGJFBO_03321	83.0	5.0	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF13426.13|PAS_9	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF13426.13
contig_14	115055	115324	-	LGJFBO_03322	9.8	9.4		
contig_14	116184	116384	+	LGJFBO_03324	7.4	11.2		
contig_14	123507	123920	+	LGJFBO_03332	15.1	8.9		
contig_14	123825	124028	-	LGJFBO_03333	7.2	6.0		
contig_14	125406	125513	-	LGJFBO_03336	4.1	6.0		
contig_15	6487	7656	+	LGJFBO_03342	43.4	4.6	PF00072.30|Response_reg	PFAM:PF00072.30
contig_15	21670	22482	+	LGJFBO_03354	30.7	5.2		SO:0001217, UniRef:UniRef50_I9V3D5
contig_15	23118	23354	+	LGJFBO_03356	8.8	9.1		SO:0001217, UniRef:UniRef50_A0A6I0SHJ6
contig_15	23366	23872	+	LGJFBO_03357	19.4	8.8		SO:0001217, UniRef:UniRef50_Q64S30
contig_15	23879	24217	+	LGJFBO_03358	12.7	7.7		SO:0001217, UniRef:UniRef50_I9AQQ5
contig_15	28083	28172	-	LGJFBO_03363	3.3	9.2		
contig_15	32232	32360	+	LGJFBO_03368	4.3	4.1		
contig_15	35651	36403	+	LGJFBO_03371	27.3	7.6	PF02872.23|5_nucleotid_C	PFAM:PF02872.23
contig_15	50720	51292	-	LGJFBO_03386	22.7	9.2		
contig_15	61326	62618	-	LGJFBO_03399	50.6	9.7		
contig_15	62624	63310	-	LGJFBO_03400	25.7	9.1		
contig_15	66118	67209	-	LGJFBO_03404	42.3	9.6	PF01757.29|Acyl_transf_3	PFAM:PF01757.29
contig_15	69333	69611	-	LGJFBO_03407	10.6	10.8		
contig_15	70046	71497	+	LGJFBO_03408	54.0	6.0	PF08800.15|BT4734-like_N	PFAM:PF08800.15
contig_15	71494	72420	+	LGJFBO_03409	34.5	8.7		
contig_15	72673	72921	-	LGJFBO_03410	9.7	9.1		
contig_15	100937	102484	+	LGJFBO_03437	54.7	6.5	PF00089.32|Trypsin, PF00595.29|PDZ, PF12812.13|PDZ_1, PF13180.12|PDZ_2, PF13365.12|Trypsin_2, PF17820.7|PDZ_6	PFAM:PF00089.32, PFAM:PF00595.29, PFAM:PF12812.13, PFAM:PF13180.12, PFAM:PF13365.12, PFAM:PF17820.7
contig_15	111490	111693	-	LGJFBO_03446	7.6	5.2		
contig_16	27	272	-	LGJFBO_03447	9.2	5.1	PF00076.28|RRM_1	PFAM:PF00076.28
contig_16	4185	4430	+	LGJFBO_03450	8.6	4.5	PF02823.21|ATP-synt_DE_N	PFAM:PF02823.21
contig_16	4461	4889	+	LGJFBO_03451	16.6	9.1		
contig_16	23676	23879	-	LGJFBO_03467	7.3	9.0		
contig_16	29825	29992	-	LGJFBO_03474	6.2	6.9		
contig_16	30021	30182	-	LGJFBO_03475	6.1	8.3		SO:0001217, UniRef:UniRef50_A0A9Q4JEE5
contig_16	32618	32746	+	LGJFBO_03478	5.0	9.2		
contig_16	33483	34286	+	LGJFBO_03479	30.1	5.0	PF00717.28|Peptidase_S24	PFAM:PF00717.28
contig_16	35643	36797	-	LGJFBO_03481	45.2	5.2	PF08867.16|FRG	PFAM:PF08867.16
contig_16	36820	38985	-	LGJFBO_03482	83.4	5.0	PF00515.34|TPR_1, PF07719.23|TPR_2, PF12895.13|ANAPC3, PF13424.12|TPR_12	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13424.12
contig_16	39249	39452	-	LGJFBO_03483	7.4	9.6		
contig_16	39956	40690	-	LGJFBO_03484	29.0	4.6		
contig_16	41115	41390	-	LGJFBO_03485	10.7	9.2		SO:0001217, UniRef:UniRef50_A0A060RAD3
contig_16	41436	41741	-	LGJFBO_03486	11.8	7.7		
contig_16	42188	42490	-	LGJFBO_03487	12.1	9.9		
contig_16	42519	43133	-	LGJFBO_03488	23.3	5.9		
contig_16	43148	43501	-	LGJFBO_03489	13.9	8.0		
contig_16	44382	46730	+	LGJFBO_03490	88.0	5.5	PF13342.12|Toprim_Crpt	PFAM:PF13342.12
contig_16	46736	47320	+	LGJFBO_03491	23.1	5.6		
contig_16	49573	49989	-	LGJFBO_03493	15.3	9.3		
contig_16	50016	50717	-	LGJFBO_03494	27.2	6.2	PF01381.28|HTH_3, PF12844.13|HTH_19, PF13443.12|HTH_26	PFAM:PF01381.28, PFAM:PF12844.13, PFAM:PF13443.12
contig_16	52325	52777	+	LGJFBO_03496	17.5	4.1	PF08989.15|DUF1896	PFAM:PF08989.15
contig_16	52915	53283	-	LGJFBO_03497	14.3	5.5		
contig_16	53280	53906	-	LGJFBO_03498	24.2	8.3	PF08843.17|AbiEii	PFAM:PF08843.17
contig_16	54873	54995	+	LGJFBO_03500	4.8	9.4		
contig_16	55096	55236	+	LGJFBO_03501	5.4	4.9		
contig_16	55223	61402	+	LGJFBO_03502	232.2	5.4	PF00271.37|Helicase_C, PF07669.17|Eco57I	PFAM:PF00271.37, PFAM:PF07669.17
contig_16	62413	62955	+	LGJFBO_03504	20.9	10.1		
contig_16	64919	65257	-	LGJFBO_03507	13.2	7.7	PF12728.13|HTH_17	PFAM:PF12728.13
contig_16	67995	68534	-	LGJFBO_03510	19.9	6.5	PF01872.23|RibD_C	PFAM:PF01872.23
contig_16	68869	69726	-	LGJFBO_03511	33.9	5.7		
contig_16	70218	71981	-	LGJFBO_03512	67.8	5.6		
contig_16	71990	72211	-	LGJFBO_03513	8.4	5.2	PF24737.1|DUF7688	PFAM:PF24737.1
contig_16	72274	72468	-	LGJFBO_03514	7.6	9.1		
contig_16	72711	72971	-	LGJFBO_03515	10.1	7.7		
contig_16	73376	73510	-	LGJFBO_03516	5.3	11.2		
contig_16	73690	80337	+	LGJFBO_03517	259.7	6.2		
contig_16	80341	80919	+	LGJFBO_03518	22.3	6.3		
contig_16	80935	81531	+	LGJFBO_03519	23.1	5.4		
contig_16	83089	83457	+	LGJFBO_03523	14.2	9.1		
contig_16	83759	83854	-	LGJFBO_03524	3.7	8.1		
contig_16	83856	84023	-	LGJFBO_03525	6.6	9.9		
contig_16	84048	85187	-	LGJFBO_03526	44.8	9.0	PF04055.27|Radical_SAM	PFAM:PF04055.27
contig_16	85211	85858	-	LGJFBO_03527	24.9	9.2	PF00990.26|GGDEF	PFAM:PF00990.26
contig_16	86589	87284	+	LGJFBO_03528	25.5	7.7		
contig_16	87426	87842	-	LGJFBO_03529	16.2	4.8		
contig_16	87853	88113	-	LGJFBO_03530	10.0	6.1		
contig_16	88292	88450	+	LGJFBO_03531	6.2	4.9		
contig_16	88660	88950	-	LGJFBO_03532	10.7	9.5		
