# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_2	cds	209536	210498	-	LGJFBO_00905	538.0	4.2e-192	1.234	1.0	0.716	UniRef:UniRef50_A0A0P0GJJ2
contig_2	cds	210495	211259	-	LGJFBO_00906	420.0	1.7e-148	1.0	0.917	0.807	UniRef:UniRef50_K5BV88
contig_2	cds	211263	212468	-	LGJFBO_00907	769.0	1.1e-281	1.0	0.955	0.930	UniRef:UniRef50_A0A1C0W8J0
contig_2	cds	212656	213651	-	LGJFBO_00908	360.0	3.4e-121	1.048	0.820	0.522	UniRef:UniRef50_A0A396BMI0
contig_2	cds	213834	215378	-	LGJFBO_00909	-	-	-	-	-	-
contig_2	cds	215391	216143	-	LGJFBO_00910	-	-	-	-	-	-
contig_2	cds	216379	217407	-	LGJFBO_00911	-	-	-	-	-	-
contig_2	cds	217404	218507	-	LGJFBO_00912	712.0	2.0e-260	1.0	1.0	1.0	UniRef:UniRef50_A0A9Q4JCK4
contig_2	cds	218494	219804	-	LGJFBO_00913	776.0	2.2e-283	1.0	1.0	1.0	UniRef:UniRef50_A0A413JWE9
contig_2	cds	219848	220843	-	LGJFBO_00914	372.0	3.8e-127	1.0	0.985	0.556	UniRef:UniRef50_R9IBN6
contig_2	cds	220833	221261	-	LGJFBO_00915	-	-	-	-	-	-
contig_2	cds	221266	222459	-	LGJFBO_00916	786.0	1.1e-288	1.0	1.0	1.0	UniRef:UniRef50_A0A2M9V2N9
contig_2	cds	222460	223392	-	LGJFBO_00917	-	-	-	-	-	-
contig_2	cds	223389	224027	-	LGJFBO_00918	422.0	3.7e-151	1.0	1.0	1.0	UniRef:UniRef50_A0A1C0W8J8
contig_2	cds	224024	225163	-	LGJFBO_00919	704.0	5.6e-257	0.929	0.907	0.994	UniRef:UniRef50_A0A2M9V2N4
contig_2	cds	225262	225744	-	LGJFBO_00920	209.0	2.1e-68	0.963	0.951	0.675	UniRef:UniRef50_I8XP87
contig_2	cds	225803	226342	-	LGJFBO_00921	176.0	1.5e-54	0.961	0.935	0.506	UniRef:UniRef50_I9SSI7
contig_2	cds	227423	227770	+	LGJFBO_00922	212.0	8.1e-71	0.913	0.861	0.933	UniRef:UniRef50_Q64PB2
contig_2	cds	227912	228784	+	LGJFBO_00923	478.0	4.8e-170	1.103	1.0	0.791	UniRef:UniRef50_Q64W50
contig_2	cds	229128	229964	-	LGJFBO_00924	330.0	2.9e-112	1.0	0.986	0.662	UniRef:UniRef50_K5CJB6
contig_2	cds	230241	232310	+	LGJFBO_00925	879.0	1.9e-314	1.149	1.018	0.708	UniRef:UniRef50_Q8A7C9
contig_2	cds	232523	234286	+	LGJFBO_00926	645.0	1.3e-226	0.986	0.937	0.592	UniRef:UniRef50_I9SSP1
contig_2	cds	234283	236235	+	LGJFBO_00927	657.0	8.3e-230	0.997	0.994	0.545	UniRef:UniRef50_I9RW54
contig_2	cds	236310	237632	+	LGJFBO_00928	528.0	4.9e-185	0.998	0.922	0.622	UniRef:UniRef50_A0A1D3UDP2
contig_2	cds	237794	239113	+	LGJFBO_00929	674.0	6.9e-242	0.984	0.839	0.803	UniRef:UniRef50_A0A179D4D2
contig_2	cds	239518	240603	+	LGJFBO_00930	613.0	1.8e-221	1.0	1.0	0.814	UniRef:UniRef50_I9KBF0
contig_2	cds	240623	241504	+	LGJFBO_00931	321.0	3.0e-108	0.990	0.963	0.566	UniRef:UniRef50_A0A3D0MZ22
contig_2	cds	241568	243199	+	LGJFBO_00932	741.0	3.0e-266	1.002	0.995	0.664	UniRef:UniRef50_A0A0E2AKF5
contig_2	cds	243212	244330	+	LGJFBO_00933	458.0	5.8e-159	1.148	0.977	0.555	UniRef:UniRef50_K9DW04
contig_2	tRNA	244409	244484	+	LGJFBO_00934	58.2	-	-	-	-	-
contig_2	cds	244637	245665	-	LGJFBO_00935	371.0	2.8e-126	1.047	0.989	0.517	UniRef:UniRef50_I9S3B3
contig_2	cds	245698	246369	-	LGJFBO_00936	253.0	1.2e-83	1.004	1.0	0.536	UniRef:UniRef50_Q8A1N3
contig_2	cds	246392	247279	-	LGJFBO_00937	352.0	5.0e-120	1.024	0.878	0.573	UniRef:UniRef50_K0X1Y5
contig_2	cds	247307	247882	-	LGJFBO_00938	251.0	1.3e-83	0.953	0.863	0.610	UniRef:UniRef50_A0A4R2LQ95
contig_2	cds	247866	248450	-	LGJFBO_00939	219.0	6.4e-71	0.912	0.835	0.650	UniRef:UniRef50_A0A7C6FGC4
contig_2	cds	248471	250021	-	LGJFBO_00940	1019.0	0.0	1.0	0.985	0.990	UniRef:UniRef50_A0A1C5Z314
contig_2	cds	250060	251274	-	LGJFBO_00941	407.0	1.4e-138	1.050	0.970	0.512	UniRef:UniRef50_K9DYE3
contig_2	cds	251301	254039	-	LGJFBO_00942	947.0	0.0	0.976	0.973	0.535	UniRef:UniRef50_K9EGN6
contig_2	cds	254370	254549	+	LGJFBO_00943	-	-	-	-	-	-
contig_2	cds	254464	255450	-	LGJFBO_00944	306.0	1.4e-101	0.994	1.0	0.733	UniRef:UniRef50_Q64RA6
contig_2	cds	255545	257389	-	LGJFBO_00945	876.0	4.1e-316	1.106	0.994	0.719	UniRef:UniRef50_A0A139K8D8
contig_2	cds	257538	257840	+	LGJFBO_00946	134.0	2.7e-40	1.0	0.901	0.650	UniRef:UniRef50_K9EMG3
contig_2	cds	257837	258181	+	LGJFBO_00947	195.0	5.2e-64	0.974	0.854	0.883	UniRef:UniRef50_Q8A7B3
contig_2	cds	258254	258661	-	LGJFBO_00948	229.0	5.6e-77	1.0	0.925	0.815	UniRef:UniRef50_E6SW91
contig_2	cds	258674	260545	-	LGJFBO_00949	-	-	-	-	-	-
contig_2	cds	260720	261619	-	LGJFBO_00950	491.0	2.1e-175	0.997	0.997	0.829	UniRef:UniRef50_Q64RA0
contig_2	cds	261763	262368	-	LGJFBO_00951	-	-	-	-	-	-
contig_2	cds	262396	262629	-	LGJFBO_00952	120.0	1.3e-35	1.0	0.846	0.818	UniRef:UniRef50_A0A374WD47
contig_2	cds	262791	264257	+	LGJFBO_00953	795.0	8.2e-289	0.998	0.944	0.809	UniRef:UniRef50_A0A174LN88
contig_2	cds	264322	265392	+	LGJFBO_00954	459.0	4.0e-160	0.958	0.836	0.654	UniRef:UniRef50_E5CCM8
contig_2	cds	265377	266546	-	LGJFBO_00955	588.0	4.2e-210	1.0	0.878	0.738	UniRef:UniRef50_K9E0C1
contig_2	cds	266684	267340	-	LGJFBO_00956	316.0	9.8e-109	0.940	0.936	0.746	UniRef:UniRef50_A0A1Y3R7L6
contig_2	cds	267406	269223	-	LGJFBO_00957	885.0	0.0	0.997	0.855	0.703	UniRef:UniRef50_Q64R93
contig_2	cds	269379	272441	-	LGJFBO_00958	1749.0	0.0	0.999	0.943	0.804	UniRef:UniRef50_A0A0A2DT83
contig_2	cds	272552	274870	-	LGJFBO_00959	860.0	1.0e-304	1.047	0.973	0.533	UniRef:UniRef50_A0A6N2X3G8
contig_2	cds	274888	276471	-	LGJFBO_00960	991.0	0.0	1.0	0.910	0.894	UniRef:UniRef50_G5GAF7
contig_2	cds	276880	278346	+	LGJFBO_00961	582.0	7.8e-205	1.078	1.012	0.561	UniRef:UniRef50_R5P055
contig_2	cds	278447	280096	-	LGJFBO_00962	702.0	2.4e-249	0.984	0.871	0.611	UniRef:UniRef50_A0A2M9V867
contig_2	cds	280293	283211	+	LGJFBO_00963	1744.0	0.0	0.998	0.996	0.877	UniRef:UniRef50_I9VND4
contig_2	cds	283390	284442	-	LGJFBO_00964	537.0	4.6e-191	0.986	0.844	0.759	UniRef:UniRef50_P0A991
contig_2	cds	284610	285356	-	LGJFBO_00965	404.0	1.3e-141	0.988	0.801	0.767	UniRef:UniRef50_Q8P7A1
contig_2	cds	285547	287001	-	LGJFBO_00966	777.0	1.8e-281	1.012	0.906	0.796	UniRef:UniRef50_A0A380YTP5
contig_2	cds	287103	288617	-	LGJFBO_00967	548.0	5.9e-191	0.974	0.930	0.527	UniRef:UniRef50_I8UX74
contig_2	cds	288633	290189	-	LGJFBO_00968	708.0	1.5e-253	0.923	0.885	0.661	UniRef:UniRef50_A0A174RB78
contig_2	cds	290294	292159	-	LGJFBO_00969	1244.0	0.0	1.002	1.0	0.932	UniRef:UniRef50_U6RD42
contig_2	cds	292174	295611	-	LGJFBO_00970	1769.0	0.0	0.984	0.979	0.748	UniRef:UniRef50_A0A7J0A3H1
contig_2	cds	295749	296747	-	LGJFBO_00971	328.0	5.4e-110	1.0	0.988	0.512	UniRef:UniRef50_I9KBB1
contig_2	cds	296837	297394	-	LGJFBO_00972	197.0	5.7e-63	0.886	0.845	0.659	UniRef:UniRef50_F7LU13
contig_2	cds	297574	299568	-	LGJFBO_00973	928.0	0.0	0.979	0.913	0.678	UniRef:UniRef50_A0A9D1E147
contig_2	cds	299624	300190	-	LGJFBO_00974	215.0	2.0e-69	1.011	0.830	0.589	UniRef:UniRef50_H1Y2R5
contig_2	cds	300187	300489	-	LGJFBO_00975	200.0	1.5e-66	1.0	0.833	0.950	UniRef:UniRef50_Q8A760
contig_2	tRNA	300604	300677	+	LGJFBO_00976	58.9	-	-	-	-	-
contig_2	cds	300897	302075	-	LGJFBO_00977	711.0	4.0e-259	1.0	1.0	1.0	UniRef:UniRef50_A0A0I9SAW3
contig_2	cds	302574	303593	+	LGJFBO_00978	504.0	4.5e-178	1.015	0.829	0.724	UniRef:UniRef50_A6LA92
contig_2	cds	303762	304955	+	LGJFBO_00979	547.0	6.5e-194	0.997	0.923	0.659	UniRef:UniRef50_A0A7V6G8B0
contig_2	cds	304952	305629	+	LGJFBO_00980	262.0	8.9e-87	0.929	0.813	0.598	UniRef:UniRef50_A0A936N667
contig_2	cds	305719	306978	+	LGJFBO_00981	722.0	2.8e-262	0.998	0.927	0.880	UniRef:UniRef50_A0A132HZD5
contig_2	cds	306986	308005	+	LGJFBO_00982	674.0	3.9e-246	1.027	1.0	0.968	UniRef:UniRef50_I9KBA2
contig_2	cds	308025	309059	+	LGJFBO_00983	435.0	1.5e-151	0.991	0.961	0.642	UniRef:UniRef50_K9EI73
contig_2	cds	309071	310261	+	LGJFBO_00984	399.0	5.6e-136	0.980	0.953	0.521	UniRef:UniRef50_U6RNF9
contig_2	cds	310265	312463	+	LGJFBO_00985	663.0	7.7e-229	1.005	0.948	0.568	UniRef:UniRef50_A0A926IQG1
contig_2	cds	312682	313191	+	LGJFBO_00986	294.0	1.2e-101	1.006	1.0	0.847	UniRef:UniRef50_I9BCQ5
contig_2	cds	313527	314363	-	LGJFBO_00987	537.0	2.3e-194	1.004	1.0	0.918	UniRef:UniRef50_I9KCE1
contig_2	cds	314529	315446	-	LGJFBO_00988	610.0	4.6e-222	1.013	1.0	0.971	UniRef:UniRef50_A0A0I9S016
contig_2	cds	315663	317186	+	LGJFBO_00989	1021.0	0.0	1.0	0.996	1.0	UniRef:UniRef50_F9Z3W4
contig_2	cds	317200	317442	+	LGJFBO_00990	101.0	4.5e-28	1.0	0.988	0.525	UniRef:UniRef50_D3IE45
contig_2	cds	317446	318828	+	LGJFBO_00991	507.0	2.5e-176	1.043	1.002	0.521	UniRef:UniRef50_K9EEK9
contig_2	cds	318847	319917	+	LGJFBO_00992	613.0	1.3e-221	0.997	0.970	0.828	UniRef:UniRef50_Q64R58
contig_2	cds	319961	320353	+	LGJFBO_00993	143.0	3.3e-43	0.985	0.921	0.602	UniRef:UniRef50_B3JN96
contig_2	cds	320506	321087	-	LGJFBO_00994	221.0	6.7e-72	0.990	0.872	0.581	UniRef:UniRef50_Q5LAQ8
contig_2	cds	321119	321640	-	LGJFBO_00995	265.0	3.8e-90	0.988	0.950	0.719	UniRef:UniRef50_A0A0A2DWL1
contig_2	cds	321659	322450	-	LGJFBO_00996	311.0	2.0e-105	1.0	0.946	0.597	UniRef:UniRef50_U6RPT2
contig_2	cds	322447	322779	-	LGJFBO_00997	141.0	3.9e-43	1.0	0.973	0.645	UniRef:UniRef50_Q8A746
contig_2	cds	322782	323318	-	LGJFBO_00998	287.0	1.3e-98	1.0	0.942	0.792	UniRef:UniRef50_A0A5M8P2X3
contig_2	cds	323444	323986	-	LGJFBO_00999	282.0	3.4e-96	0.994	0.829	0.782	UniRef:UniRef50_R7AET5
contig_2	cds	324103	325086	+	LGJFBO_01000	503.0	7.0e-179	0.997	0.939	0.721	UniRef:UniRef50_U6RRD6
contig_2	cds	325298	325702	+	LGJFBO_01001	165.0	8.7e-52	0.993	0.943	0.624	UniRef:UniRef50_A0A937R239
contig_2	cds	325828	327381	+	LGJFBO_01002	615.0	3.4e-217	0.988	0.975	0.614	UniRef:UniRef50_Q57079
contig_2	cds	327401	328315	+	LGJFBO_01003	369.0	9.8e-127	1.095	1.003	0.586	UniRef:UniRef50_F3ZUG7
contig_2	cds	328341	328772	+	LGJFBO_01004	98.2	5.0e-25	0.839	0.811	0.517	UniRef:UniRef50_A0A9X2XZA2
contig_2	cds	328775	329935	+	LGJFBO_01005	624.0	4.2e-225	0.997	1.005	0.860	UniRef:UniRef50_Q57286
contig_2	cds	330088	331422	+	LGJFBO_01006	850.0	5.5e-312	0.964	0.897	0.995	UniRef:UniRef50_A0A174UFU6
contig_2	cds	331443	332741	+	LGJFBO_01007	743.0	2.9e-270	1.0	0.937	1.0	UniRef:UniRef50_A0AAQ2S5X3
contig_2	cds	332908	334758	+	LGJFBO_01008	757.0	3.7e-269	0.974	0.893	0.612	UniRef:UniRef50_E7RLM2
contig_2	cds	334882	335322	+	LGJFBO_01009	142.0	3.1e-42	0.986	0.980	0.521	UniRef:UniRef50_G5HAG0
contig_2	cds	335337	336404	+	LGJFBO_01010	379.0	5.5e-129	1.006	0.913	0.546	UniRef:UniRef50_G5HAF8
contig_2	cds	336409	338004	+	LGJFBO_01011	560.0	3.2e-195	1.011	0.998	0.533	UniRef:UniRef50_G5HAF7
contig_2	cds	338488	339492	-	LGJFBO_01012	573.0	2.0e-205	1.204	0.998	0.741	UniRef:UniRef50_O83668
contig_2	cds	339672	340691	-	LGJFBO_01013	479.0	1.3e-168	0.994	0.892	0.662	UniRef:UniRef50_A0A413B9S1
contig_2	cds	341054	341305	+	LGJFBO_01014	97.4	2.7e-26	0.952	0.814	0.582	UniRef:UniRef50_Q8RG36
contig_2	cds	341396	343756	-	LGJFBO_01015	1345.0	0.0	0.990	0.974	0.869	UniRef:UniRef50_A0A0I9S7R7
contig_2	cds	343959	345485	+	LGJFBO_01016	490.0	3.1e-168	0.963	0.951	0.558	UniRef:UniRef50_K9EPV4
contig_2	cds	345595	348453	-	LGJFBO_01017	1223.0	0.0	0.993	0.988	0.625	UniRef:UniRef50_A0A359ATC1
contig_2	cds	348628	350226	-	LGJFBO_01018	624.0	3.3e-220	1.017	1.002	0.564	UniRef:UniRef50_A0A9R1CYQ7
contig_2	cds	350261	351880	-	LGJFBO_01019	687.0	1.0e-244	1.004	0.987	0.621	UniRef:UniRef50_A0A1I2AD52
contig_2	cds	351892	354900	-	LGJFBO_01020	1422.0	0.0	1.001	1.003	0.692	UniRef:UniRef50_A0A095Y8F2
contig_2	cds	355388	356398	+	LGJFBO_01021	590.0	2.8e-212	1.0	0.838	0.878	UniRef:UniRef50_F8WZF7
contig_2	cds	356541	357857	+	LGJFBO_01022	550.0	2.2e-192	1.203	0.967	0.546	UniRef:UniRef50_K0X2Y2
contig_2	cds	358015	360348	-	LGJFBO_01023	1415.0	0.0	1.003	1.0	0.941	UniRef:UniRef50_A0A0I9S7Q0
contig_2	cds	360394	362754	-	LGJFBO_01024	1523.0	0.0	1.0	1.0	0.975	UniRef:UniRef50_A0A0I9S843
contig_2	cds	362904	365510	-	LGJFBO_01025	1300.0	0.0	1.021	1.003	0.796	UniRef:UniRef50_A0A396C3R6
contig_2	cds	365644	368064	-	LGJFBO_01026	-	-	-	-	-	-
contig_2	cds	368223	369239	-	LGJFBO_01027	-	-	-	-	-	-
contig_2	cds	369236	370507	-	LGJFBO_01028	-	-	-	-	-	-
contig_2	cds	370510	371070	-	LGJFBO_01029	394.0	2.6e-140	1.0	0.834	0.984	UniRef:UniRef50_A0A0I9S7P6
contig_2	cds	371951	372928	+	LGJFBO_01030	614.0	4.1e-223	1.003	1.0	0.975	UniRef:UniRef50_A0A0I9S7Q5
contig_2	cds	373326	374225	+	LGJFBO_01031	474.0	1.8e-168	1.077	0.997	0.801	UniRef:UniRef50_E1WP90
contig_2	cds	374311	376428	+	LGJFBO_01032	640.0	1.1e-221	0.921	0.963	0.519	UniRef:UniRef50_A0A069CZI7
contig_2	cds	376447	376692	-	LGJFBO_01033	-	-	-	-	-	-
contig_2	cds	377077	377544	+	LGJFBO_01034	167.0	1.3e-51	0.955	0.855	0.547	UniRef:UniRef50_A0A9D2VQV6
contig_2	cds	377573	377668	+	LGJFBO_01035	41.6	8.5e-06	0.968	0.882	0.667	UniRef:UniRef50_F0R5R5
contig_2	cds	377805	380126	+	LGJFBO_01036	1131.0	0.0	0.991	0.940	0.692	UniRef:UniRef50_K9DRF7
contig_2	cds	380274	381326	+	LGJFBO_01037	520.0	4.2e-185	0.991	0.959	0.755	UniRef:UniRef50_A0A139K1L3
contig_2	cds	381469	384504	+	LGJFBO_01038	1210.0	0.0	1.001	0.985	0.622	UniRef:UniRef50_U6RM73
contig_2	cds	384531	385805	+	LGJFBO_01039	622.0	8.6e-223	1.0	0.986	0.752	UniRef:UniRef50_I9BCU1
contig_2	cds	386034	387323	+	LGJFBO_01040	729.0	2.5e-265	1.0	0.998	0.814	UniRef:UniRef50_E1WU17
contig_2	cds	387607	388914	+	LGJFBO_01041	663.0	1.7e-238	1.044	1.0	0.742	UniRef:UniRef50_A0A412Y5N3
contig_2	cds	389153	392857	+	LGJFBO_01042	1855.0	0.0	1.116	0.998	0.688	UniRef:UniRef50_F8N888
contig_2	cds	393030	397025	+	LGJFBO_01043	1910.0	0.0	1.011	0.967	0.701	UniRef:UniRef50_Q8A6Z1
contig_2	cds	397055	397597	+	LGJFBO_01044	306.0	6.0e-106	0.961	0.844	0.879	UniRef:UniRef50_K9DSQ8
contig_2	cds	397623	398171	+	LGJFBO_01045	202.0	1.2e-64	1.126	0.981	0.551	UniRef:UniRef50_U6RNS8
contig_2	cds	398315	399823	-	LGJFBO_01046	603.0	4.0e-212	0.944	0.856	0.608	UniRef:UniRef50_K9EED6
contig_2	cds	399993	402770	+	LGJFBO_01047	1283.0	0.0	1.085	1.001	0.650	UniRef:UniRef50_S8H194
contig_2	cds	402938	403420	-	LGJFBO_01048	201.0	5.1e-65	1.031	0.943	0.636	UniRef:UniRef50_Q8A6Y5
contig_2	cds	403428	403658	-	LGJFBO_01049	109.0	3.1e-31	1.0	0.844	0.961	UniRef:UniRef50_F3PN47
contig_2	cds	403666	405111	-	LGJFBO_01050	728.0	5.5e-262	0.990	0.858	0.777	UniRef:UniRef50_G5H9X0
contig_2	cds	405362	406879	+	LGJFBO_01051	619.0	1.6e-218	0.947	0.855	0.594	UniRef:UniRef50_K9DW90
contig_2	cds	406971	409232	+	LGJFBO_01052	1480.0	0.0	1.001	0.996	0.988	UniRef:UniRef50_A0A2M9V7X8
contig_2	cds	409241	410422	-	LGJFBO_01053	465.0	8.3e-162	0.992	0.935	0.603	UniRef:UniRef50_Q8A6Y0
contig_2	cds	411192	412370	+	LGJFBO_01054	504.0	1.3e-176	1.128	1.0	0.575	UniRef:UniRef50_G5GD52
contig_2	cds	412389	412967	+	LGJFBO_01055	372.0	7.6e-132	1.0	1.0	0.984	UniRef:UniRef50_Q64R06
contig_2	cds	412982	413509	+	LGJFBO_01056	-	-	-	-	-	-
contig_2	cds	413523	414095	+	LGJFBO_01057	-	-	-	-	-	-
contig_2	cds	414132	417686	+	LGJFBO_01058	1768.0	0.0	0.997	0.961	0.733	UniRef:UniRef50_A0A6P1ZDZ1
contig_2	cds	417888	418391	+	LGJFBO_01059	337.0	1.9e-118	1.0	0.879	0.946	UniRef:UniRef50_K6AUM3
contig_2	cds	418433	419290	-	LGJFBO_01060	370.0	8.7e-128	0.996	0.907	0.623	UniRef:UniRef50_I9EH87
contig_2	cds	419309	420133	-	LGJFBO_01061	290.0	1.5e-96	0.985	0.957	0.563	UniRef:UniRef50_A0A356U8G6
contig_2	cds	420130	421356	-	LGJFBO_01062	457.0	6.7e-158	0.978	0.889	0.602	UniRef:UniRef50_K8E3S9
contig_2	cds	421698	422033	-	LGJFBO_01063	107.0	9.0e-30	0.847	0.855	0.532	UniRef:UniRef50_A0A2R3MP70
contig_2	cds	422064	424787	-	LGJFBO_01064	1118.0	0.0	1.052	0.987	0.640	UniRef:UniRef50_A0A2M9V7W6
contig_2	cds	425044	425913	-	LGJFBO_01065	427.0	4.0e-150	0.972	0.878	0.722	UniRef:UniRef50_U6R9H5
contig_2	cds	426107	427273	-	LGJFBO_01066	439.0	1.7e-151	1.041	0.983	0.587	UniRef:UniRef50_U6RDK4
contig_2	cds	427305	429173	-	LGJFBO_01067	837.0	7.2e-301	1.013	0.957	0.611	UniRef:UniRef50_G1VBL7
contig_2	cds	429296	431584	-	LGJFBO_01068	1034.0	0.0	1.017	0.951	0.668	UniRef:UniRef50_E6K810
contig_2	cds	431834	432145	-	LGJFBO_01069	120.0	6.4e-35	0.951	0.803	0.612	UniRef:UniRef50_I9VP23
contig_3	cds	1	216	-	LGJFBO_01070	-	-	-	-	-	-
contig_3	cds	481	1173	-	LGJFBO_01071	-	-	-	-	-	-
contig_3	cds	1531	1824	+	LGJFBO_01072	-	-	-	-	-	-
contig_3	cds	1808	2089	+	LGJFBO_01073	110.0	3.2e-31	1.0	0.903	0.538	UniRef:UniRef50_S3CGM6
contig_3	cds	2214	2633	+	LGJFBO_01074	-	-	-	-	-	-
contig_3	cds	2617	5865	+	LGJFBO_01075	-	-	-	-	-	-
contig_3	cds	6705	8180	+	LGJFBO_01076	976.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_A0A0J9FP28
contig_3	cds	8189	9541	+	LGJFBO_01077	641.0	9.5e-230	0.971	0.965	0.705	UniRef:UniRef50_A0A0J9IG33
contig_3	cds	9607	9900	-	LGJFBO_01078	120.0	6.5e-35	0.979	0.888	0.589	UniRef:UniRef50_G5GB23
contig_3	cds	9914	10117	-	LGJFBO_01079	100.0	3.3e-28	0.940	0.829	0.778	UniRef:UniRef50_B3JLY5
contig_3	cds	10118	10237	-	LGJFBO_01080	-	-	-	-	-	-
contig_3	cds	10686	12095	-	LGJFBO_01081	597.0	3.3e-211	1.047	1.0	0.595	UniRef:UniRef50_I0KHG0
contig_3	cds	12085	13473	-	LGJFBO_01082	543.0	1.7e-190	1.0	0.998	0.591	UniRef:UniRef50_A0A0Q9Z3G5
contig_3	cds	13654	16422	-	LGJFBO_01083	1826.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_A0A396C8R1
contig_3	cds	16810	17295	-	LGJFBO_01084	-	-	-	-	-	-
contig_3	cds	18597	19235	+	LGJFBO_01085	281.0	5.1e-95	1.019	0.995	0.657	UniRef:UniRef50_Q64S41
contig_3	cds	19256	21454	-	LGJFBO_01086	1387.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_A0A081TKX8
contig_3	cds	21455	21970	-	LGJFBO_01087	-	-	-	-	-	-
contig_3	cds	22035	22208	-	LGJFBO_01088	-	-	-	-	-	-
contig_3	cds	22236	22898	-	LGJFBO_01089	-	-	-	-	-	-
contig_3	cds	22923	25238	-	LGJFBO_01090	1538.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_A0A662ZVB9
contig_3	cds	25235	26143	-	LGJFBO_01091	-	-	-	-	-	-
contig_3	cds	26426	26980	+	LGJFBO_01092	-	-	-	-	-	-
contig_3	cds	26987	27943	+	LGJFBO_01093	-	-	-	-	-	-
contig_3	cds	27956	30376	+	LGJFBO_01094	1587.0	0.0	0.985	0.977	0.996	UniRef:UniRef50_A0A081U0V7
contig_3	cds	30905	31708	-	LGJFBO_01095	-	-	-	-	-	-
contig_3	cds	32656	33192	+	LGJFBO_01096	271.0	2.9e-92	1.0	0.908	0.747	UniRef:UniRef50_I9S3Q4
contig_3	cds	33199	33759	+	LGJFBO_01097	199.0	1.3e-63	0.995	0.974	0.514	UniRef:UniRef50_A0A419SY57
contig_3	cds	33775	34296	+	LGJFBO_01098	164.0	6.1e-50	0.988	0.822	0.526	UniRef:UniRef50_I8XG66
contig_3	cds	34402	35103	-	LGJFBO_01099	373.0	9.7e-131	0.987	0.970	0.757	UniRef:UniRef50_A0A6N2RL81
contig_3	cds	35100	36227	-	LGJFBO_01100	735.0	6.1e-269	1.0	0.945	0.952	UniRef:UniRef50_K9EMF1
contig_3	cds	36771	37205	+	LGJFBO_01101	-	-	-	-	-	-
contig_3	cds	37606	38154	+	LGJFBO_01102	209.0	1.8e-67	1.0	0.953	0.544	UniRef:UniRef50_A0A1C6IID4
contig_3	cds	38204	39280	+	LGJFBO_01103	403.0	1.0e-137	0.950	0.804	0.550	UniRef:UniRef50_N1UZQ4
contig_3	cds	39589	40617	+	LGJFBO_01104	437.0	6.7e-154	0.801	1.0	0.770	UniRef:UniRef50_A0A2V9NFG3
contig_3	cds	41036	41902	+	LGJFBO_01105	209.0	3.2e-64	0.997	0.926	0.634	UniRef:UniRef50_G5SUP7
contig_3	cds	41899	43086	+	LGJFBO_01106	520.0	5.1e-183	0.959	0.865	0.628	UniRef:UniRef50_A0A416GHH9
contig_3	cds	43229	45340	+	LGJFBO_01107	885.0	1.3e-316	1.047	0.957	0.586	UniRef:UniRef50_A0A4V3RBY7
contig_3	cds	45367	47376	-	LGJFBO_01108	739.0	2.4e-261	1.001	0.999	0.575	UniRef:UniRef50_Q5LD61
contig_3	cds	47490	49211	+	LGJFBO_01109	849.0	1.0e-306	0.974	0.862	0.753	UniRef:UniRef50_Q8A9S8
contig_3	cds	49299	50009	-	LGJFBO_01110	464.0	1.1e-166	1.0	1.0	0.949	UniRef:UniRef50_I8XG70
contig_3	cds	50192	51472	-	LGJFBO_01111	496.0	1.6e-172	0.967	0.866	0.614	UniRef:UniRef50_Q8A9S7
contig_3	cds	51580	52308	-	LGJFBO_01112	259.0	3.8e-85	0.971	0.880	0.536	UniRef:UniRef50_E6SUU4
contig_3	cds	52313	52882	-	LGJFBO_01113	224.0	5.4e-73	0.984	0.838	0.532	UniRef:UniRef50_S0JFH9
contig_3	cds	52971	53432	-	LGJFBO_01114	201.0	4.3e-65	0.954	0.820	0.651	UniRef:UniRef50_Q8A9S4
contig_3	cds	53437	54363	-	LGJFBO_01115	515.0	1.6e-183	1.0	0.806	0.812	UniRef:UniRef50_A6LA97
contig_3	cds	54797	55075	+	LGJFBO_01116	128.0	2.8e-38	0.989	0.805	0.758	UniRef:UniRef50_U6RDA8
contig_3	cds	55072	55692	+	LGJFBO_01117	309.0	1.9e-106	1.034	1.0	0.761	UniRef:UniRef50_Q8A9U3
contig_3	cds	55693	56610	-	LGJFBO_01118	590.0	3.9e-214	1.0	0.987	0.957	UniRef:UniRef50_I8ZPI1
contig_3	cds	56634	58013	-	LGJFBO_01119	594.0	9.7e-211	1.009	1.0	0.622	UniRef:UniRef50_I9U4V4
contig_3	cds	58254	59210	+	LGJFBO_01120	605.0	2.5e-219	1.0	0.930	0.969	UniRef:UniRef50_A0A417LM93
contig_3	cds	59390	61561	+	LGJFBO_01121	1353.0	0.0	1.0	1.0	0.950	UniRef:UniRef50_Q64U67
contig_3	cds	61565	62515	-	LGJFBO_01122	554.0	1.1e-199	1.0	0.975	0.845	UniRef:UniRef50_Q6FCF2
