#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1479711	1480094	+	LLMDKN_003272	13.6	9.2		
contig_1	1480947	1481861	+	LLMDKN_003273	34.3	5.2		
contig_1	1481894	1482148	+	LLMDKN_003274	9.5	9.5		
contig_1	1482117	1482833	+	LLMDKN_003275	27.4	9.7		
contig_1	1482954	1483730	+	LLMDKN_003276	28.9	7.7		
contig_1	1483798	1484100	+	LLMDKN_003277	10.9	8.9		
contig_1	1484103	1484630	+	LLMDKN_003278	20.5	5.5		
contig_1	1484657	1484851	+	LLMDKN_003279	7.1	9.9		
contig_1	1484899	1485102	+	LLMDKN_003280	7.7	5.4		
contig_1	1485374	1485532	+	LLMDKN_003281	5.5	6.1		
contig_1	1485628	1485999	+	LLMDKN_003282	13.5	4.8		
contig_1	1486153	1486344	+	LLMDKN_003283	6.7	5.5		
contig_1	1486341	1486694	+	LLMDKN_003284	12.9	10.4	PF00324.27|AA_permease	PFAM:PF00324.27
contig_1	1486718	1486939	+	LLMDKN_003285	8.2	9.4	PF13906.12|AA_permease_C	PFAM:PF13906.12
contig_1	1487114	1487980	-	LLMDKN_003286	33.4	5.6	PF12972.12|NAGLU_C	PFAM:PF12972.12
contig_1	1488142	1488366	-	LLMDKN_003287	8.4	9.5	PF05089.18|NAGLU	PFAM:PF05089.18
contig_1	1488336	1488896	-	LLMDKN_003288	21.8	6.7	PF05089.18|NAGLU	PFAM:PF05089.18
contig_1	1488921	1489076	-	LLMDKN_003289	5.7	9.9	PF12971.12|NAGLU_N	PFAM:PF12971.12
contig_1	1489123	1489272	-	LLMDKN_003290	5.4	9.5		
contig_1	1489297	1490169	-	LLMDKN_003291	33.0	9.2	PF01757.29|Acyl_transf_3	PFAM:PF01757.29
contig_1	1490190	1490438	-	LLMDKN_003292	9.3	6.7	PF01757.29|Acyl_transf_3	PFAM:PF01757.29
contig_1	1491744	1492220	-	LLMDKN_003295	17.9	9.2		
contig_1	1492765	1493775	-	LLMDKN_003296	37.6	7.7		
contig_1	1493787	1494167	-	LLMDKN_003297	14.2	5.1	PF01433.26|Peptidase_M1	PFAM:PF01433.26
contig_1	1494277	1494537	-	LLMDKN_003298	9.9	5.2	PF01433.26|Peptidase_M1	PFAM:PF01433.26
contig_1	1494596	1494913	-	LLMDKN_003299	11.9	7.9	PF17900.6|Peptidase_M1_N	PFAM:PF17900.6
contig_1	1494900	1495175	-	LLMDKN_003300	10.5	7.8		
contig_1	1495204	1495431	-	LLMDKN_003301	8.3	4.5	PF20683.2|DUF6819	PFAM:PF20683.2
contig_1	1495515	1495904	+	LLMDKN_003302	14.4	11.7		
contig_1	1495955	1496167	-	LLMDKN_003303	7.6	9.5	PF16314.11|DUF4954	PFAM:PF16314.11
contig_1	1496540	1496953	-	LLMDKN_003304	15.8	5.3	PF16314.11|DUF4954	PFAM:PF16314.11
contig_1	1496980	1497189	-	LLMDKN_003305	7.9	6.2	PF16314.11|DUF4954	PFAM:PF16314.11
contig_1	1497214	1497402	-	LLMDKN_003306	7.6	4.7		
contig_1	1497399	1498208	-	LLMDKN_003307	30.3	9.3		
contig_1	1498241	1498468	-	LLMDKN_003308	8.5	6.3		
contig_1	1498604	1498948	-	LLMDKN_003309	12.6	7.7	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	1498959	1499927	-	LLMDKN_003310	36.1	4.8	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_1	1500016	1500609	-	LLMDKN_003311	22.3	6.6		
contig_1	1500584	1501618	-	LLMDKN_003312	38.3	9.0	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	1501596	1501784	-	LLMDKN_003313	6.9	9.1		
contig_1	1501793	1502065	-	LLMDKN_003314	9.9	9.5		
contig_1	1502091	1502942	-	LLMDKN_003315	29.8	5.1	PF07715.20|Plug	PFAM:PF07715.20
contig_1	1503821	1504165	+	LLMDKN_003316	13.4	6.4	PF13102.12|Phage_int_SAM_5	PFAM:PF13102.12
contig_1	1504649	1504909	+	LLMDKN_003317	10.2	9.4		
contig_1	1505644	1506033	+	LLMDKN_003318	13.4	5.3	PF07715.20|Plug	PFAM:PF07715.20
contig_1	1505996	1506439	+	LLMDKN_003319	16.8	6.7		
contig_1	1506458	1506751	+	LLMDKN_003320	11.1	4.7		
contig_1	1506834	1507289	+	LLMDKN_003321	17.4	9.0		
contig_1	1507499	1508113	+	LLMDKN_003322	23.0	5.3		
contig_1	1508470	1508778	+	LLMDKN_003323	11.7	9.5		
contig_1	1508750	1509286	+	LLMDKN_003324	20.1	4.8	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_1	1509303	1509512	+	LLMDKN_003325	7.8	5.0	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	1509605	1509817	+	LLMDKN_003326	8.2	5.7	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	1510383	1511483	+	LLMDKN_003327	39.1	9.2	PF07715.20|Plug	PFAM:PF07715.20
contig_1	1511796	1513394	+	LLMDKN_003328	60.1	8.5		
contig_1	1513385	1514227	+	LLMDKN_003329	30.7	4.5	PF12741.13|SusD-like, PF12771.13|SusD-like_2	PFAM:PF12741.13, PFAM:PF12771.13
contig_1	1514302	1514943	+	LLMDKN_003330	23.4	4.8	PF12741.13|SusD-like, PF12771.13|SusD-like_2	PFAM:PF12741.13, PFAM:PF12771.13
contig_1	1515054	1515158	-	LLMDKN_003331	3.7	6.5		
contig_1	1515158	1515523	-	LLMDKN_003332	13.4	9.0		
contig_1	1515498	1515695	-	LLMDKN_003333	7.4	8.0		
contig_1	1515754	1516128	-	LLMDKN_003334	14.1	4.8	PF00702.32|Hydrolase, PF13242.12|Hydrolase_like	PFAM:PF00702.32, PFAM:PF13242.12
contig_1	1516152	1516283	-	LLMDKN_003335	5.2	4.6		
contig_1	1516274	1516447	-	LLMDKN_003336	6.9	10.3		
contig_1	1516563	1516760	-	LLMDKN_003337	7.6	9.3		
contig_1	1516754	1516885	-	LLMDKN_003338	4.7	7.9		
contig_1	1516912	1517010	-	LLMDKN_003339	3.8	5.1		
contig_1	1517015	1517104	-	LLMDKN_003340	3.3	10.3		
contig_1	1517059	1517361	-	LLMDKN_003341	11.2	7.7		
contig_1	1517459	1517785	-	LLMDKN_003342	12.3	9.7	PF00590.25|TP_methylase	PFAM:PF00590.25
contig_1	1517746	1517916	-	LLMDKN_003343	6.1	6.1		
contig_1	1517892	1518092	-	LLMDKN_003344	7.7	10.0	PF00590.25|TP_methylase	PFAM:PF00590.25
contig_1	1518040	1518276	-	LLMDKN_003345	8.7	5.5		
contig_1	1518264	1518440	-	LLMDKN_003346	6.5	6.2		
contig_1	1518437	1518784	-	LLMDKN_003347	13.0	4.2		
contig_1	1518787	1519188	+	LLMDKN_003348	15.5	9.0		
contig_1	1519182	1519409	+	LLMDKN_003349	8.0	5.0		
contig_1	1519675	1520721	+	LLMDKN_003350	39.6	7.3		
contig_1	1521022	1521237	+	LLMDKN_003352	8.1	4.3		
contig_1	1521228	1521362	+	LLMDKN_003353	5.7	10.3		
contig_1	1521388	1521576	+	LLMDKN_003354	7.3	5.8		
contig_1	1521540	1521662	+	LLMDKN_003355	4.1	9.1		
contig_1	1521719	1522033	+	LLMDKN_003356	12.1	9.9		
contig_1	1522735	1522941	+	LLMDKN_003358	7.8	9.0		
contig_1	1523180	1523602	+	LLMDKN_003359	16.7	8.8	PF08241.18|Methyltransf_11, PF08242.18|Methyltransf_12, PF13649.12|Methyltransf_25, PF13847.12|Methyltransf_31	PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13649.12, PFAM:PF13847.12
contig_1	1523663	1523836	+	LLMDKN_003360	6.5	6.7		
contig_1	1523992	1524192	-	LLMDKN_003361	7.5	8.4	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_1	1524522	1524983	-	LLMDKN_003362	17.8	4.5		
contig_1	1526064	1526411	+	LLMDKN_003364	12.9	9.6		
contig_1	1526396	1526578	+	LLMDKN_003365	6.4	9.7		
contig_1	1526575	1526784	+	LLMDKN_003366	7.4	4.9	PF07715.20|Plug	PFAM:PF07715.20
contig_1	1526988	1527227	+	LLMDKN_003367	9.2	4.8		
contig_1	1527179	1527553	+	LLMDKN_003368	14.6	9.9		
contig_1	1527556	1527822	+	LLMDKN_003369	9.8	8.1		
contig_1	1527819	1528349	+	LLMDKN_003370	20.7	9.8	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	1528346	1528777	+	LLMDKN_003371	16.1	8.8		
contig_1	1528796	1529602	+	LLMDKN_003372	29.7	9.1		
contig_1	1529609	1529872	+	LLMDKN_003373	10.2	5.4		
contig_1	1530120	1530389	-	LLMDKN_003374	10.4	7.9	PF17851.8|GH43_C2	PFAM:PF17851.8
contig_1	1530389	1530853	-	LLMDKN_003375	17.1	6.3	PF17851.8|GH43_C2	PFAM:PF17851.8
contig_1	1530793	1531113	-	LLMDKN_003376	12.2	6.9	PF04616.20|Glyco_hydro_43	PFAM:PF04616.20
contig_1	1531110	1531433	-	LLMDKN_003377	12.0	6.0	PF04616.20|Glyco_hydro_43	PFAM:PF04616.20
contig_1	1531411	1531725	-	LLMDKN_003378	11.9	5.2	PF04616.20|Glyco_hydro_43	PFAM:PF04616.20
contig_1	1532106	1532948	-	LLMDKN_003379	31.4	5.4	PF02837.24|Glyco_hydro_2_N, PF22666.2|Glyco_hydro_2_N2	PFAM:PF02837.24, PFAM:PF22666.2
contig_1	1532894	1533232	-	LLMDKN_003380	12.9	10.1		
contig_1	1533236	1533448	-	LLMDKN_003381	7.6	9.0		
contig_1	1533581	1533988	-	LLMDKN_003382	15.7	4.9	PF01301.25|Glyco_hydro_35	PFAM:PF01301.25
contig_1	1533985	1534293	-	LLMDKN_003383	11.9	6.8	PF01301.25|Glyco_hydro_35	PFAM:PF01301.25
contig_1	1534283	1534495	-	LLMDKN_003384	8.0	8.7		
contig_1	1534532	1534675	-	LLMDKN_003385	5.3	4.8		
contig_1	1534687	1534920	-	LLMDKN_003386	9.1	7.9		
contig_1	1535008	1535361	-	LLMDKN_003387	13.5	8.8		
contig_1	1535346	1535918	-	LLMDKN_003388	22.3	9.7		
contig_1	1535857	1536102	-	LLMDKN_003389	9.0	9.6		
contig_1	1536086	1536505	-	LLMDKN_003390	16.0	5.7		
contig_1	1536597	1536821	-	LLMDKN_003391	8.6	7.8		
contig_1	1536851	1537279	-	LLMDKN_003392	15.7	9.3		
contig_1	1537239	1537436	-	LLMDKN_003393	7.1	4.7		
contig_1	1537463	1537885	-	LLMDKN_003394	16.2	6.3	PF16355.11|DUF4982	PFAM:PF16355.11
contig_1	1537824	1538057	-	LLMDKN_003395	9.0	5.0		
contig_1	1538041	1538682	-	LLMDKN_003396	24.5	5.3	PF02836.23|Glyco_hydro_2_C	PFAM:PF02836.23
contig_1	1538630	1538794	-	LLMDKN_003397	6.2	8.9		
contig_1	1538832	1538969	-	LLMDKN_003398	5.0	5.4		
contig_1	1538920	1539291	-	LLMDKN_003399	14.6	8.7	PF02837.24|Glyco_hydro_2_N	PFAM:PF02837.24
contig_1	1539261	1539443	-	LLMDKN_003400	6.7	5.1		
contig_1	1539489	1539806	-	LLMDKN_003401	12.2	7.6		
contig_1	1540035	1540205	-	LLMDKN_003402	6.3	5.3		
contig_1	1540344	1540928	-	LLMDKN_003403	21.9	6.6	PF21258.2|Glyco_hydro_120_ins	PFAM:PF21258.2
contig_1	1541012	1541158	-	LLMDKN_003404	5.1	5.2		
contig_1	1541118	1541369	-	LLMDKN_003405	8.9	5.1	PF07602.17|DUF1565	PFAM:PF07602.17
contig_1	1541472	1541699	-	LLMDKN_003406	8.8	9.0	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	1541687	1541935	-	LLMDKN_003407	9.6	4.7	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	1541932	1542441	-	LLMDKN_003408	19.0	4.3	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	1542423	1542815	-	LLMDKN_003409	15.1	6.3	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_1	1542764	1542922	-	LLMDKN_003410	6.2	6.0		
contig_1	1542957	1543145	-	LLMDKN_003411	7.0	7.9		
contig_1	1543114	1543764	-	LLMDKN_003412	24.0	5.5		
contig_1	1543766	1543987	-	LLMDKN_003413	8.3	9.0		
contig_1	1543975	1544130	-	LLMDKN_003414	5.7	6.0		
contig_1	1544097	1544708	-	LLMDKN_003415	23.6	8.9		
contig_1	1545004	1546077	-	LLMDKN_003416	39.0	9.7	PF07715.20|Plug, PF13715.12|CarbopepD_reg_2	PFAM:PF07715.20, PFAM:PF13715.12
contig_1	1546300	1546821	-	LLMDKN_003417	20.0	6.8	PF21307.2|Glyco_hydro_95_C	PFAM:PF21307.2
contig_1	1546824	1547099	-	LLMDKN_003418	10.8	9.3	PF22124.2|Glyco_hydro_95_cat	PFAM:PF22124.2
contig_1	1547114	1547413	-	LLMDKN_003419	11.3	4.9	PF22124.2|Glyco_hydro_95_cat	PFAM:PF22124.2
contig_1	1547376	1547774	-	LLMDKN_003420	14.7	9.6	PF22124.2|Glyco_hydro_95_cat	PFAM:PF22124.2
contig_1	1547793	1547945	-	LLMDKN_003421	5.6	8.7		
contig_1	1547942	1548394	-	LLMDKN_003422	16.8	6.5	PF14498.12|Glyco_hyd_65N_2	PFAM:PF14498.12
contig_1	1548943	1549455	-	LLMDKN_003423	19.6	6.2	PF16344.10|FecR_C	PFAM:PF16344.10
contig_1	1549577	1549939	-	LLMDKN_003424	13.8	7.7		
contig_1	1549981	1550166	-	LLMDKN_003425	7.1	6.9	PF00196.25|GerE, PF08281.18|Sigma70_r4_2	PFAM:PF00196.25, PFAM:PF08281.18
contig_1	1550163	1550588	-	LLMDKN_003426	17.1	6.1	PF04542.20|Sigma70_r2	PFAM:PF04542.20
contig_1	1550950	1551171	-	LLMDKN_003428	8.4	5.6	PF21082.3|MS_channel_3rd	PFAM:PF21082.3
contig_1	1551198	1551932	-	LLMDKN_003429	26.4	7.9	PF00924.24|MS_channel_2nd	PFAM:PF00924.24
contig_1	1552265	1552840	+	LLMDKN_003430	21.4	10.0	PF07715.20|Plug	PFAM:PF07715.20
contig_1	1552837	1553703	+	LLMDKN_003431	33.9	9.1		
contig_1	1553705	1553953	+	LLMDKN_003432	9.5	5.2		
contig_1	1553925	1554371	+	LLMDKN_003433	16.8	7.8		
contig_1	1554368	1554940	+	LLMDKN_003434	22.4	8.7		
contig_1	1554927	1555496	+	LLMDKN_003435	21.0	5.3	PF04263.21|TPK_catalytic	PFAM:PF04263.21
contig_1	1555502	1555807	-	LLMDKN_003436	10.9	8.8		
contig_1	1555768	1556109	-	LLMDKN_003437	11.8	8.7		
contig_1	1556076	1556453	-	LLMDKN_003438	14.1	10.3	PF00892.27|EamA	PFAM:PF00892.27
contig_1	1556474	1557214	+	LLMDKN_003439	27.5	9.9		
contig_1	1557031	1557888	-	LLMDKN_003440	32.1	9.7		
contig_1	1557833	1558066	-	LLMDKN_003441	9.0	6.2	PF14821.11|Thr_synth_N	PFAM:PF14821.11
contig_1	1558216	1558653	-	LLMDKN_003442	16.3	4.3		
contig_1	1558690	1558935	-	LLMDKN_003443	9.3	8.1		
contig_1	1558926	1559330	-	LLMDKN_003444	14.6	6.2		
contig_1	1559323	1559427	-	LLMDKN_003445	3.7	9.3		
contig_1	1559438	1559683	-	LLMDKN_003446	8.9	5.6	PF00742.24|Homoserine_dh	PFAM:PF00742.24
contig_1	1559844	1560692	-	LLMDKN_003447	31.0	8.6	PF00742.24|Homoserine_dh, PF03447.22|NAD_binding_3, PF13840.12|ACT_7, PF22468.2|ACT_9	PFAM:PF00742.24, PFAM:PF03447.22, PFAM:PF13840.12, PFAM:PF22468.2
contig_1	1560680	1560871	-	LLMDKN_003448	7.1	6.2	PF22468.2|ACT_9	PFAM:PF22468.2
contig_1	1560892	1561293	-	LLMDKN_003449	14.0	5.2		
contig_1	1561382	1561651	-	LLMDKN_003450	10.0	8.9		
contig_1	1561669	1561866	-	LLMDKN_003451	6.6	8.1		
contig_1	1562531	1562704	+	LLMDKN_003452	6.4	4.4		
contig_1	1562701	1562907	+	LLMDKN_003453	7.7	9.2		
contig_1	1562979	1563485	+	LLMDKN_003454	18.9	9.2	PF10531.15|SLBB, PF22461.2|SLBB_2	PFAM:PF10531.15, PFAM:PF22461.2
contig_1	1563504	1564400	+	LLMDKN_003455	34.0	5.8		
contig_1	1564418	1565356	+	LLMDKN_003456	35.5	7.6	PF01656.29|CbiA	PFAM:PF01656.29
contig_1	1565621	1565803	+	LLMDKN_003457	6.9	8.8		
contig_1	1565898	1566110	-	LLMDKN_003458	8.2	9.8		
contig_1	1566067	1566228	-	LLMDKN_003459	6.3	6.1		
contig_1	1566216	1566305	-	LLMDKN_003460	3.3	4.7		
contig_1	1567133	1567825	+	LLMDKN_003461	25.4	5.8	PF00004.35|AAA, PF03796.21|DnaB_C, PF06745.19|ATPase, PF13401.12|AAA_22, PF13481.12|AAA_25, PF18073.7|Zn_ribbon_LapB	PFAM:PF00004.35, PFAM:PF03796.21, PFAM:PF06745.19, PFAM:PF13401.12, PFAM:PF13481.12, PFAM:PF18073.7
contig_1	1567831	1568535	+	LLMDKN_003462	26.0	9.2	PF05362.19|Lon_C, PF13541.12|ChlI	PFAM:PF05362.19, PFAM:PF13541.12
contig_1	1568556	1568858	+	LLMDKN_003463	11.3	5.0	PF13366.12|PDDEXK_3	PFAM:PF13366.12
contig_1	1568800	1568931	+	LLMDKN_003464	4.9	9.9	PF13366.12|PDDEXK_3	PFAM:PF13366.12
contig_1	1568891	1569478	+	LLMDKN_003465	22.4	9.5		
contig_1	1569463	1569654	+	LLMDKN_003466	7.1	6.2		
contig_1	1569651	1570088	+	LLMDKN_003467	15.7	10.2		
contig_1	1570027	1570692	+	LLMDKN_003468	25.1	8.6	PF21688.3|FAD-depend_C	PFAM:PF21688.3
contig_1	1570692	1571162	+	LLMDKN_003469	17.4	6.3	PF00196.25|GerE	PFAM:PF00196.25
contig_1	1571452	1572078	+	LLMDKN_003470	23.3	9.8	PF07715.20|Plug	PFAM:PF07715.20
contig_1	1572012	1572173	-	LLMDKN_003471	5.6	4.9		
contig_1	1572300	1573169	+	LLMDKN_003472	33.1	8.9	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	1573111	1573485	+	LLMDKN_003473	14.1	5.0	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	1573496	1573828	+	LLMDKN_003474	12.7	9.7		
contig_1	1574193	1575038	-	LLMDKN_003475	32.4	7.1		
contig_1	1575035	1575253	-	LLMDKN_003476	8.5	8.9		
contig_1	1575344	1575850	-	LLMDKN_003477	19.3	9.5		
contig_1	1575847	1576800	-	LLMDKN_003478	35.1	5.9		
contig_1	1576853	1577182	-	LLMDKN_003479	12.8	4.8		
contig_1	1577949	1578122	+	LLMDKN_003481	6.4	10.4		
contig_1	1578258	1578779	-	LLMDKN_003482	19.0	8.8	PF00155.27|Aminotran_1_2	PFAM:PF00155.27
contig_1	1579680	1579868	-	LLMDKN_003484	6.9	4.4		
contig_1	1579877	1580458	-	LLMDKN_003485	21.4	9.0		
contig_1	1580462	1580749	-	LLMDKN_003486	11.0	4.6		
contig_1	1580761	1581129	-	LLMDKN_003487	14.5	9.7		
contig_1	1581078	1581551	-	LLMDKN_003488	17.9	9.4		
contig_1	1581553	1581834	-	LLMDKN_003489	10.5	7.9		
contig_1	1581910	1582512	-	LLMDKN_003490	22.7	6.8		
contig_1	1582478	1582660	-	LLMDKN_003491	7.4	9.5		
contig_1	1582768	1582869	-	LLMDKN_003492	3.8	4.1		
contig_1	1583941	1584174	+	LLMDKN_003494	8.9	10.3		
contig_1	1584108	1584473	-	LLMDKN_003495	13.7	6.9	PF17415.7|NigD_C	PFAM:PF17415.7
contig_1	1584470	1584706	-	LLMDKN_003496	8.9	6.2	PF12667.13|NigD_N	PFAM:PF12667.13
contig_1	1584687	1584881	-	LLMDKN_003497	7.1	8.9		
contig_1	1585307	1585711	-	LLMDKN_003498	15.1	4.9	PF17829.7|GH115_C	PFAM:PF17829.7
contig_1	1585902	1586195	-	LLMDKN_003499	11.4	8.9		
contig_1	1586180	1586482	-	LLMDKN_003500	12.2	7.8		
contig_1	1586472	1586933	-	LLMDKN_003501	17.3	5.6		
contig_1	1586941	1587330	-	LLMDKN_003502	14.6	9.0		
contig_1	1587508	1587714	-	LLMDKN_003503	8.1	10.0		
contig_1	1587711	1587920	-	LLMDKN_003504	7.9	7.8		
contig_1	1588026	1588202	-	LLMDKN_003505	6.4	8.8		
contig_1	1588199	1588663	-	LLMDKN_003506	17.6	5.0		
contig_1	1588606	1589028	-	LLMDKN_003507	16.2	8.8		
contig_1	1589012	1589260	-	LLMDKN_003508	9.5	5.3		
contig_1	1589205	1589558	-	LLMDKN_003509	13.6	5.7		
contig_1	1589510	1590274	-	LLMDKN_003510	29.5	8.4		
contig_1	1590360	1591145	-	LLMDKN_003511	30.5	7.8	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	1591117	1591938	-	LLMDKN_003512	31.5	4.8	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_1	1592009	1592245	-	LLMDKN_003513	9.0	8.8		
contig_1	1592251	1592616	-	LLMDKN_003514	13.7	6.6		
contig_1	1592686	1592946	-	LLMDKN_003515	10.0	6.6		
contig_1	1592961	1593338	-	LLMDKN_003516	14.1	5.1	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	1593351	1593779	-	LLMDKN_003517	16.0	6.9		
contig_1	1593745	1594044	-	LLMDKN_003518	11.1	4.6		
contig_1	1594055	1594486	-	LLMDKN_003519	15.9	9.6		
contig_1	1594802	1595116	-	LLMDKN_003520	11.2	8.9	PF13620.12|CarboxypepD_reg, PF13715.12|CarbopepD_reg_2	PFAM:PF13620.12, PFAM:PF13715.12
contig_1	1595642	1595986	-	LLMDKN_003521	13.0	5.6		
contig_1	1596003	1596473	-	LLMDKN_003522	17.9	5.1		
contig_1	1596597	1597079	-	LLMDKN_003523	19.0	5.2	PF00196.25|GerE, PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2, PF13412.12|HTH_24	PFAM:PF00196.25, PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18, PFAM:PF13412.12
contig_1	1597472	1597933	-	LLMDKN_003524	17.7	5.2	PF02518.31|HATPase_c	PFAM:PF02518.31
contig_1	1597930	1598079	-	LLMDKN_003525	5.6	9.3		
contig_1	1598048	1598251	-	LLMDKN_003526	7.9	8.0		
contig_1	1598404	1598763	-	LLMDKN_003527	13.3	10.1		
contig_1	1598790	1599278	-	LLMDKN_003528	18.3	9.8		
contig_1	1599292	1599879	-	LLMDKN_003529	22.1	5.2	PF02702.23|KdpD	PFAM:PF02702.23
contig_1	1600006	1600194	-	LLMDKN_003530	7.0	8.8		
contig_1	1600140	1600298	-	LLMDKN_003531	5.9	4.9		
contig_1	1600310	1600699	-	LLMDKN_003532	13.9	9.2		
contig_1	1600755	1601051	-	LLMDKN_003533	10.9	10.4		
contig_1	1601048	1601341	-	LLMDKN_003534	10.9	10.8		
contig_1	1602331	1602555	-	LLMDKN_003536	8.1	10.9		
contig_1	1602528	1603007	-	LLMDKN_003537	16.7	4.4		
contig_1	1603000	1603197	-	LLMDKN_003538	7.3	9.7		
contig_1	1603504	1603719	+	LLMDKN_003539	7.8	8.7		
contig_1	1603617	1603874	-	LLMDKN_003540	9.2	5.2		
contig_1	1603871	1604356	-	LLMDKN_003541	17.5	6.1		
contig_1	1604362	1604970	-	LLMDKN_003542	22.6	8.7		
contig_1	1605559	1605825	-	LLMDKN_003543	10.0	5.6	PF02954.25|HTH_8	PFAM:PF02954.25
contig_1	1605798	1606193	-	LLMDKN_003544	15.3	10.5	PF00158.32|Sigma54_activat, PF14532.12|Sigma54_activ_2	PFAM:PF00158.32, PFAM:PF14532.12
contig_1	1606186	1606719	-	LLMDKN_003545	19.5	9.5	PF00072.30|Response_reg, PF00158.32|Sigma54_activat, PF14532.12|Sigma54_activ_2	PFAM:PF00072.30, PFAM:PF00158.32, PFAM:PF14532.12
contig_1	1606725	1606907	-	LLMDKN_003546	6.8	4.4	PF00072.30|Response_reg	PFAM:PF00072.30
contig_1	1607239	1607499	-	LLMDKN_003547	10.1	6.3		
contig_1	1607584	1607778	-	LLMDKN_003548	7.2	9.9		
contig_1	1607892	1608248	-	LLMDKN_003549	13.8	9.4		
contig_1	1608350	1608451	-	LLMDKN_003550	3.6	4.1		
contig_1	1608442	1608720	-	LLMDKN_003551	11.1	9.6		
contig_1	1608767	1608961	-	LLMDKN_003552	7.2	9.8		
contig_1	1608958	1609119	-	LLMDKN_003553	6.3	9.2		
contig_1	1609159	1609629	-	LLMDKN_003554	18.1	9.7		
contig_1	1610355	1610804	-	LLMDKN_003555	17.1	10.0		
contig_1	1610861	1611223	+	LLMDKN_003556	14.2	7.0		
contig_1	1611313	1611921	+	LLMDKN_003557	22.1	6.2		
contig_1	1611935	1612222	+	LLMDKN_003558	10.8	9.8	PF22468.2|ACT_9	PFAM:PF22468.2
contig_1	1612428	1612532	+	LLMDKN_003559	3.6	10.0		
contig_1	1612495	1612713	+	LLMDKN_003560	8.6	9.3		
contig_1	1612697	1613143	+	LLMDKN_003561	16.3	6.3	PF00070.33|Pyr_redox, PF07992.20|Pyr_redox_2	PFAM:PF00070.33, PFAM:PF07992.20
contig_1	1613140	1613682	+	LLMDKN_003562	19.1	8.0	PF02852.28|Pyr_redox_dim, PF07992.20|Pyr_redox_2	PFAM:PF02852.28, PFAM:PF07992.20
contig_1	1613682	1614287	+	LLMDKN_003563	22.4	7.7	PF00581.25|Rhodanese	PFAM:PF00581.25
contig_1	1614456	1614584	+	LLMDKN_003564	4.6	8.2		
contig_1	1614616	1614780	+	LLMDKN_003565	6.2	10.4		
contig_1	1614768	1614905	+	LLMDKN_003566	5.1	4.1		
contig_1	1615388	1615999	-	LLMDKN_003568	24.4	9.8		
contig_1	1615963	1616136	-	LLMDKN_003569	6.7	9.6		
contig_1	1616078	1616560	-	LLMDKN_003570	18.4	5.5	PF05577.18|Peptidase_S28	PFAM:PF05577.18
contig_1	1616536	1616889	-	LLMDKN_003571	13.6	9.9		
contig_1	1616899	1617369	+	LLMDKN_003572	18.3	4.8	PF13590.11|DUF4136	PFAM:PF13590.11
contig_1	1617378	1617539	+	LLMDKN_003573	5.8	9.7		
contig_1	1617721	1618125	+	LLMDKN_003574	15.3	9.1	PF13505.12|OMP_b-brl	PFAM:PF13505.12
contig_1	1618299	1618916	-	LLMDKN_003575	24.0	6.0		
contig_1	1618962	1619549	-	LLMDKN_003576	22.0	7.7		
contig_1	1619756	1619923	+	LLMDKN_003577	6.2	10.4		
contig_1	1619884	1620195	-	LLMDKN_003578	12.2	5.0	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	1620159	1620656	-	LLMDKN_003579	18.8	8.4	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	1620614	1621174	-	LLMDKN_003580	21.6	7.7	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	1621140	1621898	-	LLMDKN_003581	29.2	5.9	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_1	1621844	1622371	-	LLMDKN_003582	19.9	9.0		
contig_1	1622368	1622883	-	LLMDKN_003583	19.4	9.3		
