locus_tag	ftype	length_bp	gene	EC_number	COG	product
LAGGGMOH_01145	gene	342				
LAGGGMOH_01145	CDS	342				hypothetical protein
LAGGGMOH_01146	gene	2421				
LAGGGMOH_01146	CDS	2421				hypothetical protein
LAGGGMOH_01147	gene	522				
LAGGGMOH_01147	CDS	522				hypothetical protein
LAGGGMOH_01148	gene	774				
LAGGGMOH_01148	CDS	774				hypothetical protein
LAGGGMOH_01149	gene	642				
LAGGGMOH_01149	CDS	642				hypothetical protein
LAGGGMOH_01150	gene	981				
LAGGGMOH_01150	CDS	981				hypothetical protein
LAGGGMOH_01151	gene	456				
LAGGGMOH_01151	CDS	456				hypothetical protein
LAGGGMOH_01152	gene	189				
LAGGGMOH_01152	CDS	189				hypothetical protein
LAGGGMOH_01153	gene	444				
LAGGGMOH_01153	CDS	444				hypothetical protein
LAGGGMOH_01154	gene	1155				
LAGGGMOH_01154	CDS	1155				hypothetical protein
LAGGGMOH_01155	gene	552				
LAGGGMOH_01155	CDS	552				hypothetical protein
LAGGGMOH_01156	gene	342				
LAGGGMOH_01156	CDS	342				hypothetical protein
LAGGGMOH_01157	gene	309				
LAGGGMOH_01157	CDS	309				hypothetical protein
LAGGGMOH_01158	gene	1584				
LAGGGMOH_01158	CDS	1584				hypothetical protein
LAGGGMOH_01159	gene	1845				
LAGGGMOH_01159	CDS	1845				hypothetical protein
LAGGGMOH_01160	gene	279				
LAGGGMOH_01160	CDS	279				hypothetical protein
LAGGGMOH_01161	gene	798	soj_2			
LAGGGMOH_01161	CDS	798	soj_2	3.6.4.-	COG1192	Sporulation initiation inhibitor protein Soj
LAGGGMOH_01162	gene	141				
LAGGGMOH_01162	CDS	141				hypothetical protein
LAGGGMOH_01163	gene	243				
LAGGGMOH_01163	CDS	243				hypothetical protein
LAGGGMOH_01164	gene	942				
LAGGGMOH_01164	CDS	942				hypothetical protein
LAGGGMOH_01165	gene	1080	cbh			
LAGGGMOH_01165	CDS	1080	cbh	2.3.1.-		Bile salt hydrolase/transferase
LAGGGMOH_01166	gene	285				
LAGGGMOH_01166	CDS	285				hypothetical protein
LAGGGMOH_01167	gene	1560				
LAGGGMOH_01167	CDS	1560				hypothetical protein
LAGGGMOH_01168	gene	1638				
LAGGGMOH_01168	CDS	1638			COG0561	SusD-like protein
LAGGGMOH_01169	gene	3384				
LAGGGMOH_01169	CDS	3384			COG4771	TonB-dependent receptor P3
LAGGGMOH_01170	gene	957				
LAGGGMOH_01170	CDS	957				hypothetical protein
LAGGGMOH_01171	gene	588				
LAGGGMOH_01171	CDS	588				hypothetical protein
LAGGGMOH_01172	gene	144				
LAGGGMOH_01172	CDS	144				hypothetical protein
LAGGGMOH_01173	gene	405				
LAGGGMOH_01173	CDS	405				hypothetical protein
LAGGGMOH_01174	gene	1317				
LAGGGMOH_01174	CDS	1317				hypothetical protein
LAGGGMOH_01175	gene	3081				
LAGGGMOH_01175	CDS	3081				hypothetical protein
LAGGGMOH_01176	gene	354				
LAGGGMOH_01176	CDS	354				hypothetical protein
LAGGGMOH_01177	gene	1605				
LAGGGMOH_01177	CDS	1605				hypothetical protein
LAGGGMOH_01178	gene	951				
LAGGGMOH_01178	CDS	951				hypothetical protein
LAGGGMOH_01179	gene	549				
LAGGGMOH_01179	CDS	549				hypothetical protein
LAGGGMOH_01180	gene	945				
LAGGGMOH_01180	CDS	945				hypothetical protein
LAGGGMOH_01181	gene	243				
LAGGGMOH_01181	CDS	243				hypothetical protein
LAGGGMOH_01182	gene	216				
LAGGGMOH_01182	CDS	216				hypothetical protein
LAGGGMOH_01183	gene	270				
LAGGGMOH_01183	CDS	270				hypothetical protein
LAGGGMOH_01184	gene	222				
LAGGGMOH_01184	CDS	222				hypothetical protein
LAGGGMOH_01185	gene	1644				
LAGGGMOH_01185	CDS	1644				hypothetical protein
LAGGGMOH_01186	gene	843				
LAGGGMOH_01186	CDS	843				IS21 family transposase ISBf2
LAGGGMOH_01187	gene	918				
LAGGGMOH_01187	CDS	918				hypothetical protein
LAGGGMOH_01188	gene	429	vsr			
LAGGGMOH_01188	CDS	429	vsr	3.1.-.-	COG3727	DNA mismatch endonuclease Vsr
LAGGGMOH_01189	gene	756				
LAGGGMOH_01189	CDS	756				hypothetical protein
LAGGGMOH_01190	gene	1323				
LAGGGMOH_01190	CDS	1323				hypothetical protein
LAGGGMOH_01191	gene	2103				
LAGGGMOH_01191	CDS	2103				hypothetical protein
LAGGGMOH_01192	gene	1257	drmMII			
LAGGGMOH_01192	CDS	1257	drmMII	2.1.1.37		Type II methyltransferase M.Bpa9945I
LAGGGMOH_01193	gene	918				
LAGGGMOH_01193	CDS	918				hypothetical protein
LAGGGMOH_01194	gene	585				
LAGGGMOH_01194	CDS	585				hypothetical protein
LAGGGMOH_01195	gene	333				
LAGGGMOH_01195	CDS	333				hypothetical protein
LAGGGMOH_01196	gene	228				
LAGGGMOH_01196	CDS	228				hypothetical protein
LAGGGMOH_01197	gene	651	ptkA			
LAGGGMOH_01197	CDS	651	ptkA	2.7.10.-	COG0546	Tyrosine-protein kinase PtkA
LAGGGMOH_01198	gene	606				
LAGGGMOH_01198	CDS	606		2.3.1.-		Putative acetyltransferase
LAGGGMOH_01199	gene	510	nfrA2_1			
LAGGGMOH_01199	CDS	510	nfrA2_1	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
LAGGGMOH_01200	gene	843	btr_2			
LAGGGMOH_01200	CDS	843	btr_2		COG0614	HTH-type transcriptional activator Btr
LAGGGMOH_01201	gene	315				
LAGGGMOH_01201	CDS	315				hypothetical protein
LAGGGMOH_01202	gene	294				
LAGGGMOH_01202	CDS	294				hypothetical protein
LAGGGMOH_01203	gene	294				
LAGGGMOH_01203	CDS	294				hypothetical protein
LAGGGMOH_01204	gene	1221	xerC_11			
LAGGGMOH_01204	CDS	1221	xerC_11			Tyrosine recombinase XerC
LAGGGMOH_01205	gene	74				
LAGGGMOH_01205	tRNA	74				tRNA-Lys(ttt)
LAGGGMOH_01206	gene	1659	ettA_2			
LAGGGMOH_01206	CDS	1659	ettA_2	3.6.1.-	COG0488	Energy-dependent translational throttle protein EttA
LAGGGMOH_01207	gene	2790	btuB_4			
LAGGGMOH_01207	CDS	2790	btuB_4			Vitamin B12 transporter BtuB
LAGGGMOH_01208	gene	1884				
LAGGGMOH_01208	CDS	1884				hypothetical protein
LAGGGMOH_01209	gene	1086				
LAGGGMOH_01209	CDS	1086				hypothetical protein
LAGGGMOH_01210	gene	2688	rcsC_9			
LAGGGMOH_01210	CDS	2688	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
LAGGGMOH_01211	gene	1206				
LAGGGMOH_01211	CDS	1206				hypothetical protein
LAGGGMOH_01212	gene	858				
LAGGGMOH_01212	CDS	858				hypothetical protein
LAGGGMOH_01213	gene	912	glyD			
LAGGGMOH_01213	CDS	912	glyD		COG1442	Glycosyltransferase GlyD
LAGGGMOH_01214	gene	1161	mshA_3			
LAGGGMOH_01214	CDS	1161	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LAGGGMOH_01215	gene	1116				
LAGGGMOH_01215	CDS	1116				hypothetical protein
LAGGGMOH_01216	gene	1461	tuaB_2			
LAGGGMOH_01216	CDS	1461	tuaB_2		COG2244	Teichuronic acid biosynthesis protein TuaB
LAGGGMOH_01217	gene	945	epsH			
LAGGGMOH_01217	CDS	945	epsH	2.4.-.-	COG1216	Putative glycosyltransferase EpsH
LAGGGMOH_01218	gene	1212				
LAGGGMOH_01218	CDS	1212				hypothetical protein
LAGGGMOH_01219	gene	891				
LAGGGMOH_01219	CDS	891				hypothetical protein
LAGGGMOH_01220	gene	1359				
LAGGGMOH_01220	CDS	1359				hypothetical protein
LAGGGMOH_01221	gene	2220				
LAGGGMOH_01221	CDS	2220				hypothetical protein
LAGGGMOH_01222	gene	750				
LAGGGMOH_01222	CDS	750				hypothetical protein
LAGGGMOH_01223	gene	1191				
LAGGGMOH_01223	CDS	1191				hypothetical protein
LAGGGMOH_01224	gene	1479	pepE_1			
LAGGGMOH_01224	CDS	1479	pepE_1	3.4.22.-	COG3579	Aminopeptidase E
LAGGGMOH_01225	gene	1353	nqrA			
LAGGGMOH_01225	CDS	1353	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
LAGGGMOH_01226	gene	1179	nqrB			
LAGGGMOH_01226	CDS	1179	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
LAGGGMOH_01227	gene	678	nqrC			
LAGGGMOH_01227	CDS	678	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
LAGGGMOH_01228	gene	633	nqrD			
LAGGGMOH_01228	CDS	633	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
LAGGGMOH_01229	gene	627	nqrE			
LAGGGMOH_01229	CDS	627	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
LAGGGMOH_01230	gene	1272	nqrF			
LAGGGMOH_01230	CDS	1272	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
LAGGGMOH_01231	gene	1125				
LAGGGMOH_01231	CDS	1125				hypothetical protein
LAGGGMOH_01232	gene	1320	dbpA			
LAGGGMOH_01232	CDS	1320	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
LAGGGMOH_01233	gene	1068	serC			
LAGGGMOH_01233	CDS	1068	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
LAGGGMOH_01234	gene	921				
LAGGGMOH_01234	CDS	921		1.1.1.81	COG1052	Hydroxypyruvate reductase
LAGGGMOH_01235	gene	1248				
LAGGGMOH_01235	CDS	1248				hypothetical protein
LAGGGMOH_01236	gene	402	mip_1			
LAGGGMOH_01236	CDS	402	mip_1	5.2.1.8	COG0545	Outer membrane protein MIP
LAGGGMOH_01237	gene	618				
LAGGGMOH_01237	CDS	618				hypothetical protein
LAGGGMOH_01238	gene	1089				
LAGGGMOH_01238	CDS	1089				hypothetical protein
LAGGGMOH_01239	gene	573	fbiB			
LAGGGMOH_01239	CDS	573	fbiB	1.3.8.17		Bifunctional F420 biosynthesis protein FbiB
LAGGGMOH_01240	gene	2850	gcvP			
LAGGGMOH_01240	CDS	2850	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
LAGGGMOH_01241	gene	639	gloC			
LAGGGMOH_01241	CDS	639	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
LAGGGMOH_01242	gene	675	rsmG			
LAGGGMOH_01242	CDS	675	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
LAGGGMOH_01243	gene	855				
LAGGGMOH_01243	CDS	855				hypothetical protein
LAGGGMOH_01244	gene	390				
LAGGGMOH_01244	CDS	390				hypothetical protein
LAGGGMOH_01245	gene	2217	btuB_5			
LAGGGMOH_01245	CDS	2217	btuB_5			Vitamin B12 transporter BtuB
LAGGGMOH_01246	gene	312				
LAGGGMOH_01246	CDS	312				hypothetical protein
LAGGGMOH_01247	gene	2211	pacS			
LAGGGMOH_01247	CDS	2211	pacS	7.2.2.8	COG2217	putative copper-transporting ATPase PacS
LAGGGMOH_01248	gene	867	rhaS_3			
LAGGGMOH_01248	CDS	867	rhaS_3			HTH-type transcriptional activator RhaS
LAGGGMOH_01249	gene	666	lipB			
LAGGGMOH_01249	CDS	666	lipB	2.3.1.181	COG0321	Octanoyltransferase
LAGGGMOH_01250	gene	873				
LAGGGMOH_01250	CDS	873				hypothetical protein
LAGGGMOH_01251	gene	1989				
LAGGGMOH_01251	CDS	1989				hypothetical protein
LAGGGMOH_01252	gene	396				
LAGGGMOH_01252	CDS	396				hypothetical protein
LAGGGMOH_01253	gene	1320	sasA_4			
LAGGGMOH_01253	CDS	1320	sasA_4	2.7.13.3		Adaptive-response sensory-kinase SasA
LAGGGMOH_01254	gene	1371	atoC_2			
LAGGGMOH_01254	CDS	1371	atoC_2		COG2204	Regulatory protein AtoC
LAGGGMOH_01255	gene	1347				
LAGGGMOH_01255	CDS	1347				hypothetical protein
LAGGGMOH_01256	gene	2418				
LAGGGMOH_01256	CDS	2418				hypothetical protein
LAGGGMOH_01257	gene	675	yknY_4			
LAGGGMOH_01257	CDS	675	yknY_4	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
LAGGGMOH_01258	gene	159				
LAGGGMOH_01258	CDS	159				hypothetical protein
LAGGGMOH_01259	gene	600				
LAGGGMOH_01259	CDS	600				hypothetical protein
LAGGGMOH_01260	gene	606	engB			
LAGGGMOH_01260	CDS	606	engB		COG0218	putative GTP-binding protein EngB
LAGGGMOH_01261	gene	1446				
LAGGGMOH_01261	CDS	1446				hypothetical protein
LAGGGMOH_01262	gene	258				
LAGGGMOH_01262	CDS	258				hypothetical protein
LAGGGMOH_01263	gene	516				
LAGGGMOH_01263	CDS	516				hypothetical protein
LAGGGMOH_01264	gene	411				
LAGGGMOH_01264	CDS	411				hypothetical protein
LAGGGMOH_01265	gene	618	recR			
LAGGGMOH_01265	CDS	618	recR		COG0353	Recombination protein RecR
LAGGGMOH_01266	gene	450				
LAGGGMOH_01266	CDS	450				hypothetical protein
LAGGGMOH_01267	gene	537	speG			
LAGGGMOH_01267	CDS	537	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
LAGGGMOH_01268	gene	591				
LAGGGMOH_01268	CDS	591				hypothetical protein
LAGGGMOH_01269	gene	1317	dapL_1			
LAGGGMOH_01269	CDS	1317	dapL_1	2.6.1.83		LL-diaminopimelate aminotransferase
LAGGGMOH_01270	gene	75				
LAGGGMOH_01270	tRNA	75				tRNA-Asp(gtc)
LAGGGMOH_01271	gene	102				
LAGGGMOH_01271	CDS	102				hypothetical protein
LAGGGMOH_01272	gene	153				
LAGGGMOH_01272	CDS	153				hypothetical protein
LAGGGMOH_01273	gene	171				
LAGGGMOH_01273	CDS	171				hypothetical protein
LAGGGMOH_01274	gene	441				
LAGGGMOH_01274	CDS	441				hypothetical protein
LAGGGMOH_01275	gene	237				
LAGGGMOH_01275	CDS	237				hypothetical protein
LAGGGMOH_01276	gene	579				
LAGGGMOH_01276	CDS	579				hypothetical protein
LAGGGMOH_01277	gene	1017				
LAGGGMOH_01277	CDS	1017				hypothetical protein
LAGGGMOH_01278	gene	3513				
LAGGGMOH_01278	CDS	3513			COG4771	TonB-dependent receptor P3
LAGGGMOH_01279	gene	2013				
LAGGGMOH_01279	CDS	2013				hypothetical protein
LAGGGMOH_01280	gene	1533	atsA_1			
LAGGGMOH_01280	CDS	1533	atsA_1	3.1.6.1		Arylsulfatase
LAGGGMOH_01281	gene	2688	lacZ_6			
LAGGGMOH_01281	CDS	2688	lacZ_6	3.2.1.23		Beta-galactosidase
LAGGGMOH_01282	gene	1575	atsA_2			
LAGGGMOH_01282	CDS	1575	atsA_2	3.1.6.1		Arylsulfatase
LAGGGMOH_01283	gene	534				
LAGGGMOH_01283	CDS	534				hypothetical protein
LAGGGMOH_01284	gene	282				
LAGGGMOH_01284	CDS	282				hypothetical protein
LAGGGMOH_01285	gene	339				
LAGGGMOH_01285	CDS	339				hypothetical protein
LAGGGMOH_01286	gene	438				
LAGGGMOH_01286	CDS	438				hypothetical protein
LAGGGMOH_01287	gene	468	decR			
LAGGGMOH_01287	CDS	468	decR		COG1522	DNA-binding transcriptional activator DecR
LAGGGMOH_01288	gene	324				
LAGGGMOH_01288	CDS	324				hypothetical protein
LAGGGMOH_01289	gene	849				
LAGGGMOH_01289	CDS	849				hypothetical protein
LAGGGMOH_01290	gene	396				
LAGGGMOH_01290	CDS	396				hypothetical protein
LAGGGMOH_01291	gene	1305				
LAGGGMOH_01291	CDS	1305				hypothetical protein
LAGGGMOH_01292	gene	546	ybdM_1			
LAGGGMOH_01292	CDS	546	ybdM_1		COG1475	putative protein YbdM
LAGGGMOH_01293	gene	1713				
LAGGGMOH_01293	CDS	1713				hypothetical protein
LAGGGMOH_01294	gene	1086				
LAGGGMOH_01294	CDS	1086				ISL3 family transposase ISAcma23
LAGGGMOH_01295	gene	567				
LAGGGMOH_01295	CDS	567				hypothetical protein
LAGGGMOH_01296	gene	1452				
LAGGGMOH_01296	CDS	1452				hypothetical protein
LAGGGMOH_01297	gene	1560				
LAGGGMOH_01297	CDS	1560				hypothetical protein
LAGGGMOH_01298	gene	981				
LAGGGMOH_01298	CDS	981				hypothetical protein
LAGGGMOH_01299	gene	969				
LAGGGMOH_01299	CDS	969				hypothetical protein
LAGGGMOH_01300	gene	984				
LAGGGMOH_01300	CDS	984				hypothetical protein
LAGGGMOH_01301	gene	318				
LAGGGMOH_01301	CDS	318				hypothetical protein
LAGGGMOH_01302	gene	939	UXNAcS_2			
LAGGGMOH_01302	CDS	939	UXNAcS_2	4.1.1.128	COG0451	UDP-N-acetyl-alpha-D-glucosaminuronate decarboxylase
LAGGGMOH_01303	gene	1128	rcsC_10			
LAGGGMOH_01303	CDS	1128	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
LAGGGMOH_01304	gene	2874				
LAGGGMOH_01304	CDS	2874				hypothetical protein
LAGGGMOH_01305	gene	3174	recB			
LAGGGMOH_01305	CDS	3174	recB	5.6.2.4		RecBCD enzyme subunit RecB
LAGGGMOH_01306	gene	1578				
LAGGGMOH_01306	CDS	1578				hypothetical protein
LAGGGMOH_01307	gene	2640				
LAGGGMOH_01307	CDS	2640				hypothetical protein
LAGGGMOH_01308	gene	3306	susC_8			
LAGGGMOH_01308	CDS	3306	susC_8		COG1629	TonB-dependent receptor SusC
LAGGGMOH_01309	gene	1332				
LAGGGMOH_01309	CDS	1332			COG0702	SusD-like protein P38
LAGGGMOH_01310	gene	1140	xerC_12			
LAGGGMOH_01310	CDS	1140	xerC_12			Tyrosine recombinase XerC
LAGGGMOH_01311	gene	585				
LAGGGMOH_01311	CDS	585				hypothetical protein
LAGGGMOH_01312	gene	300				
LAGGGMOH_01312	CDS	300				hypothetical protein
LAGGGMOH_01313	gene	354				
LAGGGMOH_01313	CDS	354				hypothetical protein
LAGGGMOH_01314	gene	369				
LAGGGMOH_01314	CDS	369				hypothetical protein
LAGGGMOH_01315	gene	558				
LAGGGMOH_01315	CDS	558				hypothetical protein
LAGGGMOH_01316	gene	345				
LAGGGMOH_01316	CDS	345				hypothetical protein
LAGGGMOH_01317	gene	765				
LAGGGMOH_01317	CDS	765				hypothetical protein
LAGGGMOH_01318	gene	531	darG			
LAGGGMOH_01318	CDS	531	darG	3.2.2.-		DNA ADP-ribosyl glycohydrolase
LAGGGMOH_01319	gene	405				
LAGGGMOH_01319	CDS	405				hypothetical protein
LAGGGMOH_01320	gene	222				
LAGGGMOH_01320	CDS	222				hypothetical protein
LAGGGMOH_01321	gene	513				
LAGGGMOH_01321	CDS	513				hypothetical protein
LAGGGMOH_01322	gene	534				
LAGGGMOH_01322	CDS	534				hypothetical protein
LAGGGMOH_01323	gene	489				
LAGGGMOH_01323	CDS	489				hypothetical protein
LAGGGMOH_01324	gene	534				
LAGGGMOH_01324	CDS	534				hypothetical protein
LAGGGMOH_01325	gene	309				
LAGGGMOH_01325	CDS	309				hypothetical protein
LAGGGMOH_01326	gene	162				
LAGGGMOH_01326	CDS	162				hypothetical protein
LAGGGMOH_01327	gene	852	rhaS_4			
LAGGGMOH_01327	CDS	852	rhaS_4			HTH-type transcriptional activator RhaS
LAGGGMOH_01328	gene	1371	viaA			
LAGGGMOH_01328	CDS	1371	viaA			Regulatory protein ViaA
LAGGGMOH_01329	gene	1575	ravA			
LAGGGMOH_01329	CDS	1575	ravA	3.6.1.-		Regulatory ATPase RavA
LAGGGMOH_01330	gene	783				
LAGGGMOH_01330	CDS	783				hypothetical protein
LAGGGMOH_01331	gene	384				
LAGGGMOH_01331	CDS	384				hypothetical protein
LAGGGMOH_01332	gene	1665	fadD3_1			
LAGGGMOH_01332	CDS	1665	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
LAGGGMOH_01333	gene	1467	nhaP2			
LAGGGMOH_01333	CDS	1467	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
LAGGGMOH_01334	gene	1185	pyrP			
LAGGGMOH_01334	CDS	1185	pyrP		COG2233	Uracil permease
LAGGGMOH_01335	gene	1632	hcp			
LAGGGMOH_01335	CDS	1632	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
LAGGGMOH_01336	gene	666	anr			
LAGGGMOH_01336	CDS	666	anr		COG0664	Transcriptional activator protein Anr
LAGGGMOH_01337	gene	1314	sasA_5			
LAGGGMOH_01337	CDS	1314	sasA_5	2.7.13.3		Adaptive-response sensory-kinase SasA
LAGGGMOH_01338	gene	1332	zraR_2			
LAGGGMOH_01338	CDS	1332	zraR_2			Transcriptional regulatory protein ZraR
LAGGGMOH_01339	gene	711				
LAGGGMOH_01339	CDS	711				hypothetical protein
LAGGGMOH_01340	gene	810				
LAGGGMOH_01340	CDS	810				hypothetical protein
LAGGGMOH_01341	gene	2295				
LAGGGMOH_01341	CDS	2295				hypothetical protein
LAGGGMOH_01342	gene	675	yknY_5			
LAGGGMOH_01342	CDS	675	yknY_5	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
LAGGGMOH_01343	gene	2310				
LAGGGMOH_01343	CDS	2310				hypothetical protein
LAGGGMOH_01344	gene	2295				
LAGGGMOH_01344	CDS	2295				hypothetical protein
LAGGGMOH_01345	gene	675	yknY_6			
LAGGGMOH_01345	CDS	675	yknY_6	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
LAGGGMOH_01346	gene	2310				
LAGGGMOH_01346	CDS	2310				hypothetical protein
LAGGGMOH_01347	gene	1365	mepA_2			
LAGGGMOH_01347	CDS	1365	mepA_2		COG0534	Multidrug export protein MepA
LAGGGMOH_01348	gene	657	ppaX			
LAGGGMOH_01348	CDS	657	ppaX	3.6.1.1		Pyrophosphatase PpaX
LAGGGMOH_01349	gene	996	pyrD_1			
LAGGGMOH_01349	CDS	996	pyrD_1	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
LAGGGMOH_01350	gene	729	axeA1			
LAGGGMOH_01350	CDS	729	axeA1	3.1.1.72	COG0657	Acetylxylan esterase
LAGGGMOH_01351	gene	822	panB			
LAGGGMOH_01351	CDS	822	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
LAGGGMOH_01352	gene	1167				
LAGGGMOH_01352	CDS	1167				hypothetical protein
LAGGGMOH_01353	gene	387	dgkA			
LAGGGMOH_01353	CDS	387	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
LAGGGMOH_01354	gene	2214	relA			
LAGGGMOH_01354	CDS	2214	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
LAGGGMOH_01355	gene	1518				
LAGGGMOH_01355	CDS	1518				hypothetical protein
LAGGGMOH_01356	gene	246				
LAGGGMOH_01356	CDS	246				hypothetical protein
LAGGGMOH_01357	gene	1167	purT			
LAGGGMOH_01357	CDS	1167	purT	6.3.1.21	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
LAGGGMOH_01358	gene	1518	atpD_1			
LAGGGMOH_01358	CDS	1518	atpD_1	7.1.2.2	COG0055	ATP synthase subunit beta
LAGGGMOH_01359	gene	246	atpC			
LAGGGMOH_01359	CDS	246	atpC		COG0355	ATP synthase epsilon chain
LAGGGMOH_01360	gene	429				
LAGGGMOH_01360	CDS	429				hypothetical protein
LAGGGMOH_01361	gene	1152	atpB			
LAGGGMOH_01361	CDS	1152	atpB			ATP synthase subunit a
LAGGGMOH_01362	gene	258	atpH_1			
LAGGGMOH_01362	CDS	258	atpH_1			ATP synthase subunit c
LAGGGMOH_01363	gene	498	atpF			
LAGGGMOH_01363	CDS	498	atpF			ATP synthase subunit b
LAGGGMOH_01364	gene	540	atpH_2			
LAGGGMOH_01364	CDS	540	atpH_2		COG0712	ATP synthase subunit delta
LAGGGMOH_01365	gene	1584	atpA_1			
LAGGGMOH_01365	CDS	1584	atpA_1	7.1.2.2	COG0056	ATP synthase subunit alpha
LAGGGMOH_01366	gene	873	atpG			
LAGGGMOH_01366	CDS	873	atpG		COG0224	ATP synthase gamma chain
LAGGGMOH_01367	gene	2541	recD			
LAGGGMOH_01367	CDS	2541	recD	5.6.2.3		RecBCD enzyme subunit RecD
LAGGGMOH_01368	gene	357	trxA_1			
LAGGGMOH_01368	CDS	357	trxA_1		COG3118	Thioredoxin 1
LAGGGMOH_01369	gene	1263				
LAGGGMOH_01369	CDS	1263				hypothetical protein
LAGGGMOH_01370	gene	1089	mdtA_2			
LAGGGMOH_01370	CDS	1089	mdtA_2			Multidrug resistance protein MdtA
LAGGGMOH_01371	gene	3126	czcA_1			
LAGGGMOH_01371	CDS	3126	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
LAGGGMOH_01372	gene	675	cusR_1			
LAGGGMOH_01372	CDS	675	cusR_1		COG0745	Transcriptional regulatory protein CusR
LAGGGMOH_01373	gene	1338	sasA_6			
LAGGGMOH_01373	CDS	1338	sasA_6	2.7.13.3		Adaptive-response sensory-kinase SasA
LAGGGMOH_01374	gene	675				
LAGGGMOH_01374	CDS	675				hypothetical protein
LAGGGMOH_01375	gene	1746				
LAGGGMOH_01375	CDS	1746				hypothetical protein
LAGGGMOH_01376	gene	705	cobI			
LAGGGMOH_01376	CDS	705	cobI	2.1.1.130		Precorrin-2 C(20)-methyltransferase
LAGGGMOH_01377	gene	1149				
LAGGGMOH_01377	CDS	1149				hypothetical protein
LAGGGMOH_01378	gene	1038	hmuU_2			
LAGGGMOH_01378	CDS	1038	hmuU_2		COG0609	Hemin transport system permease protein HmuU
LAGGGMOH_01379	gene	1005	btuD			
LAGGGMOH_01379	CDS	1005	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LAGGGMOH_01380	gene	894	rmlD_2			
LAGGGMOH_01380	CDS	894	rmlD_2	1.1.1.133		dTDP-4-dehydrorhamnose reductase
LAGGGMOH_01381	gene	522				
LAGGGMOH_01381	CDS	522				hypothetical protein
LAGGGMOH_01382	gene	168				
LAGGGMOH_01382	CDS	168				hypothetical protein
LAGGGMOH_01383	gene	162				
LAGGGMOH_01383	CDS	162				hypothetical protein
LAGGGMOH_01384	gene	696	trcR			
LAGGGMOH_01384	CDS	696	trcR		COG0745	Transcriptional regulatory protein TrcR
LAGGGMOH_01385	gene	1578	sasA_7			
LAGGGMOH_01385	CDS	1578	sasA_7	2.7.13.3		Adaptive-response sensory-kinase SasA
LAGGGMOH_01386	gene	129				
LAGGGMOH_01386	CDS	129				hypothetical protein
LAGGGMOH_01387	gene	804	lexA			
LAGGGMOH_01387	CDS	804	lexA	3.4.21.88		LexA repressor
LAGGGMOH_01388	gene	1269	umuC			
LAGGGMOH_01388	CDS	1269	umuC		COG0389	Protein UmuC
LAGGGMOH_01389	gene	1155				
LAGGGMOH_01389	CDS	1155				hypothetical protein
LAGGGMOH_01390	gene	2166				
LAGGGMOH_01390	CDS	2166				hypothetical protein
LAGGGMOH_01391	gene	204				
LAGGGMOH_01391	CDS	204				hypothetical protein
LAGGGMOH_01392	gene	735				
LAGGGMOH_01392	CDS	735				hypothetical protein
LAGGGMOH_01393	gene	276				
LAGGGMOH_01393	CDS	276				hypothetical protein
LAGGGMOH_01394	gene	306				
LAGGGMOH_01394	CDS	306				hypothetical protein
LAGGGMOH_01395	gene	303				
LAGGGMOH_01395	CDS	303				hypothetical protein
LAGGGMOH_01396	gene	615				
LAGGGMOH_01396	CDS	615				hypothetical protein
LAGGGMOH_01397	gene	354				
LAGGGMOH_01397	CDS	354				hypothetical protein
LAGGGMOH_01398	gene	2349				
