locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFOHMJLD_01012	gene	2859	glgB_1			
IFOHMJLD_01012	CDS	2859	glgB_1	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
IFOHMJLD_01013	gene	1599				
IFOHMJLD_01013	CDS	1599				hypothetical protein
IFOHMJLD_01014	gene	1620	susD			
IFOHMJLD_01014	CDS	1620	susD		COG3637	Starch-binding protein SusD
IFOHMJLD_01015	gene	3009	susC_5			
IFOHMJLD_01015	CDS	3009	susC_5		COG1629	TonB-dependent receptor SusC
IFOHMJLD_01016	gene	1011	cytR			
IFOHMJLD_01016	CDS	1011	cytR		COG1609	HTH-type transcriptional repressor CytR
IFOHMJLD_01017	gene	1317				
IFOHMJLD_01017	CDS	1317				hypothetical protein
IFOHMJLD_01018	gene	2334				
IFOHMJLD_01018	CDS	2334				hypothetical protein
IFOHMJLD_01019	gene	2361				
IFOHMJLD_01019	CDS	2361				hypothetical protein
IFOHMJLD_01020	gene	2607				
IFOHMJLD_01020	CDS	2607				hypothetical protein
IFOHMJLD_01021	gene	2421				
IFOHMJLD_01021	CDS	2421				hypothetical protein
IFOHMJLD_01022	gene	1017				
IFOHMJLD_01022	CDS	1017				hypothetical protein
IFOHMJLD_01023	gene	1272				
IFOHMJLD_01023	CDS	1272				hypothetical protein
IFOHMJLD_01024	gene	561				
IFOHMJLD_01024	CDS	561				hypothetical protein
IFOHMJLD_01025	gene	978				
IFOHMJLD_01025	CDS	978				hypothetical protein
IFOHMJLD_01026	gene	900				
IFOHMJLD_01026	CDS	900				hypothetical protein
IFOHMJLD_01027	gene	2118				
IFOHMJLD_01027	CDS	2118				hypothetical protein
IFOHMJLD_01028	gene	246				
IFOHMJLD_01028	CDS	246				hypothetical protein
IFOHMJLD_01029	gene	468				
IFOHMJLD_01029	CDS	468				hypothetical protein
IFOHMJLD_01030	gene	96				
IFOHMJLD_01030	CDS	96				hypothetical protein
IFOHMJLD_01031	gene	2322	malP			
IFOHMJLD_01031	CDS	2322	malP	2.4.1.8		Maltose phosphorylase
IFOHMJLD_01032	gene	1053	ttgD			
IFOHMJLD_01032	CDS	1053	ttgD			Toluene efflux pump periplasmic linker protein TtgD
IFOHMJLD_01033	gene	3036	acrD			
IFOHMJLD_01033	CDS	3036	acrD		COG0841	putative aminoglycoside efflux pump
IFOHMJLD_01034	gene	1275				
IFOHMJLD_01034	CDS	1275				hypothetical protein
IFOHMJLD_01035	gene	1290				
IFOHMJLD_01035	CDS	1290				hypothetical protein
IFOHMJLD_01036	gene	1308				
IFOHMJLD_01036	CDS	1308				hypothetical protein
IFOHMJLD_01037	gene	3705	purL			
IFOHMJLD_01037	CDS	3705	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
IFOHMJLD_01038	gene	3996	rcsC_8			
IFOHMJLD_01038	CDS	3996	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
IFOHMJLD_01039	gene	543	srpC			
IFOHMJLD_01039	CDS	543	srpC		COG2059	putative chromate transport protein
IFOHMJLD_01040	gene	549	chrA			
IFOHMJLD_01040	CDS	549	chrA			Chromate transport protein
IFOHMJLD_01041	gene	1509				
IFOHMJLD_01041	CDS	1509				hypothetical protein
IFOHMJLD_01042	gene	2778	uvrA_1			
IFOHMJLD_01042	CDS	2778	uvrA_1			UvrABC system protein A
IFOHMJLD_01043	gene	483				
IFOHMJLD_01043	CDS	483				hypothetical protein
IFOHMJLD_01044	gene	231				
IFOHMJLD_01044	CDS	231				hypothetical protein
IFOHMJLD_01045	gene	1446				
IFOHMJLD_01045	CDS	1446				hypothetical protein
IFOHMJLD_01046	gene	1518				
IFOHMJLD_01046	CDS	1518				hypothetical protein
IFOHMJLD_01047	gene	2262	rcsC_9			
IFOHMJLD_01047	CDS	2262	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
IFOHMJLD_01048	gene	1182				
IFOHMJLD_01048	CDS	1182				hypothetical protein
IFOHMJLD_01049	gene	1179				
IFOHMJLD_01049	CDS	1179				hypothetical protein
IFOHMJLD_01050	gene	579				
IFOHMJLD_01050	CDS	579				hypothetical protein
IFOHMJLD_01051	gene	528				
IFOHMJLD_01051	CDS	528				hypothetical protein
IFOHMJLD_01052	gene	573				
IFOHMJLD_01052	CDS	573				hypothetical protein
IFOHMJLD_01053	gene	3555				
IFOHMJLD_01053	CDS	3555		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
IFOHMJLD_01054	gene	504				
IFOHMJLD_01054	CDS	504				hypothetical protein
IFOHMJLD_01055	gene	858				
IFOHMJLD_01055	CDS	858				hypothetical protein
IFOHMJLD_01056	gene	825	opuAB			
IFOHMJLD_01056	CDS	825	opuAB		COG4176	Glycine betaine transport system permease protein OpuAB
IFOHMJLD_01057	gene	1227	gbuA			
IFOHMJLD_01057	CDS	1227	gbuA	7.6.2.9		Glycine betaine/carnitine transport ATP-binding protein GbuA
IFOHMJLD_01058	gene	336	atl			
IFOHMJLD_01058	CDS	336	atl		COG3695	DNA base-flipping protein
IFOHMJLD_01059	gene	2724	rcsC_10			
IFOHMJLD_01059	CDS	2724	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
IFOHMJLD_01060	gene	870	pfkB			
IFOHMJLD_01060	CDS	870	pfkB	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
IFOHMJLD_01061	gene	1167				
IFOHMJLD_01061	CDS	1167				hypothetical protein
IFOHMJLD_01062	gene	1869	sacC_1			
IFOHMJLD_01062	CDS	1869	sacC_1	3.2.1.80	COG1621	Levanase
IFOHMJLD_01063	gene	2289				
IFOHMJLD_01063	CDS	2289				hypothetical protein
IFOHMJLD_01064	gene	312				
IFOHMJLD_01064	CDS	312				hypothetical protein
IFOHMJLD_01065	gene	693				
IFOHMJLD_01065	CDS	693				hypothetical protein
IFOHMJLD_01066	gene	294				
IFOHMJLD_01066	CDS	294				hypothetical protein
IFOHMJLD_01067	gene	282				
IFOHMJLD_01067	CDS	282				hypothetical protein
IFOHMJLD_01068	gene	420				
IFOHMJLD_01068	CDS	420				hypothetical protein
IFOHMJLD_01069	gene	3249				
IFOHMJLD_01069	CDS	3249				hypothetical protein
IFOHMJLD_01070	gene	1476	xerC_7			
IFOHMJLD_01070	CDS	1476	xerC_7			Tyrosine recombinase XerC
IFOHMJLD_01071	gene	1353	xerC_8			
IFOHMJLD_01071	CDS	1353	xerC_8			Tyrosine recombinase XerC
IFOHMJLD_01072	gene	294				
IFOHMJLD_01072	CDS	294				hypothetical protein
IFOHMJLD_01073	gene	204				
IFOHMJLD_01073	CDS	204				hypothetical protein
IFOHMJLD_01074	gene	120				
IFOHMJLD_01074	CDS	120				hypothetical protein
IFOHMJLD_01075	gene	1410				
IFOHMJLD_01075	CDS	1410				hypothetical protein
IFOHMJLD_01076	gene	1389				
IFOHMJLD_01076	CDS	1389				hypothetical protein
IFOHMJLD_01077	gene	2769				
IFOHMJLD_01077	CDS	2769				hypothetical protein
IFOHMJLD_01078	gene	486				
IFOHMJLD_01078	CDS	486				hypothetical protein
IFOHMJLD_01079	gene	639				
IFOHMJLD_01079	CDS	639				hypothetical protein
IFOHMJLD_01080	gene	2199	lagD			
IFOHMJLD_01080	CDS	2199	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
IFOHMJLD_01081	gene	516	resA_4			
IFOHMJLD_01081	CDS	516	resA_4			Thiol-disulfide oxidoreductase ResA
IFOHMJLD_01082	gene	174				
IFOHMJLD_01082	CDS	174				hypothetical protein
IFOHMJLD_01083	gene	663				
IFOHMJLD_01083	CDS	663				hypothetical protein
IFOHMJLD_01084	gene	2316				
IFOHMJLD_01084	CDS	2316				hypothetical protein
IFOHMJLD_01085	gene	909				
IFOHMJLD_01085	CDS	909				hypothetical protein
IFOHMJLD_01086	gene	555				
IFOHMJLD_01086	CDS	555				hypothetical protein
IFOHMJLD_01087	gene	957				
IFOHMJLD_01087	CDS	957				hypothetical protein
IFOHMJLD_01088	gene	2421				
IFOHMJLD_01088	CDS	2421				hypothetical protein
IFOHMJLD_01089	gene	804				
IFOHMJLD_01089	CDS	804				hypothetical protein
IFOHMJLD_01090	gene	537				
IFOHMJLD_01090	CDS	537				hypothetical protein
IFOHMJLD_01091	gene	561	flr_1			
IFOHMJLD_01091	CDS	561	flr_1			Flavoredoxin
IFOHMJLD_01092	gene	522				
IFOHMJLD_01092	CDS	522		2.3.1.-		Putative acetyltransferase
IFOHMJLD_01093	gene	702	queG_1			
IFOHMJLD_01093	CDS	702	queG_1	1.17.99.6		Epoxyqueuosine reductase
IFOHMJLD_01094	gene	1128	sbmC			
IFOHMJLD_01094	CDS	1128	sbmC			DNA gyrase inhibitor
IFOHMJLD_01095	gene	435				
IFOHMJLD_01095	CDS	435				hypothetical protein
IFOHMJLD_01096	gene	549	ywqN			
IFOHMJLD_01096	CDS	549	ywqN	1.-.-.-	COG0655	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN
IFOHMJLD_01097	gene	1077	adhc1			
IFOHMJLD_01097	CDS	1077	adhc1	1.1.1.2	COG1064	NADP-dependent alcohol dehydrogenase C 1
IFOHMJLD_01098	gene	1029				
IFOHMJLD_01098	CDS	1029				putative protein
IFOHMJLD_01099	gene	867				
IFOHMJLD_01099	CDS	867				hypothetical protein
IFOHMJLD_01100	gene	1188	patB_1			
IFOHMJLD_01100	CDS	1188	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
IFOHMJLD_01101	gene	2112				
IFOHMJLD_01101	CDS	2112				hypothetical protein
IFOHMJLD_01102	gene	2010	sasA_5			
IFOHMJLD_01102	CDS	2010	sasA_5	2.7.13.3		Adaptive-response sensory-kinase SasA
IFOHMJLD_01103	gene	1722	fhs			
IFOHMJLD_01103	CDS	1722	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
IFOHMJLD_01104	gene	711				
IFOHMJLD_01104	CDS	711				hypothetical protein
IFOHMJLD_01105	gene	1281	glyA			
IFOHMJLD_01105	CDS	1281	glyA	2.1.2.1		Serine hydroxymethyltransferase
IFOHMJLD_01106	gene	729				
IFOHMJLD_01106	CDS	729				hypothetical protein
IFOHMJLD_01107	gene	570	flr_2			
IFOHMJLD_01107	CDS	570	flr_2			Flavoredoxin
IFOHMJLD_01108	gene	462	pyrI			
IFOHMJLD_01108	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
IFOHMJLD_01109	gene	927	pyrB			
IFOHMJLD_01109	CDS	927	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
IFOHMJLD_01110	gene	279				
IFOHMJLD_01110	CDS	279				hypothetical protein
IFOHMJLD_01111	gene	621				
IFOHMJLD_01111	CDS	621				hypothetical protein
IFOHMJLD_01112	gene	918				
IFOHMJLD_01112	CDS	918				hypothetical protein
IFOHMJLD_01113	gene	1380				
IFOHMJLD_01113	CDS	1380				hypothetical protein
IFOHMJLD_01114	gene	957				
IFOHMJLD_01114	CDS	957				hypothetical protein
IFOHMJLD_01115	gene	2172				
IFOHMJLD_01115	CDS	2172				hypothetical protein
IFOHMJLD_01116	gene	951				
IFOHMJLD_01116	CDS	951		1.11.1.-	COG2837	Dye-decolorizing peroxidase
IFOHMJLD_01117	gene	2088				
IFOHMJLD_01117	CDS	2088				hypothetical protein
IFOHMJLD_01118	gene	3270				
IFOHMJLD_01118	CDS	3270			COG4771	TonB-dependent receptor P3
IFOHMJLD_01119	gene	495				
IFOHMJLD_01119	CDS	495				hypothetical protein
IFOHMJLD_01120	gene	96				
IFOHMJLD_01120	CDS	96				hypothetical protein
IFOHMJLD_01121	gene	714				
IFOHMJLD_01121	CDS	714				hypothetical protein
IFOHMJLD_01122	gene	468				
IFOHMJLD_01122	CDS	468				hypothetical protein
IFOHMJLD_01123	gene	2334	mrcA			
IFOHMJLD_01123	CDS	2334	mrcA		COG5009	Penicillin-binding protein 1A
IFOHMJLD_01124	gene	369				
IFOHMJLD_01124	CDS	369				hypothetical protein
IFOHMJLD_01125	gene	759	kdsB			
IFOHMJLD_01125	CDS	759	kdsB	2.7.7.90	COG1212	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
IFOHMJLD_01126	gene	1287				
IFOHMJLD_01126	CDS	1287		3.4.24.-	COG0612	putative zinc protease
IFOHMJLD_01127	gene	1212				
IFOHMJLD_01127	CDS	1212				hypothetical protein
IFOHMJLD_01128	gene	939	prs			
IFOHMJLD_01128	CDS	939	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
IFOHMJLD_01129	gene	4476	sasA_6			
IFOHMJLD_01129	CDS	4476	sasA_6	2.7.13.3		Adaptive-response sensory-kinase SasA
IFOHMJLD_01130	gene	729				
IFOHMJLD_01130	CDS	729				hypothetical protein
IFOHMJLD_01131	gene	1455	abgT			
IFOHMJLD_01131	CDS	1455	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
IFOHMJLD_01132	gene	75				
IFOHMJLD_01132	tRNA	75				tRNA-Arg(tct)
IFOHMJLD_01133	gene	699				
IFOHMJLD_01133	CDS	699				hypothetical protein
IFOHMJLD_01134	gene	738				
IFOHMJLD_01134	CDS	738				hypothetical protein
IFOHMJLD_01135	gene	108				
IFOHMJLD_01135	CDS	108				hypothetical protein
IFOHMJLD_01136	gene	987	menF_1			
IFOHMJLD_01136	CDS	987	menF_1	5.4.4.2		Isochorismate synthase MenF
IFOHMJLD_01137	gene	597				
IFOHMJLD_01137	CDS	597				hypothetical protein
IFOHMJLD_01138	gene	669				
IFOHMJLD_01138	CDS	669				hypothetical protein
IFOHMJLD_01139	gene	2013	glgB_2			
IFOHMJLD_01139	CDS	2013	glgB_2	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
IFOHMJLD_01140	gene	1698	glgE			
IFOHMJLD_01140	CDS	1698	glgE	2.4.99.16		Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
IFOHMJLD_01141	gene	1059	iolW			
IFOHMJLD_01141	CDS	1059	iolW	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolW
IFOHMJLD_01142	gene	801				
IFOHMJLD_01142	CDS	801				hypothetical protein
IFOHMJLD_01143	gene	1209	fsr			
IFOHMJLD_01143	CDS	1209	fsr		COG2223	Fosmidomycin resistance protein
IFOHMJLD_01144	gene	1503	glnA_1			
IFOHMJLD_01144	CDS	1503	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
IFOHMJLD_01145	gene	579				
IFOHMJLD_01145	CDS	579				hypothetical protein
IFOHMJLD_01146	gene	714				
IFOHMJLD_01146	CDS	714		1.-.-.-	COG4221	putative oxidoreductase
IFOHMJLD_01147	gene	594				
IFOHMJLD_01147	CDS	594				hypothetical protein
IFOHMJLD_01148	gene	210				
IFOHMJLD_01148	CDS	210				hypothetical protein
IFOHMJLD_01149	gene	171				
IFOHMJLD_01149	CDS	171				hypothetical protein
IFOHMJLD_01150	gene	870	sucD			
IFOHMJLD_01150	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
IFOHMJLD_01151	gene	1149	sucC			
IFOHMJLD_01151	CDS	1149	sucC	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
IFOHMJLD_01152	gene	888	fabD			
IFOHMJLD_01152	CDS	888	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
IFOHMJLD_01153	gene	834	thiD			
IFOHMJLD_01153	CDS	834	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
IFOHMJLD_01154	gene	129				
IFOHMJLD_01154	CDS	129				hypothetical protein
IFOHMJLD_01155	gene	732				
IFOHMJLD_01155	CDS	732			COG1051	ADPR responsive transcriptional repressor NtrR
IFOHMJLD_01156	gene	1506	xylB			
IFOHMJLD_01156	CDS	1506	xylB	2.7.1.17		Xylulose kinase
IFOHMJLD_01157	gene	1320	xylA			
IFOHMJLD_01157	CDS	1320	xylA	5.3.1.5	COG2115	Xylose isomerase
IFOHMJLD_01158	gene	1449	xylE_1			
IFOHMJLD_01158	CDS	1449	xylE_1		COG0477	D-xylose-proton symporter
IFOHMJLD_01159	gene	1209				
IFOHMJLD_01159	CDS	1209				hypothetical protein
IFOHMJLD_01160	gene	1542				
IFOHMJLD_01160	CDS	1542				hypothetical protein
IFOHMJLD_01161	gene	633	ahpC_1			
IFOHMJLD_01161	CDS	633	ahpC_1	1.11.1.26	COG0450	Alkyl hydroperoxide reductase C
IFOHMJLD_01162	gene	246				
IFOHMJLD_01162	CDS	246				hypothetical protein
IFOHMJLD_01163	gene	1392	ccp			
IFOHMJLD_01163	CDS	1392	ccp	1.11.1.-	COG1858	Cytochrome c peroxidase Ccp
IFOHMJLD_01164	gene	786	ccsA_1			
IFOHMJLD_01164	CDS	786	ccsA_1			Cytochrome c biogenesis protein CcsA
IFOHMJLD_01165	gene	957				
IFOHMJLD_01165	CDS	957				hypothetical protein
IFOHMJLD_01166	gene	1266				
IFOHMJLD_01166	CDS	1266				hypothetical protein
IFOHMJLD_01167	gene	1050	yhiM			
IFOHMJLD_01167	CDS	1050	yhiM			Inner membrane protein YhiM
IFOHMJLD_01168	gene	3426	ileS			
IFOHMJLD_01168	CDS	3426	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
IFOHMJLD_01169	gene	381	dksA			
IFOHMJLD_01169	CDS	381	dksA			RNA polymerase-binding transcription factor DksA
IFOHMJLD_01170	gene	633	lspA			
IFOHMJLD_01170	CDS	633	lspA	3.4.23.36		Lipoprotein signal peptidase
IFOHMJLD_01171	gene	1047				
IFOHMJLD_01171	CDS	1047				hypothetical protein
IFOHMJLD_01172	gene	333				
IFOHMJLD_01172	CDS	333				hypothetical protein
IFOHMJLD_01173	gene	762	rlmP			
IFOHMJLD_01173	CDS	762	rlmP	2.1.1.-	COG0566	23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP
IFOHMJLD_01174	gene	519				
IFOHMJLD_01174	CDS	519				hypothetical protein
IFOHMJLD_01175	gene	2313	bamA_1			
IFOHMJLD_01175	CDS	2313	bamA_1			Outer membrane protein assembly factor BamA
IFOHMJLD_01176	gene	555				
IFOHMJLD_01176	CDS	555				hypothetical protein
IFOHMJLD_01177	gene	438				
IFOHMJLD_01177	CDS	438				hypothetical protein
IFOHMJLD_01178	gene	111				
IFOHMJLD_01178	CDS	111				hypothetical protein
IFOHMJLD_01179	gene	528				
IFOHMJLD_01179	CDS	528				hypothetical protein
IFOHMJLD_01180	gene	74				
IFOHMJLD_01180	tRNA	74				tRNA-Lys(ctt)
IFOHMJLD_01181	gene	1143				
IFOHMJLD_01181	CDS	1143				hypothetical protein
IFOHMJLD_01182	gene	1212	entS			
IFOHMJLD_01182	CDS	1212	entS			Enterobactin exporter EntS
IFOHMJLD_01183	gene	74				
IFOHMJLD_01183	tRNA	74				tRNA-Lys(ctt)
IFOHMJLD_01184	gene	804	yycJ			
IFOHMJLD_01184	CDS	804	yycJ	3.1.11.-	COG1235	Exodeoxyribonuclease YycJ
IFOHMJLD_01185	gene	1389	mdtH			
IFOHMJLD_01185	CDS	1389	mdtH			Multidrug resistance protein MdtH
IFOHMJLD_01186	gene	1407	uxaC			
IFOHMJLD_01186	CDS	1407	uxaC	5.3.1.12	COG1904	Uronate isomerase
IFOHMJLD_01187	gene	537				
IFOHMJLD_01187	CDS	537				hypothetical protein
IFOHMJLD_01188	gene	1062				
IFOHMJLD_01188	CDS	1062				hypothetical protein
IFOHMJLD_01189	gene	549	rfbC_2			
IFOHMJLD_01189	CDS	549	rfbC_2	5.1.3.13		dTDP-4-dehydrorhamnose 3,5-epimerase
IFOHMJLD_01190	gene	1314	tuaD_2			
IFOHMJLD_01190	CDS	1314	tuaD_2	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
IFOHMJLD_01191	gene	822				
IFOHMJLD_01191	CDS	822				hypothetical protein
IFOHMJLD_01192	gene	1257	cshA_1			
IFOHMJLD_01192	CDS	1257	cshA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
IFOHMJLD_01193	gene	1224	serB			
IFOHMJLD_01193	CDS	1224	serB	3.1.3.3		Phosphoserine phosphatase
IFOHMJLD_01194	gene	510	resA_5			
IFOHMJLD_01194	CDS	510	resA_5			Thiol-disulfide oxidoreductase ResA
IFOHMJLD_01195	gene	1098				
IFOHMJLD_01195	CDS	1098				hypothetical protein
IFOHMJLD_01196	gene	1131	tgt			
IFOHMJLD_01196	CDS	1131	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
IFOHMJLD_01197	gene	2469	lon			
IFOHMJLD_01197	CDS	2469	lon	3.4.21.53	COG0466	Lon protease
IFOHMJLD_01198	gene	714	yfiC			
IFOHMJLD_01198	CDS	714	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
IFOHMJLD_01199	gene	252				
IFOHMJLD_01199	CDS	252				hypothetical protein
IFOHMJLD_01200	gene	177				
IFOHMJLD_01200	CDS	177				hypothetical protein
IFOHMJLD_01201	gene	531				
IFOHMJLD_01201	CDS	531				hypothetical protein
IFOHMJLD_01202	gene	366				
IFOHMJLD_01202	CDS	366				hypothetical protein
IFOHMJLD_01203	gene	387				
IFOHMJLD_01203	CDS	387				hypothetical protein
IFOHMJLD_01204	gene	435				
IFOHMJLD_01204	CDS	435				hypothetical protein
IFOHMJLD_01205	gene	567				
IFOHMJLD_01205	CDS	567				hypothetical protein
IFOHMJLD_01206	gene	501				
IFOHMJLD_01206	CDS	501				hypothetical protein
IFOHMJLD_01207	gene	609				
IFOHMJLD_01207	CDS	609				hypothetical protein
IFOHMJLD_01208	gene	201				
IFOHMJLD_01208	CDS	201				hypothetical protein
IFOHMJLD_01209	gene	291				
IFOHMJLD_01209	CDS	291				hypothetical protein
IFOHMJLD_01210	gene	234				
IFOHMJLD_01210	CDS	234				hypothetical protein
IFOHMJLD_01211	gene	450				
IFOHMJLD_01211	CDS	450				hypothetical protein
IFOHMJLD_01212	gene	366				
IFOHMJLD_01212	CDS	366				hypothetical protein
IFOHMJLD_01213	gene	210				
IFOHMJLD_01213	CDS	210				hypothetical protein
IFOHMJLD_01214	gene	447				
IFOHMJLD_01214	CDS	447				hypothetical protein
IFOHMJLD_01215	gene	996				
IFOHMJLD_01215	CDS	996				hypothetical protein
IFOHMJLD_01216	gene	150				
IFOHMJLD_01216	CDS	150				hypothetical protein
IFOHMJLD_01217	gene	195				
IFOHMJLD_01217	CDS	195				hypothetical protein
IFOHMJLD_01218	gene	99				
IFOHMJLD_01218	CDS	99				hypothetical protein
IFOHMJLD_01219	gene	189				
IFOHMJLD_01219	CDS	189				hypothetical protein
IFOHMJLD_01220	gene	219				
IFOHMJLD_01220	CDS	219				hypothetical protein
IFOHMJLD_01221	gene	213				
IFOHMJLD_01221	CDS	213				hypothetical protein
IFOHMJLD_01222	gene	168				
IFOHMJLD_01222	CDS	168				hypothetical protein
IFOHMJLD_01223	gene	402				
IFOHMJLD_01223	CDS	402				hypothetical protein
IFOHMJLD_01224	gene	159				
IFOHMJLD_01224	CDS	159				hypothetical protein
IFOHMJLD_01225	gene	234				
IFOHMJLD_01225	CDS	234				hypothetical protein
IFOHMJLD_01226	gene	945				
IFOHMJLD_01226	CDS	945				hypothetical protein
IFOHMJLD_01227	gene	678				
IFOHMJLD_01227	CDS	678				hypothetical protein
IFOHMJLD_01228	gene	186				
IFOHMJLD_01228	CDS	186				hypothetical protein
IFOHMJLD_01229	gene	492				
IFOHMJLD_01229	CDS	492				hypothetical protein
IFOHMJLD_01230	gene	432				
IFOHMJLD_01230	CDS	432				hypothetical protein
IFOHMJLD_01231	gene	591				
IFOHMJLD_01231	CDS	591				hypothetical protein
IFOHMJLD_01232	gene	315				
IFOHMJLD_01232	CDS	315				hypothetical protein
IFOHMJLD_01233	gene	2217				
IFOHMJLD_01233	CDS	2217				hypothetical protein
IFOHMJLD_01234	gene	819				
IFOHMJLD_01234	CDS	819				hypothetical protein
IFOHMJLD_01235	gene	936				
IFOHMJLD_01235	CDS	936				hypothetical protein
IFOHMJLD_01236	gene	342				
IFOHMJLD_01236	CDS	342				hypothetical protein
IFOHMJLD_01237	gene	678				
IFOHMJLD_01237	CDS	678				hypothetical protein
IFOHMJLD_01238	gene	1707				
IFOHMJLD_01238	CDS	1707				hypothetical protein
IFOHMJLD_01239	gene	471				
IFOHMJLD_01239	CDS	471				hypothetical protein
IFOHMJLD_01240	gene	543				
IFOHMJLD_01240	CDS	543				hypothetical protein
IFOHMJLD_01241	gene	291				
IFOHMJLD_01241	CDS	291				hypothetical protein
IFOHMJLD_01242	gene	1353				
IFOHMJLD_01242	CDS	1353				hypothetical protein
IFOHMJLD_01243	gene	552				
IFOHMJLD_01243	CDS	552				hypothetical protein
IFOHMJLD_01244	gene	942				
IFOHMJLD_01244	CDS	942				hypothetical protein
IFOHMJLD_01245	gene	801				
IFOHMJLD_01245	CDS	801				hypothetical protein
IFOHMJLD_01246	gene	396				
IFOHMJLD_01246	CDS	396				hypothetical protein
IFOHMJLD_01247	gene	444				
IFOHMJLD_01247	CDS	444				hypothetical protein
IFOHMJLD_01248	gene	465				
IFOHMJLD_01248	CDS	465				hypothetical protein
IFOHMJLD_01249	gene	4059				
IFOHMJLD_01249	CDS	4059				hypothetical protein
IFOHMJLD_01250	gene	2103				
IFOHMJLD_01250	CDS	2103				hypothetical protein
IFOHMJLD_01251	gene	1194				
IFOHMJLD_01251	CDS	1194				hypothetical protein
IFOHMJLD_01252	gene	624				
IFOHMJLD_01252	CDS	624				hypothetical protein
IFOHMJLD_01253	gene	627				
IFOHMJLD_01253	CDS	627				hypothetical protein
IFOHMJLD_01254	gene	435				
IFOHMJLD_01254	CDS	435				hypothetical protein
IFOHMJLD_01255	gene	339				
IFOHMJLD_01255	CDS	339				hypothetical protein
IFOHMJLD_01256	gene	90				
IFOHMJLD_01256	CDS	90				hypothetical protein
IFOHMJLD_01257	gene	405				
IFOHMJLD_01257	CDS	405				hypothetical protein
IFOHMJLD_01258	gene	1230	xerC_9			
IFOHMJLD_01258	CDS	1230	xerC_9			Tyrosine recombinase XerC
IFOHMJLD_01259	gene	1212	xerC_10			
IFOHMJLD_01259	CDS	1212	xerC_10			Tyrosine recombinase XerC
IFOHMJLD_01260	gene	294				
IFOHMJLD_01260	CDS	294				hypothetical protein
IFOHMJLD_01261	gene	120				
IFOHMJLD_01261	CDS	120				hypothetical protein
IFOHMJLD_01262	gene	834				
IFOHMJLD_01262	CDS	834				hypothetical protein
IFOHMJLD_01263	gene	1281				
IFOHMJLD_01263	CDS	1281				hypothetical protein
IFOHMJLD_01264	gene	396				
IFOHMJLD_01264	CDS	396				hypothetical protein
IFOHMJLD_01265	gene	258				
IFOHMJLD_01265	CDS	258				hypothetical protein
IFOHMJLD_01266	gene	693				
IFOHMJLD_01266	CDS	693				hypothetical protein
IFOHMJLD_01267	gene	489				
IFOHMJLD_01267	CDS	489				hypothetical protein
IFOHMJLD_01268	gene	1170				
IFOHMJLD_01268	CDS	1170				hypothetical protein
IFOHMJLD_01269	gene	1869				
IFOHMJLD_01269	CDS	1869				hypothetical protein
IFOHMJLD_01270	gene	1968				
IFOHMJLD_01270	CDS	1968				hypothetical protein
IFOHMJLD_01271	gene	1719				
IFOHMJLD_01271	CDS	1719			COG0702	SusD-like protein P2
IFOHMJLD_01272	gene	3405	susC_6			
IFOHMJLD_01272	CDS	3405	susC_6		COG1629	TonB-dependent receptor SusC
IFOHMJLD_01273	gene	969				
IFOHMJLD_01273	CDS	969				hypothetical protein
IFOHMJLD_01274	gene	570				
IFOHMJLD_01274	CDS	570				hypothetical protein
IFOHMJLD_01275	gene	165				
