# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	1524105	1524683	-	IMCPIC_01280	218.0	7.5e-71	0.917	0.889	0.585	UniRef:UniRef50_A0A174PY12
contig_1	cds	1524830	1525846	+	IMCPIC_01281	665.0	1.4e-242	1.0	0.958	1.0	UniRef:UniRef50_R9H7W4
contig_1	cds	1526019	1529531	+	IMCPIC_01282	2047.0	0.0	1.006	1.0	0.845	UniRef:UniRef50_A0A3R6NQE4
contig_1	cds	1529542	1531554	+	IMCPIC_01283	786.0	1.2e-279	1.019	1.013	0.592	UniRef:UniRef50_A0A1I2RET2
contig_1	cds	1531736	1533268	+	IMCPIC_01284	657.0	2.7e-233	0.978	0.906	0.643	UniRef:UniRef50_A0A1C5Q145
contig_1	cds	1533332	1536019	+	IMCPIC_01285	1214.0	0.0	1.012	0.986	0.629	UniRef:UniRef50_I9FFY9
contig_1	cds	1536082	1537656	+	IMCPIC_01286	717.0	3.1e-256	1.002	0.882	0.642	UniRef:UniRef50_A0A174K3E6
contig_1	cds	1537967	1538500	-	IMCPIC_01287	349.0	5.6e-123	0.989	0.916	0.989	UniRef:UniRef50_A0A0I9S7H7
contig_1	cds	1538512	1538793	-	IMCPIC_01288	-	-	-	-	-	-
contig_1	cds	1538744	1539082	-	IMCPIC_01289	-	-	-	-	-	-
contig_1	cds	1539084	1539521	-	IMCPIC_01290	179.0	4.3e-57	0.959	0.921	0.669	UniRef:UniRef50_Q5E5X3
contig_1	cds	1539678	1540145	+	IMCPIC_01291	236.0	1.3e-78	0.987	0.810	0.745	UniRef:UniRef50_A0A0F5ISI4
contig_1	cds	1540253	1540576	-	IMCPIC_01292	197.0	2.2e-65	1.0	1.0	0.879	UniRef:UniRef50_I9B3T9
contig_1	cds	1540595	1541443	-	IMCPIC_01293	582.0	7.4e-212	1.0	0.953	1.0	UniRef:UniRef50_I9K4C0
contig_1	cds	1541644	1542039	+	IMCPIC_01294	-	-	-	-	-	-
contig_1	cds	1542036	1543340	+	IMCPIC_01295	574.0	1.8e-203	0.995	0.962	0.611	UniRef:UniRef50_Q8A5C8
contig_1	cds	1543337	1543882	+	IMCPIC_01296	270.0	8.4e-92	0.906	0.901	0.774	UniRef:UniRef50_Q9CFL9
contig_1	cds	1544231	1545943	+	IMCPIC_01297	1036.0	0.0	1.037	1.0	0.909	UniRef:UniRef50_F7M164
contig_1	cds	1546036	1547121	+	IMCPIC_01298	-	-	-	-	-	-
contig_1	cds	1547241	1547807	+	IMCPIC_01299	254.0	4.5e-85	0.995	0.949	0.610	UniRef:UniRef50_K6A8K5
contig_1	cds	1547833	1549284	+	IMCPIC_01300	962.0	0.0	1.0	0.994	1.0	UniRef:UniRef50_Q64UF7
contig_1	cds	1549323	1550882	+	IMCPIC_01301	1042.0	0.0	1.002	1.0	0.998	UniRef:UniRef50_Q64UF6
contig_1	cds	1550916	1551896	+	IMCPIC_01302	612.0	2.5e-222	1.0	1.0	0.920	UniRef:UniRef50_I9B4B6
contig_1	cds	1552011	1552979	-	IMCPIC_01303	481.0	1.4e-170	0.997	0.976	0.741	UniRef:UniRef50_K9E2C8
contig_1	cds	1553219	1554202	-	IMCPIC_01304	351.0	1.4e-118	0.988	0.880	0.542	UniRef:UniRef50_K5ZT94
contig_1	cds	1554422	1554739	+	IMCPIC_01305	183.0	9.4e-60	1.0	0.972	0.838	UniRef:UniRef50_D1JMQ3
contig_1	cds	1554879	1555817	+	IMCPIC_01306	405.0	1.7e-140	1.003	0.899	0.626	UniRef:UniRef50_K1LEG4
contig_1	cds	1555852	1556979	+	IMCPIC_01307	444.0	5.4e-154	1.019	0.977	0.620	UniRef:UniRef50_F8X2B2
contig_1	cds	1557120	1559993	-	IMCPIC_01308	1292.0	0.0	1.061	1.002	0.658	UniRef:UniRef50_A0A108TD45
contig_1	cds	1559990	1563163	-	IMCPIC_01309	1625.0	0.0	0.991	0.834	0.785	UniRef:UniRef50_B3JQC4
contig_1	cds	1563187	1564764	-	IMCPIC_01310	660.0	3.7e-233	1.021	0.834	0.586	UniRef:UniRef50_Q89YQ0
contig_1	cds	1565022	1567661	+	IMCPIC_01311	1345.0	0.0	0.989	0.973	0.777	UniRef:UniRef50_B3JHL2
contig_1	cds	1567792	1571097	+	IMCPIC_01312	1294.0	0.0	0.998	0.954	0.592	UniRef:UniRef50_F5J3T9
contig_1	cds	1571119	1572450	+	IMCPIC_01313	467.0	4.4e-161	1.016	0.996	0.560	UniRef:UniRef50_K9E0M4
contig_1	cds	1573076	1574215	+	IMCPIC_01314	739.0	5.4e-271	1.0	1.0	0.997	UniRef:UniRef50_I8XD74
contig_1	cds	1574309	1574893	+	IMCPIC_01315	342.0	9.8e-120	0.995	0.995	0.870	UniRef:UniRef50_K5YN47
contig_1	cds	1574967	1575266	+	IMCPIC_01316	-	-	-	-	-	-
contig_1	cds	1575343	1575696	+	IMCPIC_01317	140.0	2.6e-42	1.026	0.992	0.567	UniRef:UniRef50_A0A927MRA9
contig_1	cds	1575775	1576143	+	IMCPIC_01318	-	-	-	-	-	-
contig_1	cds	1576193	1576750	+	IMCPIC_01319	387.0	5.0e-138	1.0	1.0	1.0	UniRef:UniRef50_A0A0I9S9K6
contig_1	cds	1576796	1577140	+	IMCPIC_01320	-	-	-	-	-	-
contig_1	cds	1577221	1577985	+	IMCPIC_01321	530.0	1.9e-192	1.0	1.0	1.0	UniRef:UniRef50_F0R3S5
contig_1	cds	1578005	1578535	+	IMCPIC_01322	328.0	6.5e-115	0.943	0.917	0.976	UniRef:UniRef50_K5ZHZ1
contig_1	cds	1578629	1579033	+	IMCPIC_01323	262.0	3.7e-90	1.0	0.937	1.0	UniRef:UniRef50_Q8AAF2
contig_1	cds	1579214	1579435	-	IMCPIC_01324	138.0	4.3e-43	1.0	1.0	0.959	UniRef:UniRef50_A0A0I9S7I0
contig_1	cds	1579613	1580125	+	IMCPIC_01325	288.0	4.3e-99	1.0	0.914	0.847	UniRef:UniRef50_E6ST75
contig_1	cds	1580161	1580694	+	IMCPIC_01326	325.0	2.1e-113	1.0	0.937	0.927	UniRef:UniRef50_Q8AAF3
contig_1	cds	1580701	1581189	+	IMCPIC_01327	241.0	5.8e-81	1.0	0.926	0.753	UniRef:UniRef50_D7J490
contig_1	cds	1581172	1581705	-	IMCPIC_01328	360.0	5.9e-127	1.0	0.843	0.977	UniRef:UniRef50_A0A415FE34
contig_1	cds	1581985	1582293	-	IMCPIC_01329	-	-	-	-	-	-
contig_1	cds	1582538	1582699	+	IMCPIC_01330	-	-	-	-	-	-
contig_1	cds	1582723	1583574	+	IMCPIC_01331	478.0	1.0e-170	0.996	0.989	0.816	UniRef:UniRef50_A0A0I9UQ99
contig_1	cds	1583878	1585248	-	IMCPIC_01332	526.0	7.5e-184	0.998	0.954	0.558	UniRef:UniRef50_E5C7F7
contig_1	cds	1585223	1586797	-	IMCPIC_01333	681.0	3.7e-242	1.008	0.923	0.648	UniRef:UniRef50_A0A3E4ZAD2
contig_1	cds	1586983	1587765	+	IMCPIC_01334	281.0	2.5e-93	0.985	0.918	0.527	UniRef:UniRef50_A0A3D9H330
contig_1	cds	1587743	1588126	+	IMCPIC_01335	149.0	8.9e-46	1.0	0.955	0.591	UniRef:UniRef50_Q8ABH6
contig_1	cds	1588132	1589796	-	IMCPIC_01336	669.0	4.5e-237	1.004	0.952	0.595	UniRef:UniRef50_A0A139JZD0
contig_1	cds	1590010	1591476	-	IMCPIC_01337	565.0	7.0e-198	0.980	0.923	0.603	UniRef:UniRef50_U6RLW2
contig_1	cds	1591649	1592833	+	IMCPIC_01338	546.0	1.1e-193	0.992	0.938	0.724	UniRef:UniRef50_G6AEG6
contig_1	cds	1592924	1594555	-	IMCPIC_01339	719.0	1.5e-257	1.015	1.004	0.659	UniRef:UniRef50_A9BHK9
contig_1	cds	1594662	1595327	-	IMCPIC_01340	328.0	3.8e-113	0.991	0.928	0.763	UniRef:UniRef50_I9GZK9
contig_1	cds	1595446	1596759	-	IMCPIC_01341	488.0	1.3e-169	0.961	0.923	0.581	UniRef:UniRef50_A0A0P0L7H2
contig_1	cds	1596756	1598087	-	IMCPIC_01342	662.0	9.3e-238	1.018	0.972	0.756	UniRef:UniRef50_A0A4R2LKD3
contig_1	cds	1598241	1598951	-	IMCPIC_01343	220.0	4.3e-70	0.873	0.805	0.500	UniRef:UniRef50_A0A2D3NAZ2
contig_1	cds	1598926	1599735	-	IMCPIC_01344	299.0	1.9e-100	1.015	0.978	0.527	UniRef:UniRef50_A0A174CDE6
contig_1	cds	1599987	1602281	+	IMCPIC_01345	786.0	8.4e-277	1.014	1.005	0.533	UniRef:UniRef50_Q64UC9
contig_1	cds	1602314	1602988	+	IMCPIC_01346	298.0	9.6e-101	0.978	0.814	0.667	UniRef:UniRef50_A0A174WZN8
contig_1	cds	1603002	1605311	+	IMCPIC_01347	1478.0	0.0	1.0	1.0	0.996	UniRef:UniRef50_A0A0E2APV0
contig_1	cds	1605335	1607629	+	IMCPIC_01348	1241.0	0.0	0.997	0.991	0.810	UniRef:UniRef50_Q64UC4
contig_1	cds	1607645	1608319	+	IMCPIC_01349	296.0	2.8e-100	0.978	0.814	0.662	UniRef:UniRef50_A0A174WZN8
contig_1	cds	1608331	1610640	+	IMCPIC_01350	1486.0	0.0	1.0	1.0	0.992	UniRef:UniRef50_A0A396BYJ6
contig_1	cds	1610724	1612088	-	IMCPIC_01351	679.0	5.0e-244	0.991	0.939	0.773	UniRef:UniRef50_A0A380YN73
contig_1	cds	1612202	1612858	+	IMCPIC_01352	260.0	2.7e-86	0.959	0.816	0.589	UniRef:UniRef50_A0A380YRK6
contig_1	cds	1612931	1613926	+	IMCPIC_01353	460.0	1.0e-161	0.991	0.937	0.683	UniRef:UniRef50_Q8A908
contig_1	cds	1613941	1614669	+	IMCPIC_01354	278.0	8.0e-93	0.992	0.960	0.583	UniRef:UniRef50_G5H995
contig_1	cds	1614761	1615582	+	IMCPIC_01355	417.0	5.0e-146	1.0	0.835	0.766	UniRef:UniRef50_A0M360
contig_1	cds	1615590	1616756	+	IMCPIC_01356	449.0	5.4e-156	1.0	0.982	0.598	UniRef:UniRef50_I9GZF7
contig_1	cds	1616837	1617223	-	IMCPIC_01357	158.0	4.0e-49	0.961	0.932	0.634	UniRef:UniRef50_A0A173MJM0
contig_1	cds	1617226	1619439	-	IMCPIC_01358	1247.0	0.0	1.004	0.949	0.857	UniRef:UniRef50_A0A0P0M386
contig_1	cds	1619547	1621064	+	IMCPIC_01359	879.0	0.0	1.0	0.933	0.846	UniRef:UniRef50_F3PP37
contig_1	cds	1622875	1623120	-	IMCPIC_01360	-	-	-	-	-	-
contig_1	cds	1623767	1624933	+	IMCPIC_01361	370.0	4.6e-124	1.0	0.872	0.531	UniRef:UniRef50_P33221
contig_1	cds	1625504	1627021	+	IMCPIC_01362	701.0	6.0e-251	0.988	0.916	0.719	UniRef:UniRef50_C6VWD6
contig_1	cds	1627033	1627278	+	IMCPIC_01363	-	-	-	-	-	-
contig_1	cds	1627309	1627737	+	IMCPIC_01364	-	-	-	-	-	-
contig_1	cds	1627721	1628872	+	IMCPIC_01365	547.0	1.6e-194	1.018	0.963	0.723	UniRef:UniRef50_Q8A9V1
contig_1	cds	1628899	1629156	+	IMCPIC_01366	67.8	1.2e-14	1.012	0.945	0.698	UniRef:UniRef50_A0A9D9G1S2
contig_1	cds	1629172	1629669	+	IMCPIC_01367	198.0	5.7e-64	0.982	0.964	0.846	UniRef:UniRef50_A6L8N7
contig_1	cds	1629697	1630236	+	IMCPIC_01368	231.0	3.3e-76	1.0	0.895	0.665	UniRef:UniRef50_Q8A9U8
contig_1	cds	1630250	1631833	+	IMCPIC_01369	600.0	2.6e-210	0.896	0.832	0.648	UniRef:UniRef50_A6H2D7
contig_1	cds	1631852	1632724	+	IMCPIC_01370	294.0	8.1e-98	1.031	0.990	0.522	UniRef:UniRef50_A0A927J6T2
contig_1	cds	1632884	1635424	+	IMCPIC_01371	1484.0	0.0	0.998	0.981	0.896	UniRef:UniRef50_A0A2M9VC91
contig_1	cds	1635493	1635849	-	IMCPIC_01372	204.0	2.2e-67	0.992	0.807	0.812	UniRef:UniRef50_A0A3R6URA9
contig_1	cds	1636081	1637343	+	IMCPIC_01373	440.0	1.8e-151	0.952	0.952	0.548	UniRef:UniRef50_A0A6N3BRF4
contig_1	cds	1637357	1638445	+	IMCPIC_01374	551.0	5.7e-197	1.006	0.963	0.750	UniRef:UniRef50_F7LQT9
contig_1	cds	1638460	1641585	+	IMCPIC_01375	1123.0	0.0	1.024	0.982	0.560	UniRef:UniRef50_G5HA42
contig_1	cds	1641619	1642293	+	IMCPIC_01376	373.0	9.0e-131	1.0	0.914	0.799	UniRef:UniRef50_E5CFR0
contig_1	cds	1642311	1643648	+	IMCPIC_01377	458.0	1.4e-157	0.998	0.984	0.559	UniRef:UniRef50_Q8A9Y4
contig_1	cds	1643830	1644504	+	IMCPIC_01378	394.0	1.7e-139	1.004	0.966	0.929	UniRef:UniRef50_A0A0P0F7X3
contig_1	cds	1644548	1646293	-	IMCPIC_01379	889.0	0.0	0.979	0.952	0.763	UniRef:UniRef50_F7LQU5
contig_1	cds	1647036	1647740	-	IMCPIC_01380	267.0	1.3e-88	0.987	0.868	0.567	UniRef:UniRef50_A0A0K6BV24
contig_1	cds	1647854	1649002	+	IMCPIC_01381	449.0	8.4e-156	1.010	0.955	0.593	UniRef:UniRef50_H1DGZ4
contig_1	cds	1649011	1650048	+	IMCPIC_01382	433.0	9.3e-151	0.962	0.933	0.684	UniRef:UniRef50_K5Z613
contig_1	cds	1650053	1651057	+	IMCPIC_01383	533.0	1.6e-190	0.997	0.917	0.820	UniRef:UniRef50_K9E6J0
contig_1	cds	1651184	1652077	-	IMCPIC_01384	344.0	6.6e-117	1.084	0.985	0.553	UniRef:UniRef50_A0A401M093
contig_1	cds	1652089	1652610	-	IMCPIC_01385	199.0	1.2e-63	1.139	0.975	0.553	UniRef:UniRef50_U6RKN7
contig_1	cds	1652673	1652840	-	IMCPIC_01386	-	-	-	-	-	-
contig_1	cds	1652869	1653030	-	IMCPIC_01387	97.1	3.3e-27	1.0	1.0	0.962	UniRef:UniRef50_A0A9Q4JEE5
contig_1	cds	1653040	1653735	-	IMCPIC_01388	358.0	1.6e-124	1.009	0.907	0.798	UniRef:UniRef50_U6RB44
contig_1	cds	1653732	1655309	-	IMCPIC_01389	608.0	9.0e-214	1.078	0.991	0.585	UniRef:UniRef50_A0A380YNT1
contig_1	cds	1655466	1655594	+	IMCPIC_01390	-	-	-	-	-	-
contig_1	cds	1656331	1657134	+	IMCPIC_01391	-	-	-	-	-	-
contig_1	cds	1657118	1658386	+	IMCPIC_01392	482.0	8.7e-168	1.009	0.986	0.573	UniRef:UniRef50_A0A0P0FUK9
contig_1	cds	1658491	1659645	-	IMCPIC_01393	-	-	-	-	-	-
contig_1	cds	1659668	1661833	-	IMCPIC_01394	-	-	-	-	-	-
contig_1	cds	1662097	1662300	-	IMCPIC_01395	-	-	-	-	-	-
contig_1	cds	1662804	1663538	-	IMCPIC_01396	-	-	-	-	-	-
contig_1	cds	1663963	1664238	-	IMCPIC_01397	181.0	1.3e-59	1.0	1.0	0.956	UniRef:UniRef50_A0A060RAD3
contig_1	cds	1664284	1664589	-	IMCPIC_01398	-	-	-	-	-	-
contig_1	cds	1665036	1665338	-	IMCPIC_01399	-	-	-	-	-	-
contig_1	cds	1665367	1665981	-	IMCPIC_01400	-	-	-	-	-	-
contig_1	cds	1665996	1666349	-	IMCPIC_01401	-	-	-	-	-	-
contig_1	cds	1667230	1669578	+	IMCPIC_01402	-	-	-	-	-	-
contig_1	cds	1669584	1670168	+	IMCPIC_01403	-	-	-	-	-	-
contig_1	cds	1670192	1672285	+	IMCPIC_01404	779.0	1.4e-275	1.050	0.988	0.567	UniRef:UniRef50_A0A174F5V9
contig_1	cds	1672421	1672837	-	IMCPIC_01405	-	-	-	-	-	-
contig_1	cds	1672864	1673565	-	IMCPIC_01406	-	-	-	-	-	-
contig_1	cds	1674093	1674911	+	IMCPIC_01407	503.0	3.4e-181	0.971	0.978	0.966	UniRef:UniRef50_Q8A5B0
contig_1	cds	1675173	1675625	+	IMCPIC_01408	-	-	-	-	-	-
contig_1	cds	1675763	1676131	-	IMCPIC_01409	-	-	-	-	-	-
contig_1	cds	1676128	1676754	-	IMCPIC_01410	-	-	-	-	-	-
contig_1	cds	1676744	1677499	-	IMCPIC_01411	520.0	2.0e-188	1.0	1.0	1.0	UniRef:UniRef50_F0R681
contig_1	cds	1677721	1677843	+	IMCPIC_01412	-	-	-	-	-	-
contig_1	cds	1677944	1678084	+	IMCPIC_01413	-	-	-	-	-	-
contig_1	cds	1678071	1684250	+	IMCPIC_01414	-	-	-	-	-	-
contig_1	cds	1684275	1685201	+	IMCPIC_01415	433.0	7.0e-152	0.974	0.901	0.673	UniRef:UniRef50_K5BUP4
contig_1	cds	1685261	1685803	+	IMCPIC_01416	-	-	-	-	-	-
contig_1	cds	1686074	1687111	+	IMCPIC_01417	570.0	6.2e-205	0.971	0.944	0.848	UniRef:UniRef50_U6R9S1
contig_1	cds	1687098	1687655	+	IMCPIC_01418	237.0	2.0e-78	0.984	0.924	0.615	UniRef:UniRef50_U6RDX1
contig_1	cds	1687767	1688105	-	IMCPIC_01419	-	-	-	-	-	-
contig_1	cds	1688123	1690195	-	IMCPIC_01420	866.0	4.0e-311	0.996	1.027	0.655	UniRef:UniRef50_A0A415IP04
contig_1	cds	1690158	1690517	-	IMCPIC_01421	232.0	8.7e-79	1.0	0.952	1.0	UniRef:UniRef50_F3ZTC4
contig_1	cds	1690843	1691382	-	IMCPIC_01422	-	-	-	-	-	-
contig_1	cds	1691717	1692574	-	IMCPIC_01423	-	-	-	-	-	-
contig_1	cds	1693066	1694829	-	IMCPIC_01424	-	-	-	-	-	-
contig_1	cds	1694838	1695059	-	IMCPIC_01425	-	-	-	-	-	-
contig_1	cds	1695122	1695316	-	IMCPIC_01426	-	-	-	-	-	-
contig_1	cds	1695559	1695819	-	IMCPIC_01427	-	-	-	-	-	-
contig_1	cds	1696224	1696358	-	IMCPIC_01428	-	-	-	-	-	-
contig_1	cds	1696538	1703185	+	IMCPIC_01429	-	-	-	-	-	-
contig_1	cds	1703189	1703767	+	IMCPIC_01430	-	-	-	-	-	-
contig_1	cds	1703783	1704379	+	IMCPIC_01431	-	-	-	-	-	-
contig_1	cds	1704480	1704863	+	IMCPIC_01432	214.0	1.4e-71	1.0	0.984	0.827	UniRef:UniRef50_A0A3N2MLS8
contig_1	cds	1704829	1705362	+	IMCPIC_01433	207.0	1.5e-66	0.966	0.822	0.614	UniRef:UniRef50_A0A5J4PEV9
contig_1	cds	1705325	1705822	+	IMCPIC_01434	261.0	2.1e-88	0.964	0.824	0.824	UniRef:UniRef50_D7ND44
contig_1	cds	1705937	1706305	+	IMCPIC_01435	-	-	-	-	-	-
contig_1	cds	1706607	1706702	-	IMCPIC_01436	-	-	-	-	-	-
contig_1	cds	1706704	1706871	-	IMCPIC_01437	-	-	-	-	-	-
contig_1	cds	1706896	1708035	-	IMCPIC_01438	-	-	-	-	-	-
contig_1	cds	1708059	1708706	-	IMCPIC_01439	-	-	-	-	-	-
contig_1	cds	1709437	1710132	+	IMCPIC_01440	-	-	-	-	-	-
contig_1	cds	1710274	1710690	-	IMCPIC_01441	-	-	-	-	-	-
contig_1	cds	1710701	1710961	-	IMCPIC_01442	-	-	-	-	-	-
contig_1	cds	1711140	1711298	+	IMCPIC_01443	-	-	-	-	-	-
contig_1	cds	1711508	1711798	-	IMCPIC_01444	-	-	-	-	-	-
contig_1	cds	1711825	1712133	-	IMCPIC_01445	-	-	-	-	-	-
contig_1	cds	1712177	1712443	-	IMCPIC_01446	-	-	-	-	-	-
contig_1	cds	1712511	1713143	-	IMCPIC_01447	345.0	1.4e-120	1.0	1.0	0.810	UniRef:UniRef50_A0A4Y1WZH8
contig_1	cds	1713170	1713391	-	IMCPIC_01448	-	-	-	-	-	-
contig_1	cds	1713672	1713782	+	IMCPIC_01449	-	-	-	-	-	-
contig_1	cds	1713796	1715007	+	IMCPIC_01450	-	-	-	-	-	-
contig_1	cds	1715025	1715867	-	IMCPIC_01451	-	-	-	-	-	-
contig_1	cds	1716378	1719965	+	IMCPIC_01452	1379.0	0.0	1.006	0.984	0.602	UniRef:UniRef50_A0A4Q0U211
contig_1	cds	1720363	1720470	-	IMCPIC_01453	-	-	-	-	-	-
contig_1	cds	1720534	1721250	-	IMCPIC_01454	442.0	6.5e-158	1.0	1.0	0.941	UniRef:UniRef50_A0A0F5IW30
contig_1	cds	1721359	1722444	+	IMCPIC_01455	356.0	5.4e-120	0.934	0.892	0.531	UniRef:UniRef50_A0A3D8HHT6
contig_1	cds	1722509	1722754	+	IMCPIC_01456	103.0	5.6e-29	0.901	0.912	0.671	UniRef:UniRef50_D7J9B9
contig_1	cds	1722798	1723127	+	IMCPIC_01457	-	-	-	-	-	-
contig_1	cds	1723257	1723607	+	IMCPIC_01458	116.0	3.9e-33	0.862	0.877	0.570	UniRef:UniRef50_F5IX36
contig_1	cds	1723862	1724446	+	IMCPIC_01459	233.0	1.5e-76	0.979	0.856	0.642	UniRef:UniRef50_K9EBQ4
contig_1	cds	1724451	1725371	+	IMCPIC_01460	447.0	8.3e-158	0.990	0.990	0.772	UniRef:UniRef50_R6DFS3
contig_1	cds	1725368	1725769	+	IMCPIC_01461	252.0	3.3e-86	0.985	0.916	0.962	UniRef:UniRef50_B0NW99
contig_1	cds	1726102	1727253	+	IMCPIC_01462	693.0	5.3e-252	0.997	0.934	0.887	UniRef:UniRef50_A0A150XYZ1
contig_1	cds	1727293	1728609	-	IMCPIC_01463	625.0	1.3e-223	1.011	0.965	0.691	UniRef:UniRef50_A0A5J4QYI4
contig_1	cds	1728623	1729681	-	IMCPIC_01464	-	-	-	-	-	-
contig_1	cds	1729724	1731529	+	IMCPIC_01465	1098.0	0.0	0.900	0.871	0.996	UniRef:UniRef50_A0A098C0N4
contig_1	cds	1731874	1732566	-	IMCPIC_01466	-	-	-	-	-	-
contig_1	cds	1732924	1733217	+	IMCPIC_01467	-	-	-	-	-	-
contig_1	cds	1733201	1733482	+	IMCPIC_01468	110.0	3.2e-31	1.0	0.903	0.538	UniRef:UniRef50_S3CGM6
contig_1	cds	1733607	1734026	+	IMCPIC_01469	-	-	-	-	-	-
contig_1	cds	1734010	1737258	+	IMCPIC_01470	-	-	-	-	-	-
contig_1	cds	1738098	1739573	+	IMCPIC_01471	976.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_A0A0J9FP28
contig_1	cds	1739582	1740934	+	IMCPIC_01472	641.0	9.5e-230	0.971	0.965	0.705	UniRef:UniRef50_A0A0J9IG33
contig_1	cds	1741000	1741293	-	IMCPIC_01473	120.0	6.5e-35	0.979	0.888	0.589	UniRef:UniRef50_G5GB23
contig_1	cds	1741307	1741510	-	IMCPIC_01474	100.0	3.3e-28	0.940	0.829	0.778	UniRef:UniRef50_B3JLY5
contig_1	cds	1741511	1741630	-	IMCPIC_01475	-	-	-	-	-	-
contig_1	cds	1742079	1743488	-	IMCPIC_01476	597.0	3.3e-211	1.047	1.0	0.595	UniRef:UniRef50_I0KHG0
contig_1	cds	1743478	1744866	-	IMCPIC_01477	543.0	1.7e-190	1.0	0.998	0.591	UniRef:UniRef50_A0A0Q9Z3G5
contig_1	cds	1745047	1747815	-	IMCPIC_01478	1826.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_A0A396C8R1
contig_1	cds	1748203	1748688	-	IMCPIC_01479	-	-	-	-	-	-
contig_1	cds	1749990	1750628	+	IMCPIC_01480	281.0	5.1e-95	1.019	0.995	0.657	UniRef:UniRef50_Q64S41
contig_1	cds	1750649	1752847	-	IMCPIC_01481	1387.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_A0A081TKX8
contig_1	cds	1752848	1753363	-	IMCPIC_01482	-	-	-	-	-	-
contig_1	cds	1753428	1753601	-	IMCPIC_01483	-	-	-	-	-	-
contig_1	cds	1753629	1754291	-	IMCPIC_01484	-	-	-	-	-	-
contig_1	cds	1754316	1756631	-	IMCPIC_01485	1538.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_A0A662ZVB9
contig_1	cds	1756628	1757536	-	IMCPIC_01486	-	-	-	-	-	-
contig_1	cds	1757819	1758373	+	IMCPIC_01487	-	-	-	-	-	-
contig_1	cds	1758380	1759336	+	IMCPIC_01488	-	-	-	-	-	-
contig_1	cds	1759349	1761769	+	IMCPIC_01489	1587.0	0.0	0.985	0.977	0.996	UniRef:UniRef50_A0A081U0V7
contig_1	cds	1762298	1763101	-	IMCPIC_01490	-	-	-	-	-	-
contig_1	cds	1764049	1764585	+	IMCPIC_01491	271.0	2.9e-92	1.0	0.908	0.747	UniRef:UniRef50_I9S3Q4
contig_1	cds	1764592	1765152	+	IMCPIC_01492	199.0	1.3e-63	0.995	0.974	0.514	UniRef:UniRef50_A0A419SY57
contig_1	cds	1765168	1765689	+	IMCPIC_01493	164.0	6.1e-50	0.988	0.822	0.526	UniRef:UniRef50_I8XG66
contig_1	cds	1765795	1766496	-	IMCPIC_01494	373.0	9.7e-131	0.987	0.970	0.757	UniRef:UniRef50_A0A6N2RL81
contig_1	cds	1766493	1767620	-	IMCPIC_01495	735.0	6.1e-269	1.0	0.945	0.952	UniRef:UniRef50_K9EMF1
contig_1	cds	1768164	1768598	+	IMCPIC_01496	-	-	-	-	-	-
contig_1	cds	1768999	1769547	+	IMCPIC_01497	209.0	1.8e-67	1.0	0.953	0.544	UniRef:UniRef50_A0A1C6IID4
contig_1	cds	1769597	1770673	+	IMCPIC_01498	403.0	1.0e-137	0.950	0.804	0.550	UniRef:UniRef50_N1UZQ4
contig_1	cds	1770982	1772010	+	IMCPIC_01499	437.0	6.7e-154	0.801	1.0	0.770	UniRef:UniRef50_A0A2V9NFG3
contig_1	cds	1772429	1773295	+	IMCPIC_01500	209.0	3.2e-64	0.997	0.926	0.634	UniRef:UniRef50_G5SUP7
contig_1	cds	1773292	1774479	+	IMCPIC_01501	520.0	5.1e-183	0.959	0.865	0.628	UniRef:UniRef50_A0A416GHH9
contig_1	cds	1774622	1776733	+	IMCPIC_01502	885.0	1.3e-316	1.047	0.957	0.586	UniRef:UniRef50_A0A4V3RBY7
contig_1	cds	1776760	1778769	-	IMCPIC_01503	739.0	2.4e-261	1.001	0.999	0.575	UniRef:UniRef50_Q5LD61
contig_1	cds	1778883	1780604	+	IMCPIC_01504	849.0	1.0e-306	0.974	0.862	0.753	UniRef:UniRef50_Q8A9S8
contig_1	cds	1780692	1781402	-	IMCPIC_01505	464.0	1.1e-166	1.0	1.0	0.949	UniRef:UniRef50_I8XG70
contig_1	cds	1781585	1782865	-	IMCPIC_01506	496.0	1.6e-172	0.967	0.866	0.614	UniRef:UniRef50_Q8A9S7
contig_1	cds	1782973	1783701	-	IMCPIC_01507	259.0	3.8e-85	0.971	0.880	0.536	UniRef:UniRef50_E6SUU4
contig_1	cds	1783706	1784275	-	IMCPIC_01508	224.0	5.4e-73	0.984	0.838	0.532	UniRef:UniRef50_S0JFH9
contig_1	cds	1784364	1784825	-	IMCPIC_01509	201.0	4.3e-65	0.954	0.820	0.651	UniRef:UniRef50_Q8A9S4
contig_1	cds	1784830	1785756	-	IMCPIC_01510	515.0	1.6e-183	1.0	0.806	0.812	UniRef:UniRef50_A6LA97
contig_1	cds	1785931	1786029	-	IMCPIC_01511	-	-	-	-	-	-
