#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1898564	1898782	+	IMCPIC_01622	8.2	5.4		SO:0001217, UniRef:UniRef50_Q5CZG0
contig_1	1898811	1899023	+	IMCPIC_01623	8.2	4.7		
contig_1	1899041	1899208	+	IMCPIC_01624	6.7	9.4		
contig_1	1899674	1899832	+	IMCPIC_01626	6.2	4.2		
contig_1	1899867	1900100	+	IMCPIC_01627	8.6	9.7	PF02810.21|SEC-C	PFAM:PF02810.21
contig_1	1901803	1901988	+	IMCPIC_01630	7.4	9.9		SO:0001217, UniRef:UniRef50_D1JNG1
contig_1	1902004	1902495	+	IMCPIC_01631	19.3	9.4		SO:0001217, UniRef:UniRef50_A0A0I9RK12
contig_1	1903098	1903688	+	IMCPIC_01633	22.1	9.7		
contig_1	1903643	1903957	+	IMCPIC_01634	11.9	5.3		
contig_1	1903984	1906200	+	IMCPIC_01635	82.3	5.7		SO:0001217, UniRef:UniRef50_Q64TU8
contig_1	1912571	1912861	+	IMCPIC_01643	11.2	8.8		
contig_1	1915271	1916212	+	IMCPIC_01646	35.1	5.4		
contig_1	1917012	1917407	+	IMCPIC_01648	14.8	9.6	PF08291.16|Peptidase_M15_3	PFAM:PF08291.16
contig_1	1922455	1924557	+	IMCPIC_01652	78.6	6.3		SO:0001217, UniRef:UniRef50_Q5LCM8
contig_1	1924820	1926013	+	IMCPIC_01653	44.9	4.9		SO:0001217, UniRef:UniRef50_Q5LCM7
contig_1	1930055	1930144	+	IMCPIC_01658	3.3	5.3		
contig_1	1933650	1933769	-	IMCPIC_01663	4.5	4.9		
contig_1	1938023	1938280	+	IMCPIC_01667	9.6	10.1		SO:0001217, UniRef:UniRef50_Q8A4Z3
contig_1	1938206	1938898	-	IMCPIC_01668	27.1	9.8	PF00078.32|RVT_1	PFAM:PF00078.32
contig_1	1939072	1939560	-	IMCPIC_01669	18.6	9.6		
contig_1	1952757	1952921	-	IMCPIC_01677	6.3	6.5		
contig_1	1955094	1955357	-	IMCPIC_01679	9.6	6.8		
contig_1	1970330	1970551	+	IMCPIC_01697	8.6	9.6		SO:0001217, UniRef:UniRef50_Q8A8Q6
contig_1	1970615	1970794	+	IMCPIC_01698	6.9	9.9		SO:0001217, UniRef:UniRef50_A0A139LGL2
contig_1	1972605	1972811	-	IMCPIC_01701	7.9	9.1		
contig_1	1974655	1974750	-	IMCPIC_01705	3.6	4.9		
contig_1	1974795	1975088	+	IMCPIC_01706	11.3	9.7		
contig_1	1975152	1975331	-	IMCPIC_01707	7.0	9.6		SO:0001217, UniRef:UniRef50_A0A415PT73
contig_1	1975514	1976608	-	IMCPIC_01708	43.0	9.7	PF13102.12|Phage_int_SAM_5, PF17293.8|Arm-DNA-bind_5	PFAM:PF13102.12, PFAM:PF17293.8
contig_1	1977168	1977386	-	IMCPIC_01711	8.4	4.7		SO:0001217, UniRef:UniRef50_I8ZLI4
contig_1	1978940	1979113	+	IMCPIC_01714	6.4	6.2		
contig_1	2022250	2023269	+	IMCPIC_01746	38.5	8.2	PF06144.19|DNA_pol3_delta	PFAM:PF06144.19
contig_1	2023331	2023570	+	IMCPIC_01747	9.5	9.6		
contig_1	2024482	2024937	+	IMCPIC_01748	17.5	5.2	PF01381.28|HTH_3, PF07022.19|Phage_CI_repr, PF13443.12|HTH_26	PFAM:PF01381.28, PFAM:PF07022.19, PFAM:PF13443.12
contig_1	2024900	2025040	+	IMCPIC_01749	5.6	6.5		
contig_1	2080261	2080506	+	IMCPIC_01796	9.4	4.8		
contig_1	2080481	2081053	+	IMCPIC_01797	21.6	9.4		
contig_1	2081756	2082103	+	IMCPIC_01798	13.3	5.1		
contig_1	2085115	2086287	+	IMCPIC_01802	43.8	8.8	PF01061.29|ABC2_membrane	PFAM:PF01061.29
contig_1	2093347	2093490	-	IMCPIC_01810	5.6	5.6		
contig_1	2102959	2104197	+	IMCPIC_01816	46.6	5.9	PF00590.25|TP_methylase	PFAM:PF00590.25
contig_1	2108815	2109417	-	IMCPIC_01820	22.5	6.4		
contig_1	2123529	2123903	+	IMCPIC_01832	15.3	10.2		SO:0001217, UniRef:UniRef50_A0A396C8L0
contig_1	2129520	2130140	+	IMCPIC_01837	24.4	9.0		SO:0001217, UniRef:UniRef50_I9V479
contig_1	2132949	2133089	-	IMCPIC_01841	5.4	10.3		
contig_1	2148143	2148712	-	IMCPIC_01864	20.2	5.5	PF13505.12|OMP_b-brl, PF13568.12|OMP_b-brl_2	PFAM:PF13505.12, PFAM:PF13568.12
contig_1	2154315	2154719	-	IMCPIC_01868	15.1	4.1		
contig_1	2188821	2189804	-	IMCPIC_01901	38.3	8.7		
contig_1	2189806	2190642	-	IMCPIC_01902	32.6	8.3	PF00535.33|Glycos_transf_2	PFAM:PF00535.33
contig_1	2217374	2217778	-	IMCPIC_01928	15.8	5.9		SO:0001217, UniRef:UniRef50_A0A449I3I3
contig_1	2219369	2219467	-	IMCPIC_01930	3.8	6.5		
contig_1	2250570	2251025	+	IMCPIC_01956	17.7	8.6		SO:0001217, UniRef:UniRef50_F3PTF3
contig_1	2272264	2272674	-	IMCPIC_01970	15.0	5.6		
contig_1	2291918	2292211	-	IMCPIC_01982	11.3	9.5		
contig_1	2292186	2292326	-	IMCPIC_01983	5.5	5.1		
contig_1	2292402	2292560	-	IMCPIC_01984	6.1	8.4		
contig_1	2319009	2319128	-	IMCPIC_02010	4.8	9.3		
contig_1	2328279	2328689	-	IMCPIC_02017	15.6	9.5		
contig_1	2329923	2330267	-	IMCPIC_02019	13.1	6.7		SO:0001217, UniRef:UniRef50_I9SZW5
contig_1	2330414	2330680	-	IMCPIC_02020	10.0	6.4		
contig_1	2342813	2343001	+	IMCPIC_02029	6.9	9.9		
contig_1	2346280	2346432	+	IMCPIC_02034	6.0	9.4		
contig_1	2357306	2357539	+	IMCPIC_02043	8.8	9.4	PF00165.29|HTH_AraC	PFAM:PF00165.29
contig_1	2363773	2364318	+	IMCPIC_02049	19.6	8.6		
contig_1	2391800	2392003	+	IMCPIC_02073	7.6	5.2		
contig_1	2401009	2402556	-	IMCPIC_02082	54.7	6.5	PF00089.32|Trypsin, PF00595.29|PDZ, PF12812.13|PDZ_1, PF13180.12|PDZ_2, PF13365.12|Trypsin_2, PF17820.7|PDZ_6	PFAM:PF00089.32, PFAM:PF00595.29, PFAM:PF12812.13, PFAM:PF13180.12, PFAM:PF13365.12, PFAM:PF17820.7
contig_1	2430572	2430820	+	IMCPIC_02109	9.7	9.1		
contig_1	2431073	2431999	-	IMCPIC_02110	34.5	8.7		
contig_1	2431996	2433447	-	IMCPIC_02111	54.0	6.0	PF08800.15|BT4734-like_N	PFAM:PF08800.15
contig_1	2433882	2434160	+	IMCPIC_02112	10.6	10.8		
contig_1	2436284	2437375	+	IMCPIC_02115	42.3	9.6	PF01757.29|Acyl_transf_3	PFAM:PF01757.29
contig_1	2440183	2440869	+	IMCPIC_02119	25.7	9.1		
contig_1	2440875	2442167	+	IMCPIC_02120	50.6	9.7		
contig_1	2452201	2452773	+	IMCPIC_02133	22.7	9.2		
contig_1	2467090	2467842	-	IMCPIC_02148	27.3	7.6	PF02872.23|5_nucleotid_C	PFAM:PF02872.23
contig_1	2471133	2471261	-	IMCPIC_02151	4.3	4.1		
contig_1	2475321	2475410	+	IMCPIC_02156	3.3	9.2		
contig_1	2479276	2479614	-	IMCPIC_02161	12.7	7.7		SO:0001217, UniRef:UniRef50_I9AQQ5
contig_1	2479621	2480127	-	IMCPIC_02162	19.4	8.8		SO:0001217, UniRef:UniRef50_Q64S30
contig_1	2480139	2480375	-	IMCPIC_02163	8.8	9.1		SO:0001217, UniRef:UniRef50_A0A6I0SHJ6
contig_1	2481011	2481823	-	IMCPIC_02165	30.7	5.2		SO:0001217, UniRef:UniRef50_I9V3D5
contig_1	2495837	2497006	-	IMCPIC_02177	43.4	4.6	PF00072.30|Response_reg	PFAM:PF00072.30
contig_1	2512863	2513237	+	IMCPIC_02190	13.9	4.8	PF11325.14|DUF3127	PFAM:PF11325.14
contig_1	2520098	2520502	+	IMCPIC_02197	15.3	8.8		
contig_1	2522851	2523162	-	IMCPIC_02199	10.9	7.9		
contig_1	2527410	2528513	-	IMCPIC_02202	39.9	4.8		
contig_1	2534997	2535965	-	IMCPIC_02209	33.6	4.5		
contig_1	2539190	2539582	-	IMCPIC_02213	14.6	5.0		SO:0001217, UniRef:UniRef50_I9VHM2
contig_1	2541920	2542540	+	IMCPIC_02216	24.2	8.5		SO:0001217, UniRef:UniRef50_I9V479
contig_1	2553913	2554155	+	IMCPIC_02230	9.5	10.3		
contig_1	2556462	2557355	+	IMCPIC_02234	34.0	6.8	PF00165.29|HTH_AraC, PF06445.20|GyrI-like, PF12833.13|HTH_18, PF14526.11|Cass2	PFAM:PF00165.29, PFAM:PF06445.20, PFAM:PF12833.13, PFAM:PF14526.11
contig_1	2557292	2557471	-	IMCPIC_02235	7.1	9.6		
contig_1	2572588	2572725	+	IMCPIC_02250	5.2	9.7		
contig_1	2573117	2573608	+	IMCPIC_02251	18.6	10.4		
contig_1	2574873	2575136	-	IMCPIC_02254	9.8	5.4	PF14542.12|Acetyltransf_CG	PFAM:PF14542.12
contig_1	2590340	2591092	-	IMCPIC_02263	29.0	7.6	PF16344.10|FecR_C	PFAM:PF16344.10
contig_1	2591710	2592258	+	IMCPIC_02265	21.9	6.3	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
contig_1	2600472	2600765	-	IMCPIC_02270	10.9	10.7		
contig_1	2610539	2610664	-	IMCPIC_02279	4.7	9.7		
contig_1	2610728	2611048	+	IMCPIC_02280	12.2	4.7		SO:0001217, UniRef:UniRef50_H1Q102
contig_1	2632392	2635355	-	IMCPIC_02299	112.5	6.1	PF02463.25|SMC_N, PF13476.12|AAA_23, PF13555.12|AAA_29, PF13558.12|SbcC_Walker_B	PFAM:PF02463.25, PFAM:PF13476.12, PFAM:PF13555.12, PFAM:PF13558.12
contig_1	2652807	2653361	-	IMCPIC_02310	21.1	9.3		SO:0001217, UniRef:UniRef50_A0A0I9S5Q6
contig_1	2657534	2657914	-	IMCPIC_02314	14.4	9.1	PF22544.2|HYDIN_VesB_CFA65-like_Ig	PFAM:PF22544.2
contig_1	2659336	2659491	-	IMCPIC_02317	6.1	5.6		
contig_1	2663696	2663896	-	IMCPIC_02323	7.6	8.6		
contig_1	2682164	2682700	+	IMCPIC_02340	20.1	7.8		SO:0001217, UniRef:UniRef50_I9VNF4
contig_1	2700735	2700860	-	IMCPIC_02355	4.8	6.0		
contig_1	2713351	2713671	-	IMCPIC_02368	12.4	9.3		
contig_1	2719094	2720638	-	IMCPIC_02374	58.4	9.5		
contig_1	2720651	2721403	-	IMCPIC_02375	29.2	9.0		
contig_1	2721639	2722667	-	IMCPIC_02376	39.7	9.5	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_1	2726093	2726521	-	IMCPIC_02380	16.2	6.1	PF01467.32|CTP_transf_like	PFAM:PF01467.32
contig_1	2727720	2728652	-	IMCPIC_02382	35.9	5.9	PF00535.33|Glycos_transf_2, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13641.12
contig_1	2759630	2759809	+	IMCPIC_02408	6.9	9.6		
contig_1	2763934	2765805	-	IMCPIC_02414	70.8	9.3	PF07715.20|Plug	PFAM:PF07715.20
contig_1	2767023	2767628	-	IMCPIC_02416	22.4	8.7	PF03938.19|OmpH	PFAM:PF03938.19
contig_1	2870904	2873324	-	IMCPIC_02491	86.0	4.9		
contig_1	2873483	2874499	-	IMCPIC_02492	37.7	5.6		
contig_1	2874496	2875767	-	IMCPIC_02493	48.6	9.8		
contig_1	2881707	2881952	-	IMCPIC_02498	9.0	9.4		
contig_1	2918242	2918769	+	IMCPIC_02521	19.4	8.9	PF09851.14|SHOCT	PFAM:PF09851.14
contig_1	2918783	2919355	+	IMCPIC_02522	22.0	8.9		
contig_1	2941558	2942319	+	IMCPIC_02537	29.5	5.4	PF00149.33|Metallophos	PFAM:PF00149.33
contig_1	2942358	2942687	+	IMCPIC_02538	12.5	9.1		
contig_1	2942733	2943146	+	IMCPIC_02539	15.8	8.6	PF06250.17|YhcG_C	PFAM:PF06250.17
contig_1	2943484	2945205	-	IMCPIC_02540	67.4	8.4	PF00293.34|NUDIX, PF04055.27|Radical_SAM, PF13353.11|Fer4_12	PFAM:PF00293.34, PFAM:PF04055.27, PFAM:PF13353.11
contig_1	2945890	2946213	+	IMCPIC_02541	12.3	9.2		
contig_1	2946449	2946697	-	IMCPIC_02542	9.4	4.6		
contig_1	2946858	2946995	-	IMCPIC_02543	5.3	10.0	PF01381.28|HTH_3, PF13560.12|HTH_31, PF13744.12|HTH_37	PFAM:PF01381.28, PFAM:PF13560.12, PFAM:PF13744.12
contig_1	2948705	2951017	+	IMCPIC_02545	87.6	8.3	PF02687.27|FtsX, PF12704.14|MacB_PCD	PFAM:PF02687.27, PFAM:PF12704.14, SO:0001217, UniRef:UniRef50_U6RM15
contig_1	2952617	2952736	-	IMCPIC_02548	4.4	10.0		
contig_1	2956132	2956431	-	IMCPIC_02551	11.0	5.8		
contig_1	2964900	2968124	+	IMCPIC_02560	124.1	5.3	PF07980.17|SusD_RagB, PF14322.12|SusD-like_3	PFAM:PF07980.17, PFAM:PF14322.12
contig_1	2998043	2998177	-	IMCPIC_02577	5.1	9.2		
contig_1	3001062	3001469	+	IMCPIC_02579	14.7	10.3		
contig_1	3006251	3006676	+	IMCPIC_02584	15.7	8.3	PF19762.4|DUF6249	PFAM:PF19762.4
contig_1	3014664	3014765	+	IMCPIC_02592	4.1	7.9		
contig_1	3022598	3023140	+	IMCPIC_02599	20.9	9.7		
contig_1	3024154	3024315	-	IMCPIC_02601	6.1	6.5		
contig_1	3025956	3026261	+	IMCPIC_02604	12.0	9.7		
contig_1	3050340	3050546	+	IMCPIC_02622	7.8	11.0		
contig_1	3050625	3051611	-	IMCPIC_02623	37.6	5.8	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13174.12|TPR_6, PF13181.12|TPR_8, PF13371.12|TPR_9, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19, PF25062.1|ARM_TT21_N	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13174.12, PFAM:PF13181.12, PFAM:PF13371.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, PFAM:PF25062.1
contig_1	3072402	3072674	-	IMCPIC_02639	9.3	7.4		
contig_1	3078558	3078767	+	IMCPIC_02645	8.0	8.7		
contig_1	3087854	3088051	+	IMCPIC_02656	7.4	5.6		
contig_1	3097920	3098951	+	IMCPIC_02665	40.2	9.5		
contig_1	3100720	3101805	+	IMCPIC_02667	41.8	9.9		
contig_1	3118854	3119579	+	IMCPIC_02687	27.9	9.0		SO:0001217, UniRef:UniRef50_K5Y9L1
contig_1	3121403	3121738	+	IMCPIC_02692	13.1	9.2	PF01638.23|HxlR	PFAM:PF01638.23
contig_1	3123192	3123545	+	IMCPIC_02694	13.4	7.7		SO:0001217, UniRef:UniRef50_A0A385BR11
contig_1	3123555	3124187	+	IMCPIC_02695	24.7	8.5		SO:0001217, UniRef:UniRef50_A0A098RYE3
contig_1	3128189	3128398	-	IMCPIC_02699	7.8	9.4		
contig_1	3145140	3145235	-	IMCPIC_02719	3.9	9.2		
contig_1	3149551	3150267	+	IMCPIC_02723	27.3	5.4		
contig_1	3152263	3152562	+	IMCPIC_02726	11.3	8.6		
contig_1	3152559	3153767	+	IMCPIC_02727	46.2	9.3		
contig_1	3155119	3155685	-	IMCPIC_02729	21.6	8.0		
contig_1	3158346	3162443	-	IMCPIC_02731	158.0	6.3	PF00271.37|Helicase_C	PFAM:PF00271.37
contig_1	3162430	3164856	-	IMCPIC_02732	96.2	6.2		SO:0001217, UniRef:UniRef50_A0A9D5WY25
contig_1	3168032	3169591	-	IMCPIC_02735	59.3	5.8	PF04326.19|SLFN_AlbA_2, PF13749.12|HATPase_c_4	PFAM:PF04326.19, PFAM:PF13749.12
contig_1	3169602	3169814	-	IMCPIC_02736	8.1	9.7	PF01381.28|HTH_3, PF13443.12|HTH_26	PFAM:PF01381.28, PFAM:PF13443.12
contig_1	3169919	3170167	-	IMCPIC_02737	9.7	8.5		
contig_1	3170303	3170599	-	IMCPIC_02738	10.8	9.3		
contig_1	3170962	3171189	-	IMCPIC_02739	8.1	10.4	PF01661.27|Macro	PFAM:PF01661.27
contig_1	3179678	3180652	-	IMCPIC_02744	37.5	4.9		SO:0001217, UniRef:UniRef50_A0A4V1L936
contig_1	3185925	3186032	+	IMCPIC_02750	3.9	7.8		
contig_1	3190265	3192523	-	IMCPIC_02754	84.0	7.7	PF00999.27|Na_H_Exchanger, PF02080.26|TrkA_C	PFAM:PF00999.27, PFAM:PF02080.26
contig_1	3206520	3206753	+	IMCPIC_02765	8.7	7.9		SO:0001217, UniRef:UniRef50_Q64QF0
contig_1	3214663	3216873	-	IMCPIC_02770	83.0	5.0	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF13426.13|PAS_9	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF13426.13
contig_1	3216890	3217159	-	IMCPIC_02771	9.8	9.4		
contig_1	3218019	3218219	+	IMCPIC_02773	7.4	11.2		
contig_1	3225342	3225755	+	IMCPIC_02781	15.1	8.9		
contig_1	3225660	3225863	-	IMCPIC_02782	7.2	6.0		
contig_1	3227241	3227345	-	IMCPIC_02785	4.0	5.8		
contig_1	3242208	3242633	-	IMCPIC_02797	15.6	6.0		SO:0001217, UniRef:UniRef50_Q64QC4
contig_1	3258900	3259538	+	IMCPIC_02810	24.4	9.6		SO:0001217, UniRef:UniRef50_E6SWB1
contig_1	3264903	3265610	-	IMCPIC_02814	27.1	9.2		
contig_1	3293338	3294378	+	IMCPIC_02843	39.7	5.6	PF23916.1|TIM-barrel_EndoS	PFAM:PF23916.1
contig_1	3296797	3297117	-	IMCPIC_02846	12.2	4.5		SO:0001217, UniRef:UniRef50_A0A015VYG3
contig_1	3300669	3300842	-	IMCPIC_02850	6.5	9.3		SO:0001217, UniRef:UniRef50_I9B851
contig_1	3332895	3334004	-	IMCPIC_02874	42.9	8.9		
contig_1	3334951	3336147	-	IMCPIC_02876	46.7	9.4	PF13439.12|Glyco_transf_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13692.12
contig_1	3336155	3337090	-	IMCPIC_02877	36.1	9.0	PF00535.33|Glycos_transf_2	PFAM:PF00535.33
contig_1	3337077	3338441	-	IMCPIC_02878	51.6	9.4		
contig_1	3346571	3346963	+	IMCPIC_02887	15.4	9.0		SO:0001217, UniRef:UniRef50_I9K7X7
contig_1	3347035	3349194	+	IMCPIC_02888	83.0	7.9	PF05272.17|VapE-like_dom, PF08800.15|BT4734-like_N	PFAM:PF05272.17, PFAM:PF08800.15, SO:0001217, UniRef:UniRef50_Q5L9R8
contig_1	3351437	3351577	-	IMCPIC_02892	4.9	12.0		SO:0001217, UniRef:UniRef50_U6R7Q4
contig_1	3352623	3353168	+	IMCPIC_02894	21.1	5.8	PF13302.13|Acetyltransf_3, PF13420.13|Acetyltransf_4, PF13508.13|Acetyltransf_7	PFAM:PF13302.13, PFAM:PF13420.13, PFAM:PF13508.13
contig_1	3375344	3375547	-	IMCPIC_02916	7.3	5.4		
contig_1	3389481	3389756	+	IMCPIC_02929	9.9	9.4		SO:0001217, UniRef:UniRef50_A0A0E2AZL0
contig_1	3389881	3390285	+	IMCPIC_02930	15.4	8.6		
contig_1	3399196	3399822	+	IMCPIC_02937	23.4	5.4	PF19762.4|DUF6249	PFAM:PF19762.4
contig_1	3400351	3400680	+	IMCPIC_02939	12.3	9.7		
contig_1	3406753	3406878	-	IMCPIC_02946	4.6	4.6		
contig_1	3429300	3429884	-	IMCPIC_02968	21.2	9.2	PF13505.12|OMP_b-brl, PF13568.12|OMP_b-brl_2	PFAM:PF13505.12, PFAM:PF13568.12
contig_1	3429901	3430644	-	IMCPIC_02969	28.6	5.4	PF01643.23|Acyl-ACP_TE, PF20791.3|Acyl-ACP_TE_C	PFAM:PF01643.23, PFAM:PF20791.3
contig_1	3451570	3451707	-	IMCPIC_02985	5.3	4.2		
contig_1	3467482	3467619	-	IMCPIC_02996	5.0	6.5		
contig_1	3467842	3467988	-	IMCPIC_02997	5.7	7.7		
contig_1	3468684	3468851	-	IMCPIC_02998	6.0	6.8		
contig_1	3470287	3471018	-	IMCPIC_03000	28.0	6.1	PF05147.19|LANC_like	PFAM:PF05147.19
contig_1	3471053	3472108	-	IMCPIC_03001	41.3	9.9	PF13358.12|DDE_3	PFAM:PF13358.12
contig_1	3472364	3472591	+	IMCPIC_03002	8.8	9.8		
contig_1	3472863	3473057	+	IMCPIC_03003	7.6	9.7		
contig_1	3473130	3473429	+	IMCPIC_03004	10.3	7.5		
contig_1	3474157	3475524	+	IMCPIC_03005	53.5	5.8		
contig_1	3478988	3480163	-	IMCPIC_03008	44.9	6.2		
contig_1	3480263	3480775	+	IMCPIC_03009	20.0	9.6	PF16288.11|DUF4934, PF17170.10|DUF5128	PFAM:PF16288.11, PFAM:PF17170.10
contig_1	3486616	3486762	+	IMCPIC_03012	5.7	5.7		
contig_1	3486844	3486957	+	IMCPIC_03013	4.5	9.5		
contig_1	3503518	3503616	-	IMCPIC_03023	4.0	10.0		
contig_1	3508203	3508298	-	IMCPIC_03027	3.7	4.1		
contig_1	3512550	3512738	-	IMCPIC_03030	7.4	9.2		SO:0001217, UniRef:UniRef50_A0A015W6D5
contig_1	3549825	3549977	-	IMCPIC_03058	6.0	6.5		
contig_1	3562102	3562317	+	IMCPIC_03068	7.0	4.4		
contig_1	3571183	3571494	-	IMCPIC_03079	11.0	8.4		
contig_1	3571525	3571695	+	IMCPIC_03080	6.8	9.6		
contig_1	3571960	3572244	+	IMCPIC_03081	11.1	10.2		SO:0001217, UniRef:UniRef50_A0A9Q4P7S0
contig_1	3582777	3583415	-	IMCPIC_03093	24.7	9.0		
contig_1	3583767	3583991	-	IMCPIC_03094	9.0	5.5		SO:0001217, UniRef:UniRef50_A0A396BLU1
contig_1	3611020	3611664	-	IMCPIC_03112	24.5	5.8		
contig_1	3622307	3622786	-	IMCPIC_03122	16.9	9.3	PF00216.26|Bac_DNA_binding, PF18291.6|HU-HIG	PFAM:PF00216.26, PFAM:PF18291.6
contig_1	3623109	3623360	-	IMCPIC_03123	9.8	9.1		
contig_1	3623411	3623536	-	IMCPIC_03124	4.4	4.4		
contig_1	3628243	3629229	-	IMCPIC_03130	38.7	9.2	PF00535.33|Glycos_transf_2, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13641.12
contig_1	3630102	3630602	-	IMCPIC_03132	18.4	7.7	PF00132.30|Hexapep, PF14602.12|Hexapep_2	PFAM:PF00132.30, PFAM:PF14602.12
contig_1	3631793	3632644	-	IMCPIC_03134	33.6	9.0		
contig_1	3632641	3634173	-	IMCPIC_03135	58.7	9.5		SO:0001217, UniRef:UniRef50_A0A0I9SBF9
contig_1	3636604	3637224	-	IMCPIC_03140	24.3	5.3		
contig_1	3637867	3638298	-	IMCPIC_03142	16.3	9.5		
contig_1	3645593	3646555	+	IMCPIC_03148	36.3	4.7	PF00515.34|TPR_1, PF07719.23|TPR_2, PF12895.13|ANAPC3, PF13174.12|TPR_6, PF13181.12|TPR_8, PF13371.12|TPR_9, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19, PF23914.1|TPR_CcmH_CycH, PF25062.1|ARM_TT21_N	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13174.12, PFAM:PF13181.12, PFAM:PF13371.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, PFAM:PF23914.1, PFAM:PF25062.1
contig_1	3664706	3666232	-	IMCPIC_03161	56.9	6.7		SO:0001217, UniRef:UniRef50_R5I5J3
contig_1	3682084	3682926	-	IMCPIC_03176	29.5	5.9	PF03544.19|TonB_C	PFAM:PF03544.19
contig_1	3713141	3713317	-	IMCPIC_03200	6.7	9.2		
contig_1	3728972	3729169	+	IMCPIC_03209	7.1	8.8		
contig_1	3739678	3739857	+	IMCPIC_03221	7.3	10.0		
contig_1	3745440	3745961	-	IMCPIC_03228	20.0	9.1		SO:0001217, UniRef:UniRef50_D6CX66
contig_1	3767475	3767759	+	IMCPIC_03245	10.9	8.8		
contig_1	3777451	3777903	+	IMCPIC_03252	18.4	8.9		
contig_1	3777916	3778284	+	IMCPIC_03253	14.1	6.1		
contig_1	3778519	3778929	+	IMCPIC_03254	15.9	9.8	PF12728.13|HTH_17	PFAM:PF12728.13
contig_1	3789122	3789313	-	IMCPIC_03263	7.3	4.1		SO:0001217, UniRef:UniRef50_F7M0L1
contig_1	3789310	3789537	-	IMCPIC_03264	8.3	5.0		
contig_1	3793597	3793752	-	IMCPIC_03270	5.9	6.8		
contig_1	3804374	3804961	+	IMCPIC_03278	21.9	4.1		
contig_1	3804980	3805198	+	IMCPIC_03279	7.6	9.9		
contig_1	3807466	3807708	+	IMCPIC_03281	8.7	7.9		
contig_1	3816911	3817372	+	IMCPIC_03292	17.7	4.4		
contig_1	3820022	3820243	-	IMCPIC_03296	8.2	6.1	PF24737.1|DUF7688	PFAM:PF24737.1
contig_1	3820251	3820844	-	IMCPIC_03297	22.6	9.4		
contig_1	3822810	3823358	-	IMCPIC_03299	21.0	8.7		
contig_1	3831645	3831797	+	IMCPIC_03307	5.9	10.4		
contig_1	3837161	3837910	+	IMCPIC_03311	29.1	4.9	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_1	3837986	3838780	+	IMCPIC_03312	30.2	5.1	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	3861669	3863570	+	IMCPIC_03329	71.6	6.7	PF00085.26|Thioredoxin, PF08534.16|Redoxin, PF13098.12|Thioredoxin_2, PF13905.12|Thioredoxin_8	PFAM:PF00085.26, PFAM:PF08534.16, PFAM:PF13098.12, PFAM:PF13905.12
contig_1	3867427	3867639	-	IMCPIC_03334	8.2	5.1		
contig_1	3871470	3871712	+	IMCPIC_03338	9.1	9.3		
contig_1	3872210	3872431	+	IMCPIC_03339	8.5	9.9		
contig_1	3879696	3879932	+	IMCPIC_03350	9.3	5.7		
contig_1	3882172	3883572	-	IMCPIC_03353	53.9	9.6	PF01479.30|S4, PF13275.11|S4_2	PFAM:PF01479.30, PFAM:PF13275.11
contig_1	3892147	3892530	-	IMCPIC_03362	15.1	5.8		SO:0001217, UniRef:UniRef50_E6SSH0
contig_1	3920802	3921473	-	IMCPIC_03381	25.2	5.0		
contig_1	3925386	3925538	-	IMCPIC_03385	6.0	9.7		
contig_1	3926035	3927267	-	IMCPIC_03387	48.4	8.2	PF13439.12|Glyco_transf_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13692.12
contig_1	3929687	3929794	-	IMCPIC_03392	4.2	9.4		
contig_1	3934486	3934599	-	IMCPIC_03396	4.1	6.5		
contig_1	3934687	3934869	-	IMCPIC_03397	7.3	7.9		
